candidate_table,candidate_column,similarity_score
GivenName_right,title,0.5694833993911743
Wrestler_right,title,0.5231572389602661
Wrestler_left,title,0.5204541087150574
Monarch_left,title,0.5191964507102966
ChristianBishop_right,title,0.5130137205123901
Noble_left,title,0.5113071799278259
EthnicGroup_right,title,0.5104625225067139
EthnicGroup_left,title,0.5080644488334656
MemberOfParliament_left,title,0.5068278312683105
Monarch_right,title,0.5060049295425415
Country_left,title,0.5054416060447693
ChristianBishop_left,title,0.5039130449295044
Noble_right,title,0.5005402565002441
Country_right,title,0.5003573894500732
MemberOfParliament_right,title,0.4999787211418152
Reptile_left,title,0.4960384666919708
Magazine_left,title,0.4924708604812622
Amphibian_left,title,0.49178996682167053
Reptile_right,title,0.4914793074131012
Race_right,title,0.4898770749568939
Race_left,title,0.48869454860687256
Device_right,title,0.48844921588897705
BasketballTeam_left,title,0.4884031116962433
RailwayLine_left,title,0.4878820776939392
Song_left,title,0.48715007305145264
BasketballTeam_right,title,0.48592275381088257
Drug_right,title,0.4857548773288727
HistoricBuilding_left,title,0.4855901300907135
Artwork_left,title,0.4848400354385376
Device_left,title,0.48421600461006165
TelevisionStation_left,title,0.48397791385650635
SportFacility_left,title,0.4833698570728302
Stadium_left,title,0.4833182692527771
Magazine_right,title,0.48251089453697205
Amphibian_right,title,0.4824308156967163
Drug_left,title,0.48234841227531433
Museum_left,title,0.4814419746398926
Tournament_left,title,0.4802299439907074
TelevisionStation_right,title,0.48005208373069763
Song_right,title,0.4798426628112793
PoliticalParty_left,title,0.47920504212379456
ArtificialSatellite_left,title,0.47908180952072144
PoliticalParty_right,title,0.47907039523124695
Award_left,title,0.4788394272327423
RailwayLine_right,title,0.4760688543319702
SportsLeague_left,title,0.47570520639419556
SoccerLeague_left,title,0.47541889548301697
Venue_left,title,0.4752845764160156
Artwork_right,title,0.4744965434074402
Enzyme_left,title,0.4726067781448364
