candidate_table,candidate_column,similarity_score
Reptile_right,title,0.6735125410599434
Amphibian_right,title,0.5614701727329631
Amphibian_left,title,0.5438960938001348
BasketballTeam_left,title,0.4966882279806628
Magazine_left,title,0.48223290442938965
Device_right,title,0.4767306659424931
Wrestler_right,title,0.4750587671823454
BasketballTeam_right,title,0.4732637189378562
Drug_left,title,0.47204914162241246
EthnicGroup_left,title,0.47203469397897785
Country_left,title,0.4713556716763578
Monarch_left,title,0.47126727624963555
EthnicGroup_right,title,0.47051516948586397
GivenName_left,title,0.4694767642550899
Wrestler_left,title,0.46774831357175767
Drug_right,title,0.4675152417200923
Country_right,title,0.46712660025076985
Song_left,title,0.466468142485551
ChristianBishop_right,title,0.46480524318847233
MemberOfParliament_left,title,0.46475334101212457
Race_right,title,0.4647403433955556
ArtificialSatellite_left,title,0.464060787699645
SportsLeague_left,title,0.4635480064602067
GivenName_right,title,0.46241358709268365
Artwork_left,title,0.46198439179399997
TelevisionStation_left,title,0.4616524715125722
Enzyme_left,title,0.46126513902363464
RailwayLine_right,title,0.4608118693964432
Device_left,title,0.46052534653883076
Noble_left,title,0.4602798772307102
ChristianBishop_left,title,0.45948978343655006
RailwayLine_left,title,0.4593394739413175
Race_left,title,0.45911283365710454
Galaxy_left,title,0.45795307616251146
Artwork_right,title,0.45749151263492194
Museum_right,title,0.4559777614313247
Magazine_right,title,0.4558837841185757
SportFacility_left,title,0.4534952048381463
Museum_left,title,0.4534671165768725
PoliticalParty_right,title,0.45342047706775207
Stadium_left,title,0.45233018773501127
Monarch_right,title,0.45136893507344056
RugbyLeague_left,title,0.449845752143924
ShoppingMall_right,title,0.44950114033406907
SoccerLeague_left,title,0.4493156486097735
PoliticalParty_left,title,0.4477979939956475
ArtificialSatellite_right,title,0.44738739523269544
TelevisionStation_right,title,0.44729670771603774
Tournament_left,title,0.4469658783428548
MemberOfParliament_right,title,0.44689805746335753
