candidate_table,candidate_column,similarity_score
Legislature_right,title,0.6416508962162044
Election_left,title,0.4917787866599512
PoliticalParty_right,title,0.48616892283749447
Election_right,title,0.48573196059389107
GovernmentAgency_left,title,0.4847495030032321
GovernmentAgency_right,title,0.48342042590946604
Country_right,title,0.48041827489299277
Country_left,title,0.47444094041449375
PoliticalParty_left,title,0.4741111658550795
TelevisionStation_left,title,0.4594050845898429
ClericalAdministrativeRegion_left,title,0.45439848691798335
Hospital_left,title,0.4498402520658183
EthnicGroup_right,title,0.4483032415964667
Hospital_right,title,0.4476220624141101
ClericalAdministrativeRegion_right,title,0.4470738335695549
HistoricBuilding_left,title,0.44677890820359356
EthnicGroup_left,title,0.44612749888383313
RugbyLeague_left,title,0.445612601725717
SoccerLeague_left,title,0.4448666770516131
RailwayLine_left,title,0.4444982350321311
RailwayLine_right,title,0.4425480411251984
Magazine_left,title,0.4419040665892912
MemberOfParliament_left,title,0.4413198514043359
Museum_left,title,0.44084563803734306
BasketballTeam_left,title,0.4396908461507112
SportsLeague_left,title,0.4396079908503491
BasketballTeam_right,title,0.43913824257641515
ShoppingMall_right,title,0.4384276380721726
Venue_left,title,0.43827169044805586
SportFacility_left,title,0.4381038237418001
Stadium_left,title,0.43692452568130713
TelevisionStation_right,title,0.43539691153651905
Race_left,title,0.43422460686896225
ShoppingMall_left,title,0.43394656361331346
SoccerLeague_right,title,0.433588044514757
Monarch_left,title,0.43342328202353564
Stadium_right,title,0.43331777735281346
MemberOfParliament_right,title,0.4331091987084563
SportsLeague_right,title,0.4321189875784015
Drug_left,title,0.43188815040051853
SportFacility_right,title,0.4318334342056891
GivenName_left,title,0.43072830063650813
ChristianBishop_left,title,0.43017316185392135
HistoricBuilding_right,title,0.42990478720266323
Wrestler_right,title,0.4298102953200173
Museum_right,title,0.4297942253256791
Drug_right,title,0.42868201654985616
ChristianBishop_right,title,0.42814639374798197
Magazine_right,title,0.42775037995041604
Song_left,title,0.427658577825424
