candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
Hospital_left,title,0.8743070960044861,"John Sealy Hospital, McLean Hospital, Queens, Sahlgrenska University Hospital, Marquette General Hospital","John Sealy Hospital, McLean Hospital, Queens, Sahlgrenska University Hospital, Marquette General Hospital","harlem hospital center↔harlem hospital center(1.00) | lakeside mental hospital↔lakeside mental hospital(1.00) | vietnam-sweden hospital↔vietnam-sweden hospital(1.00) | swedish medical center (colorado)↔swedish medical center (colorado)(1.00) | st. luke's hospital, bradford↔st. luke's hospital, bradford(1.00) | suruga sanatorium↔suruga sanatorium(1.00) | via christi hospital (pittsburg)↔via christi hospital (pittsburg)(1.00) | eastman dental hospital↔eastman dental hospital(1.00) | horton general hospital↔horton general hospital(1.00) | cambridge university health partners↔cambridge university health partners(1.00)",200
Hospital_right,title,0.8531127572059631,"John Sealy Hospital, McLean Hospital, Queens, Sahlgrenska University Hospital, Marquette General Hospital","Barts and The London NHS Trust, Uniklinikum Aachen, Moorfields Eye Hospital, The Hospital for Sick Children, Princess Margaret Hospital (Toronto)","integris southwest medical center↔integris southwest medical center(1.00) | riverside osteopathic hospital↔riverside osteopathic hospital(1.00) | dong-a university hospital↔dong-a university hospital(1.00) | p.d. hinduja national hospital and medical research centre↔p. d. hinduja national hospital and medical research centre(1.00) | prince of wales hospital, sydney↔prince of wales hospital (sydney)(0.99) | calvary hospital, bronx↔calvary hospital (bronx)(0.99) | queen elizabeth hospital, hong kong↔queen elizabeth hospital (hong kong)(0.99) | university college hospital galway↔university hospital galway(0.99) | korle bu teaching hospital↔korle-bu teaching hospital(0.99) | our lady of lourdes hospital (drogheda)↔our lady of lourdes hospital, drogheda(0.99)",200
ShoppingMall_left,title,0.5587787628173828,"John Sealy Hospital, McLean Hospital, Queens, Sahlgrenska University Hospital, Marquette General Hospital","The Galleria (Houston), Shops at Prudential Center, The Fashion Centre at Pentagon City, Westfield Sydney Central Plaza, Mantri Square",crossroads centre↔crossroads center(0.96) | royal victoria infirmary↔royal victoria place(0.74) | castle medical center↔westfield castlecourt(0.68) | shepherd center↔antioch center(0.67) | caton merchant house↔cataraqui town centre(0.66) | box hill hospital↔centro box hill(0.66) | albany medical center↔albany mall(0.66) | warburton hospital↔westfield warrawong(0.66) | kingston hospital↔riocan centre kingston(0.66) | saint john's health center↔st. charles towne center(0.66),200
ShoppingMall_right,title,0.5483888387680054,"John Sealy Hospital, McLean Hospital, Queens, Sahlgrenska University Hospital, Marquette General Hospital","The Galleria, The Shops at Prudential Center, Fashion Centre at Pentagon City, Sydney Central Plaza, Mahatma Jyotiba Phule Mandai","crossroads centre↔crossroads center (st. cloud, minnesota)(0.81) | toa payoh hospital↔toa payoh entertainment centre(0.75) | children's castle↔castlecourt(0.73) | royal victoria infirmary↔victoria centre(0.70) | caritas medical centre↔cataraqui centre(0.70) | tallaght hospital↔the square tallaght(0.69) | parkway novena hospital↔parkway plaza(0.68) | saint john's health center↔strathpine centre(0.68) | king abdulaziz medical city↔city centre bahrain(0.67) | beechworth asylum↔ellsworth place(0.67)",200
HistoricBuilding_right,title,0.5463285446166992,"John Sealy Hospital, McLean Hospital, Queens, Sahlgrenska University Hospital, Marquette General Hospital","Waltham Abbey (abbey), Ãglise de la Madeleine, Westminster Central Hall, Mary, Queen of the World Cathedral, St. Patrick's Cathedral (Manhattan)","istituto giannina gaslini↔i gesuiti, venice(0.75) | kantonsspital st. gallen↔ãglise saint-augustin de paris(0.74) | st emlyn's↔st helen bishopsgate(0.74) | bangkok christian hospital↔emmanuel baptist church (yangon, burma)(0.73) | our lady of maryknoll hospital↔our lady of the sacred heart parish church(0.73) | klinikum aachen↔nuremberg frauenkirche(0.72) | hospital kiang wu↔kheng hock keong(0.72) | xavier hospital↔st francis xavier church(0.72) | little company of mary hospital (evergreen park)↔st. mary of perpetual help church (chicago)(0.71) | our lady of lourdes hospital (drogheda)↔our lady of lourdes metropolitan cathedral(0.71)",200
GivenName_right,title,0.5317085385322571,"John Sealy Hospital, McLean Hospital, Queens, Sahlgrenska University Hospital, Marquette General Hospital","Luke (name), Julia, Fatima (name), Fanny (name), Lyfing",milad hospital↔medad(0.75) | dar al fouad↔hamad(0.69) | rnh bighi↔bauyrzhan(0.69) | the medical center of aurora↔aurora (given name)(0.66) | hoima hospital↔hristo(0.65) | st christopher's hospice↔christopher(0.65) | oku-komyo-en sanatorium↔okonma(0.65) | karen hospital↔kathryn(0.64) | alyn hospital↔aileen(0.64) | ruijin hospital↔harutyun(0.63),154
Museum_right,title,0.5083822011947632,"John Sealy Hospital, McLean Hospital, Queens, Sahlgrenska University Hospital, Marquette General Hospital","Louvre, MusÃ©e du Louvre, Doge's Palace, Science Museum (London), National Motor Museum, Beaulieu","queens↔queens museum(0.79) | greaves hall↔hallwyl palace(0.76) | cumberland infirmary↔cumberland inn & museum(0.73) | istituto giannina gaslini↔house of carlo goldoni(0.72) | moncton hospital↔moncton museum(0.71) | kantonsspital st. gallen↔gallerie dell'accademia(0.70) | klinikum aachen↔tiroler museumsbahnen(0.68) | british hospital (montevideo)↔the spanish military hospital museum(0.68) | st george hospital, mumbai↔the asiatic society of mumbai(0.68) | salford royal↔royal academy(0.67)",200
HistoricBuilding_left,title,0.4988369047641754,"John Sealy Hospital, McLean Hospital, Queens, Sahlgrenska University Hospital, Marquette General Hospital","Shaolin Monastery, Abbey of Saint Gall, Westminster Abbey, Dunfermline Abbey, Notre Dame de Paris","st thomas' hospital↔hospital of st thomas of acre(0.86) | bangkok christian hospital↔christ church bangkok(0.81) | kantonsspital st. gallen↔domkirche st. marien(0.76) | salford royal↔salford cathedral(0.76) | our lady of lourdes hospital (drogheda)↔st. peter's roman catholic church, drogheda(0.75) | st emlyn's↔st margaret's, lee(0.75) | klinikum aachen↔marktkirche, hanover(0.73) | peacehealth southwest medical center↔dove world outreach center(0.72) | dumfries and galloway royal infirmary↔glencairn, dumfries and galloway(0.71) | the nazareth hospital↔gaza baptist church(0.71)",200
ClericalAdministrativeRegion_right,title,0.49403974413871765,"John Sealy Hospital, McLean Hospital, Queens, Sahlgrenska University Hospital, Marquette General Hospital","Latin Patriarchate of Jerusalem, Baptist Union of Australia, Diocese of New Westminster, Roman Catholic Diocese of Sankt Gallen, Diocese of Gibraltar in Europe","diocesan house, st albans↔diocese of new westminster(0.74) | baptist health↔baptist union of australia(0.71) | kantonsspital st. gallen↔roman catholic diocese of sankt gallen(0.67) | bangkok christian hospital↔roman catholic archdiocese of ho chi minh city(0.63) | saskatchewan hospital↔anglican diocese of saskatchewan(0.63) | grafton state hospital↔anglican diocese of grafton(0.62) | bishop auckland hospital↔diocese of swaziland(0.61) | nova scotia hospital↔anglican diocese of nova scotia and prince edward island(0.61) | methodist hospital of indianapolis↔roman catholic diocese of lafayette in indiana(0.60) | bahrain royal medical services↔apostolic vicariate of southern arabia(0.59)",190
Venue_right,title,0.4919898509979248,"John Sealy Hospital, McLean Hospital, Queens, Sahlgrenska University Hospital, Marquette General Hospital","Epstein Theatre, Orchestra Hall (Detroit), Barclaycard Arena, La Monnaie/De Munt, Orchestra Hall (Minneapolis, Minnesota)","istituto giannina gaslini↔stadio gaetano bonolis(0.76) | salford royal↔victoria hall, stoke-on-trent(0.69) | mubende hospital↔medeu(0.69) | shepherd center↔northtown center(0.69) | greaves hall↔willett hall(0.69) | jinnah hospital, lahore↔bagh-e-jinnah, lahore(0.68) | buntingford almshouses↔manor ground (plumstead)(0.68) | kantonsspital st. gallen↔maison de la culture de grenoble(0.68) | rancho los amigos national rehabilitation center↔veterans united home loans amphitheater(0.67) | klinikum aachen↔theunissen stadium(0.67)",200
