query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values
AJ-beatles-songs_source_Title,title,1,AJ-beatles-songs_target_Title,title,0.6431463388475653,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","""12-Bar Original"", ""Across the Universe"", ""Act Naturally"", ""Ain't She Sweet"", ""All I've Got to Do"""
AJ-beatles-songs_source_Title,title,1,target_011973,title,0.5904485121872705,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Every Beat Of My Heart, All Night Long, Starting From Tonight, I Know I Love You So, Moonrise"
AJ-beatles-songs_source_Title,title,1,target_063831,title,0.5863933893779687,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I Walked Away, The Sun Went Down, Look Me in the Eye, Glamour Girl, Evil Hearted Woman"
AJ-beatles-songs_source_Title,title,1,target_058318,title,0.5826865796314933,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Honey Don't, Put Your Cat Clothes On, Blue Suede Shoes, That's All Right, Boppin' the Blues"
AJ-beatles-songs_source_Title,title,1,target_024269,title,0.582126660398069,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Night Time Is The Right Time, A Fool For You, Ain't That Love, Come Back Baby, Blackjack"
AJ-beatles-songs_source_Title,title,1,target_059102,title,0.5774066329174946,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Ain't Misbehavin', The Joint Is Jumpin', Your Feets Too Big, I'm Gonna Sit Right Down and Write Myself a Letter, Honeysuckle Rose"
AJ-beatles-songs_source_Title,title,1,target_088910,title,0.5772876959656976,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Miss Brown to You, As Long As I Live, In the Wee Small Hours of the Morning, All of Me, The First Time Ever I Saw Your Face"
AJ-beatles-songs_source_Title,title,1,target_061793,title,0.5759731804687143,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Always, Always, A Kiss Like Yours, Boy Wanted, Love Every Moment You Live, Don't Tell Me Not to Love You"
AJ-beatles-songs_source_Title,title,1,target_067753,title,0.5752902170360283,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","don't bounce it, don't send me away, sakha animal imitations, i love all the love in you, scottish temple rite stomp(remix)"
AJ-beatles-songs_source_Title,title,1,target_082312,title,0.5747287281473705,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Lessons in Love, Take My Breath Away, Flashdance…what a Feeling, Foolish Beat, I Think We're Alone Now"
AJ-beatles-songs_source_Title,title,1,target_001115,title,0.5741634830444778,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I Can't Help Myself (Sugar Pie Honey Bunch), Papa Was a Rollin' Stone, Same Old Song, Oh, What a Night, Whatcha See Is Whatcha Get"
AJ-beatles-songs_source_Title,title,1,target_012734,title,0.5731272782643099,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Ruby Baby, Forty Days, Horace, One of These Days, What 'Cha Gonna Do"
AJ-beatles-songs_source_Title,title,1,target_057861,title,0.5730790211365872,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Suitcase Blues, Big Wind, The Walk, Buzz Me Blues, I Don't Care If The Sun Don't Shine"
AJ-beatles-songs_source_Title,title,1,target_022664,title,0.5729139346081045,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Strange Fruit, God Bless the Child, Summertime, Lover Man (Oh, Where Can You Be?), I've Got My Love to Keep Me Warm"
AJ-beatles-songs_source_Title,title,1,target_088803,title,0.5721207392797384,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","The Wanderer, Long Tall Sally, Dream Lover, Baby Sittin, The Garden Of Eden"
AJ-beatles-songs_source_Title,title,1,target_084282,title,0.5712041117972343,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Back in the Saddle Again, Honey, Honey Mine, Baby Don't You Know, Music Makin' Mama From Memphis, Just Between the Two of Us"
AJ-beatles-songs_source_Title,title,1,target_092497,title,0.5710705246219039,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Feeling Good, Parachute Woman, You Just Gotta Know My Mind, I'm A Nothing, A Man You've Never Known"
AJ-beatles-songs_source_Title,title,1,target_063878,title,0.5706948921923869,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","r kelly ft usher - same girl, Love In This Club, Let It Burn, Trading Places, Moving Mountains"
AJ-beatles-songs_source_Title,title,1,target_064729,title,0.5699105138827657,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","(Marie's the Name Of) His Latest Flame, A Fool Such As I, All Shook Up, American Trilogy 2, Are you lonesome tonight"
AJ-beatles-songs_source_Title,title,1,target_035855,title,0.5699032293599443,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Tearin' Up My Heart, Got the Life, Faith, All I Have to Give, Pretty Fly (For a White Guy)"
AJ-beatles-songs_source_Title,title,1,target_036075,title,0.5693262041664203,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Givin' It, Takin' It, Good from Far (Far from Good), If You Believe In Me, That's Love, It Hurts"
AJ-beatles-songs_source_Title,title,1,target_022370,title,0.5692073890231435,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Sally Goodin, Can't You Hear Me Callin', Rock Of Ages, Keep On Going, When The Snow Falls On My Foggy Mt. Home"
AJ-beatles-songs_source_Title,title,1,target_013656,title,0.5687911753067294,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Use Somebody, Master Of Puppets, Nothing Else Matters, Hey There Delilah, Rolling In The Deep"
AJ-beatles-songs_source_Title,title,1,target_044832,title,0.5686109808177315,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Johnny Got A Boom Boom, Big Bad Handsome Man, Tainted Love, Mayhem, It's Good To Be Alive"
AJ-beatles-songs_source_Title,title,1,target_043439,title,0.5684319587187461,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Little By Little, Big Meat Shakin' On The Bone, Junkyard, Dirty Deal, Cry, Cry, Cry"
AJ-beatles-songs_source_Title,title,1,target_006209,title,0.5684285383792204,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","My Ideal, Skylark, Loch Lomond, The Story Of Our Love Affair, I'm Comin' Virginia"
AJ-beatles-songs_source_Title,title,1,target_010850,title,0.5683803793125886,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Original Unaired Pilot, A.L.F., Strangers in the Night, Looking for Lucky, Pennsylvania 6-5000"
AJ-beatles-songs_source_Title,title,1,target_048291,title,0.5679300119744164,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Complicated, What The Hell, I'M With You, My Happy Ending, Sk8er Boi"
AJ-beatles-songs_source_Title,title,1,target_027583,title,0.5677644603534194,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","How Blue, Somebody Should Leave, Have I Got a Deal for You, Only In My Mind, Whoever's In New England"
AJ-beatles-songs_source_Title,title,1,target_040521,title,0.5674371191577314,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Cold, Cold Heart, Half As Much, Hey, Good Lookin', Honky Tonk Blues, Honky Tonkin'"
AJ-beatles-songs_source_Title,title,1,target_058715,title,0.5674308320928575,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I Wish I Could Shimmy Like My Sister Kate, Back In My Baby's Arms, If I Had A Dream, Greyhound Goin' Somewhere, If You've Got the Money I've Got the Time"
AJ-beatles-songs_source_Title,title,1,target_062856,title,0.5673979322030221,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","The Potter's Hand, For The Beauty Of The Earth, As The Deer, Haven't You Been Good, I Could Sing Of Your Love Forever"
AJ-beatles-songs_source_Title,title,1,target_079086,title,0.5669434791455086,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Let Me Play With Your Poodle, Wet It (Let the Good Work Go On), Little Girl, Preachin' Blues, If It Don't Fit (Don't Force It)"
AJ-beatles-songs_source_Title,title,1,target_032200,title,0.5668412059943989,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I'm Casting My Lasso Towards The Sky, Lookin' for Love, Ruby, Don't Take Your Love To Town, All The Gold In California, Private Conversation"
AJ-beatles-songs_source_Title,title,1,target_068561,title,0.5668412059943989,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I'm Casting My Lasso Towards The Sky, Lookin' for Love, Ruby, Don't Take Your Love To Town, All The Gold In California, Private Conversation"
AJ-beatles-songs_source_Title,title,1,target_081309,title,0.5668412059943989,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I'm Casting My Lasso Towards The Sky, Lookin' for Love, Ruby, Don't Take Your Love To Town, All The Gold In California, Private Conversation"
AJ-beatles-songs_source_Title,title,1,target_091812,title,0.5668412059943989,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I'm Casting My Lasso Towards The Sky, Lookin' for Love, Ruby, Don't Take Your Love To Town, All The Gold In California, Private Conversation"
