query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values
AJ-beatles-songs_source_Title,title,1,AJ-beatles-songs_target_Title,title,0.6779389083385468,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","""12-Bar Original"", ""Across the Universe"", ""Act Naturally"", ""Ain't She Sweet"", ""All I've Got to Do"""
AJ-beatles-songs_source_Title,title,1,target_011973,title,0.6009827256202698,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Every Beat Of My Heart, All Night Long, Starting From Tonight, I Know I Love You So, Moonrise"
AJ-beatles-songs_source_Title,title,1,target_063831,title,0.6007831394672394,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I Walked Away, The Sun Went Down, Look Me in the Eye, Glamour Girl, Evil Hearted Woman"
AJ-beatles-songs_source_Title,title,1,target_024269,title,0.5951535999774933,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Night Time Is The Right Time, A Fool For You, Ain't That Love, Come Back Baby, Blackjack"
AJ-beatles-songs_source_Title,title,1,target_058318,title,0.5923618972301483,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Honey Don't, Put Your Cat Clothes On, Blue Suede Shoes, That's All Right, Boppin' the Blues"
AJ-beatles-songs_source_Title,title,1,target_084282,title,0.5908132493495941,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Back in the Saddle Again, Honey, Honey Mine, Baby Don't You Know, Music Makin' Mama From Memphis, Just Between the Two of Us"
AJ-beatles-songs_source_Title,title,1,target_012734,title,0.5900362432003021,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Ruby Baby, Forty Days, Horace, One of These Days, What 'Cha Gonna Do"
AJ-beatles-songs_source_Title,title,1,target_061793,title,0.5887645184993744,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Always, Always, A Kiss Like Yours, Boy Wanted, Love Every Moment You Live, Don't Tell Me Not to Love You"
AJ-beatles-songs_source_Title,title,1,target_043308,title,0.5882498323917389,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Hey Miss Tina, Sonnyland, I Won't Go On, Do You Love Me, Just A Feeling"
AJ-beatles-songs_source_Title,title,1,target_001115,title,0.5871147513389587,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I Can't Help Myself (Sugar Pie Honey Bunch), Papa Was a Rollin' Stone, Same Old Song, Oh, What a Night, Whatcha See Is Whatcha Get"
AJ-california-govs-1_source_Governor_s_Name,title,2,AJ-california-govs-2_target_Name,title,0.6214020848274231,"Gov. Arnold Schwarzenegger, Gov. Gray Davis, Gov. Pete Wilson, Gov. George Deukmejian, Gov. Ronald Wilson Reagan","Peter H. Burnett, John McDougal, John Bigler, John Neely Johnson, John B. Weller"
AJ-california-govs-1_source_Governor_s_Name,title,2,AJ-california-govs-1_target_Name,title,0.6214020848274231,"Gov. Arnold Schwarzenegger, Gov. Gray Davis, Gov. Pete Wilson, Gov. George Deukmejian, Gov. Ronald Wilson Reagan","Peter H. Burnett, John McDougal, John Bigler, John Neely Johnson, John B. Weller"
AJ-california-govs-1_source_Governor_s_Name,title,2,AJ-california-govs-2_source_Governor,title,0.519616961479187,"Gov. Arnold Schwarzenegger, Gov. Gray Davis, Gov. Pete Wilson, Gov. George Deukmejian, Gov. Ronald Wilson Reagan","Peter Hardeman Burnett; November 15 1807 – May 17 1895; (Aged 87), John McDougall; ca. 1818 – March 30 1866; (Aged 48), John Bigler; January 8 1805 – November 29 1871; (Aged 66), John Bigler; January 8 1805 – November 29 1871; (Aged 66), J. Neely Johnson; August 2 1825 – August 31 1872; (Aged 47)"
AJ-california-govs-1_source_Governor_s_Name,title,2,AJ-new-york-govs-3_source_Governor_s_Name,title,0.5181598961353302,"Gov. Arnold Schwarzenegger, Gov. Gray Davis, Gov. Pete Wilson, Gov. George Deukmejian, Gov. Ronald Wilson Reagan","Gov. David A. Paterson, Gov. Eliot Spitzer, Gov. George E. Pataki, Gov. Mario Matthew Cuomo, Gov. Hugh Leo Carey"
AJ-california-govs-1_source_Governor_s_Name,title,2,AJ-texas-govs-1_target_Governor_s_Name,title,0.510942816734314,"Gov. Arnold Schwarzenegger, Gov. Gray Davis, Gov. Pete Wilson, Gov. George Deukmejian, Gov. Ronald Wilson Reagan","Gov. Rick Perry, Gov. George W. Bush, Gov. Dorothy Ann Willis Richards, Gov. Mark White, Gov. Dolph Briscoe"
AJ-california-govs-1_source_Governor_s_Name,title,2,AJ-texas-govs-2_target_Governor_s_Name,title,0.510942816734314,"Gov. Arnold Schwarzenegger, Gov. Gray Davis, Gov. Pete Wilson, Gov. George Deukmejian, Gov. Ronald Wilson Reagan","Gov. Rick Perry, Gov. George W. Bush, Gov. Dorothy Ann Willis Richards, Gov. Mark White, Gov. Dolph Briscoe"
AJ-california-govs-1_source_Governor_s_Name,title,2,AJ-us-presidents-3_source_Presidents,title,0.4831700176000595,"Gov. Arnold Schwarzenegger, Gov. Gray Davis, Gov. Pete Wilson, Gov. George Deukmejian, Gov. Ronald Wilson Reagan","George Washington*, John Adams*, Thomas Jefferson*, James Madison*, James Monroe*"
AJ-california-govs-1_source_Governor_s_Name,title,2,target_088674,title,0.4820335656404495,"Gov. Arnold Schwarzenegger, Gov. Gray Davis, Gov. Pete Wilson, Gov. George Deukmejian, Gov. Ronald Wilson Reagan","Illinois (State), United States, Putnam County, Hamilton County, Gallatin County"
AJ-california-govs-1_source_Governor_s_Name,title,2,target_010364,title,0.4820335656404495,"Gov. Arnold Schwarzenegger, Gov. Gray Davis, Gov. Pete Wilson, Gov. George Deukmejian, Gov. Ronald Wilson Reagan","Illinois (State), United States, Brown County, Woodford County, Champaign County"
AJ-california-govs-1_source_Governor_s_Name,title,2,AJ-us-presidents-5_target_Presidents,title,0.4804792404174804,"Gov. Arnold Schwarzenegger, Gov. Gray Davis, Gov. Pete Wilson, Gov. George Deukmejian, Gov. Ronald Wilson Reagan","Martin Van Buren*, Millard Fillmore*, Chester A. Arthur*, Grover Cleveland*, Grover Cleveland*"
AJ-california-govs-1_source_State,title,3,target_046789,title,0.612436056137085,"California, California, California, California, California","California 5, Oregon 3, California 6, Oregon 0, Oregon 5, California 1, California 12, San Francisco 4, California 6, Arizona 4"
AJ-california-govs-1_source_State,title,3,AJ-california-govs-2_target_Native_State,title,0.6088011860847473,"California, California, California, California, California","Tennessee, Ohio, Pennsylvania, Indiana, Ohio"
AJ-california-govs-1_source_State,title,3,AJ-california-govs-1_target_Native_State,title,0.6088011860847473,"California, California, California, California, California","Tennessee, Ohio, Pennsylvania, Indiana, Ohio"
AJ-california-govs-1_source_State,title,3,target_064440,title,0.597494512796402,"California, California, California, California, California","ARIZONA, ARIZONA, ARIZONA as lead state (with NV), ARKANSAS, ARKANSAS as lead state (with IN, KY, LA, MS, TN, TX)"
AJ-california-govs-1_source_State,title,3,target_037293,title,0.5968078970909119,"California, California, California, California, California","Missouri, Oklahoma, Washington, Oregon, Indiana"
AJ-california-govs-1_source_State,title,3,target_019873,title,0.5967239737510681,"California, California, California, California, California","test, Asia - Malaysia, Gulf Countries, Japan, Africa - Kenya"
AJ-california-govs-1_source_State,title,3,target_013434,title,0.5967239737510681,"California, California, California, California, California","test, Asia - Malaysia, Gulf Countries, Japan, Africa - Kenya"
AJ-california-govs-1_source_State,title,3,target_089606,title,0.5967239737510681,"California, California, California, California, California","test, Asia - Malaysia, Gulf Countries, Japan, Africa - Kenya"
