query_table,query_column,candidate_table,candidate_column,similarity_score
AJ-beatles-songs_source_Title.csv,title,target_011973.csv,title,0.866624
AJ-beatles-songs_source_Title.csv,title,target_075171.csv,title,0.861834
AJ-beatles-songs_source_Title.csv,title,target_046317.csv,title,0.838446
AJ-beatles-songs_source_Title.csv,title,target_055179.csv,title,0.833025
AJ-beatles-songs_source_Title.csv,title,target_024269.csv,title,0.828779
AJ-beatles-songs_source_Title.csv,title,target_073414.csv,title,0.807607
AJ-beatles-songs_source_Title.csv,title,target_072550.csv,title,0.802176
AJ-beatles-songs_source_Title.csv,title,target_027583.csv,title,0.792175
AJ-beatles-songs_source_Title.csv,title,target_022664.csv,title,0.791840
AJ-beatles-songs_source_Title.csv,title,target_084002.csv,title,0.789252
AJ-beatles-songs_source_Title.csv,title,target_076650.csv,title,0.786371
AJ-beatles-songs_source_Title.csv,title,target_061793.csv,title,0.779793
AJ-beatles-songs_source_Title.csv,title,target_082312.csv,title,0.775245
AJ-beatles-songs_source_Title.csv,title,target_001115.csv,title,0.768124
AJ-beatles-songs_source_Title.csv,title,target_012964.csv,title,0.763687
AJ-beatles-songs_source_Title.csv,title,target_089969.csv,title,0.763671
AJ-beatles-songs_source_Title.csv,title,target_083423.csv,title,0.760101
AJ-beatles-songs_source_Title.csv,title,target_079023.csv,title,0.758792
AJ-beatles-songs_source_Title.csv,title,target_043308.csv,title,0.758197
AJ-beatles-songs_source_Title.csv,title,target_055241.csv,title,0.753706
AJ-beatles-songs_source_Title.csv,title,target_058318.csv,title,0.749575
AJ-beatles-songs_source_Title.csv,title,target_086948.csv,title,0.747843
AJ-beatles-songs_source_Title.csv,title,target_092497.csv,title,0.746530
AJ-beatles-songs_source_Title.csv,title,target_083279.csv,title,0.746484
AJ-beatles-songs_source_Title.csv,title,target_088516.csv,title,0.744006
AJ-beatles-songs_source_Title.csv,title,target_088803.csv,title,0.737264
AJ-beatles-songs_source_Title.csv,title,target_085250.csv,title,0.732495
AJ-beatles-songs_source_Title.csv,title,target_048291.csv,title,0.731151
AJ-beatles-songs_source_Title.csv,title,target_022332.csv,title,0.729913
AJ-beatles-songs_source_Title.csv,title,target_037472.csv,title,0.729343
AJ-beatles-songs_source_Title.csv,title,target_005815.csv,title,0.728127
AJ-beatles-songs_source_Title.csv,title,target_019851.csv,title,0.725108
AJ-beatles-songs_source_Title.csv,title,target_020858.csv,title,0.724672
AJ-beatles-songs_source_Title.csv,title,target_089819.csv,title,0.721218
AJ-beatles-songs_source_Title.csv,title,target_013207.csv,title,0.716907
AJ-beatles-songs_source_Title.csv,title,target_084282.csv,title,0.716329
AJ-beatles-songs_source_Title.csv,title,target_013656.csv,title,0.716068
AJ-beatles-songs_source_Title.csv,title,target_062622.csv,title,0.711270
AJ-beatles-songs_source_Title.csv,title,target_090215.csv,title,0.710599
AJ-beatles-songs_source_Title.csv,title,target_096378.csv,title,0.704978
AJ-beatles-songs_source_Title.csv,title,target_010986.csv,title,0.704357
AJ-beatles-songs_source_Title.csv,title,target_059102.csv,title,0.702499
AJ-beatles-songs_source_Title.csv,title,target_080704.csv,title,0.700986
AJ-beatles-songs_source_Title.csv,title,target_089699.csv,title,0.699893
AJ-beatles-songs_source_Title.csv,title,target_040412.csv,title,0.698653
AJ-beatles-songs_source_Title.csv,title,target_012734.csv,title,0.698595
AJ-beatles-songs_source_Title.csv,title,target_090813.csv,title,0.697245
AJ-beatles-songs_source_Title.csv,title,target_006808.csv,title,0.694824
AJ-beatles-songs_source_Title.csv,title,target_023948.csv,title,0.692993
AJ-beatles-songs_source_Title.csv,title,target_044049.csv,title,0.689657
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-new-york-govs-3_source_Governor_s_Name.csv,title,0.963210
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-texas-govs-1_target_Governor_s_Name.csv,title,0.921957
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-texas-govs-2_target_Governor_s_Name.csv,title,0.921957
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-california-govs-1_target_Name.csv,title,0.643289
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-california-govs-2_target_Name.csv,title,0.643289
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-new-york-govs-1_source_Name.csv,title,0.596737
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-us-presidents-2_target_Vice-President.csv,title,0.586614
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-us-presidents-3_target_Vice-President.csv,title,0.586614
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-us-presidents-6_target_Vice-President.csv,title,0.586614
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_071908.csv,title,0.582155
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-texas-govs-1_source_Governor.csv,title,0.559184
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_062374.csv,title,0.556787
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_008590.csv,title,0.551203
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_056779.csv,title,0.536085
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_062806.csv,title,0.534368
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_033379.csv,title,0.524155
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_037768.csv,title,0.523122
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_074921.csv,title,0.522558
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_031923.csv,title,0.521052
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_054244.csv,title,0.520644
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_081878.csv,title,0.518039
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_096011.csv,title,0.510488
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_040713.csv,title,0.508989
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_032972.csv,title,0.503657
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_089592.csv,title,0.503657
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_001317.csv,title,0.500922
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_087774.csv,title,0.498163
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_022775.csv,title,0.497768
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_084482.csv,title,0.496712
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_035293.csv,title,0.495959
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_044290.csv,title,0.495959
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_067973.csv,title,0.492698
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_045037.csv,title,0.491876
