query_table,query_column,candidate_table,candidate_column,similarity_score
FootballLeagueSeason_left.csv,title,NationalFootballLeagueSeason_left.csv,title,0.790940
FootballLeagueSeason_left.csv,title,target_023638.csv,title,0.701832
FootballLeagueSeason_left.csv,title,target_033080.csv,title,0.695418
FootballLeagueSeason_left.csv,title,target_060339.csv,title,0.681922
FootballLeagueSeason_left.csv,title,SportsLeague_left.csv,title,0.673386
FootballLeagueSeason_left.csv,title,SoccerClubSeason_left.csv,title,0.672844
FootballLeagueSeason_left.csv,title,target_074668.csv,title,0.672354
FootballLeagueSeason_left.csv,title,target_048580.csv,title,0.666743
FootballLeagueSeason_left.csv,title,target_040531.csv,title,0.653660
FootballLeagueSeason_left.csv,title,target_004885.csv,title,0.652892
FootballLeagueSeason_left.csv,title,target_000487.csv,title,0.652606
FootballLeagueSeason_left.csv,title,target_014420.csv,title,0.650933
FootballLeagueSeason_left.csv,title,target_034316.csv,title,0.649107
FootballLeagueSeason_left.csv,title,target_077290.csv,title,0.649107
FootballLeagueSeason_left.csv,title,target_073946.csv,title,0.649097
FootballLeagueSeason_left.csv,title,target_061811.csv,title,0.649097
FootballLeagueSeason_left.csv,title,target_039152.csv,title,0.649097
FootballLeagueSeason_left.csv,title,target_026919.csv,title,0.649051
FootballLeagueSeason_left.csv,title,target_069423.csv,title,0.646328
FootballLeagueSeason_left.csv,title,target_003708.csv,title,0.641736
FootballLeagueSeason_left.csv,title,SoccerClubSeason_right.csv,title,0.638891
FootballLeagueSeason_left.csv,title,target_036826.csv,title,0.636783
FootballLeagueSeason_left.csv,title,target_063934.csv,title,0.636671
FootballLeagueSeason_left.csv,title,target_077258.csv,title,0.633861
FootballLeagueSeason_left.csv,title,target_057893.csv,title,0.633190
FootballLeagueSeason_left.csv,title,target_094968.csv,title,0.630864
FootballLeagueSeason_left.csv,title,target_003192.csv,title,0.629975
FootballLeagueSeason_left.csv,title,SoccerTournament_left.csv,title,0.628819
FootballLeagueSeason_left.csv,title,target_035818.csv,title,0.628060
FootballLeagueSeason_left.csv,title,target_014093.csv,title,0.626957
FootballLeagueSeason_left.csv,title,target_041677.csv,title,0.626957
FootballLeagueSeason_left.csv,title,target_028424.csv,title,0.626957
FootballLeagueSeason_left.csv,title,target_041503.csv,title,0.626297
FootballLeagueSeason_left.csv,title,target_093215.csv,title,0.626297
FootballLeagueSeason_left.csv,title,target_044284.csv,title,0.626184
FootballLeagueSeason_left.csv,title,target_058597.csv,title,0.625452
FootballLeagueSeason_left.csv,title,RugbyLeague_left.csv,title,0.625427
FootballLeagueSeason_left.csv,title,target_082822.csv,title,0.624857
FootballLeagueSeason_left.csv,title,target_030344.csv,title,0.623994
FootballLeagueSeason_left.csv,title,target_034267.csv,title,0.623994
FootballLeagueSeason_left.csv,title,target_068930.csv,title,0.622979
FootballLeagueSeason_left.csv,title,target_029728.csv,title,0.622051
FootballLeagueSeason_left.csv,title,target_060319.csv,title,0.621850
FootballLeagueSeason_left.csv,title,target_048262.csv,title,0.621677
FootballLeagueSeason_left.csv,title,target_079148.csv,title,0.621677
FootballLeagueSeason_left.csv,title,target_065056.csv,title,0.621343
FootballLeagueSeason_left.csv,title,target_070477.csv,title,0.621278
FootballLeagueSeason_left.csv,title,SoccerLeague_right.csv,title,0.620731
FootballLeagueSeason_left.csv,title,target_072459.csv,title,0.617614
UnitOfWork_left.csv,title,Case_left.csv,title,0.918069
UnitOfWork_left.csv,title,target_022087.csv,title,0.788587
UnitOfWork_left.csv,title,target_004368.csv,title,0.779404
UnitOfWork_left.csv,title,target_082470.csv,title,0.779404
UnitOfWork_left.csv,title,target_081628.csv,title,0.764114
UnitOfWork_left.csv,title,target_061127.csv,title,0.762620
UnitOfWork_left.csv,title,target_044123.csv,title,0.761453
UnitOfWork_left.csv,title,target_069333.csv,title,0.761453
UnitOfWork_left.csv,title,target_059226.csv,title,0.758796
