query_table,query_column,candidate_table,candidate_column,similarity_score
AJ-beatles-songs_source_Title.csv,title,target_073414.csv,title,0.830782
AJ-beatles-songs_source_Title.csv,title,target_093961.csv,title,0.824540
AJ-beatles-songs_source_Title.csv,title,target_083423.csv,title,0.812766
AJ-beatles-songs_source_Title.csv,title,target_001115.csv,title,0.808012
AJ-beatles-songs_source_Title.csv,title,target_024269.csv,title,0.807894
AJ-beatles-songs_source_Title.csv,title,target_078883.csv,title,0.805126
AJ-beatles-songs_source_Title.csv,title,target_088910.csv,title,0.802051
AJ-beatles-songs_source_Title.csv,title,target_074847.csv,title,0.801136
AJ-beatles-songs_source_Title.csv,title,target_006947.csv,title,0.801136
AJ-beatles-songs_source_Title.csv,title,target_075027.csv,title,0.801136
AJ-beatles-songs_source_Title.csv,title,target_031515.csv,title,0.801136
AJ-beatles-songs_source_Title.csv,title,target_000791.csv,title,0.801136
AJ-beatles-songs_source_Title.csv,title,target_084002.csv,title,0.798921
AJ-beatles-songs_source_Title.csv,title,target_085250.csv,title,0.798353
AJ-beatles-songs_source_Title.csv,title,target_058058.csv,title,0.797571
AJ-beatles-songs_source_Title.csv,title,target_058656.csv,title,0.797571
AJ-beatles-songs_source_Title.csv,title,target_079023.csv,title,0.793987
AJ-beatles-songs_source_Title.csv,title,target_093415.csv,title,0.793552
AJ-beatles-songs_source_Title.csv,title,target_050944.csv,title,0.790498
AJ-beatles-songs_source_Title.csv,title,target_044417.csv,title,0.789973
AJ-beatles-songs_source_Title.csv,title,target_022332.csv,title,0.789825
AJ-beatles-songs_source_Title.csv,title,target_011973.csv,title,0.788769
AJ-beatles-songs_source_Title.csv,title,target_038633.csv,title,0.788171
AJ-beatles-songs_source_Title.csv,title,target_005815.csv,title,0.784534
AJ-beatles-songs_source_Title.csv,title,target_009240.csv,title,0.783800
AJ-beatles-songs_source_Title.csv,title,target_077437.csv,title,0.782753
AJ-beatles-songs_source_Title.csv,title,target_016997.csv,title,0.781316
AJ-beatles-songs_source_Title.csv,title,target_086802.csv,title,0.780676
AJ-beatles-songs_source_Title.csv,title,target_075932.csv,title,0.779059
AJ-beatles-songs_source_Title.csv,title,target_046863.csv,title,0.778882
AJ-beatles-songs_source_Title.csv,title,target_060151.csv,title,0.778611
AJ-beatles-songs_source_Title.csv,title,target_019379.csv,title,0.777201
AJ-beatles-songs_source_Title.csv,title,target_057214.csv,title,0.776883
AJ-beatles-songs_source_Title.csv,title,target_073508.csv,title,0.776851
AJ-beatles-songs_source_Title.csv,title,target_097123.csv,title,0.776851
AJ-beatles-songs_source_Title.csv,title,target_022512.csv,title,0.775622
AJ-beatles-songs_source_Title.csv,title,target_037472.csv,title,0.774367
AJ-beatles-songs_source_Title.csv,title,target_064670.csv,title,0.772646
AJ-beatles-songs_source_Title.csv,title,target_023037.csv,title,0.772135
AJ-beatles-songs_source_Title.csv,title,target_061028.csv,title,0.772049
AJ-beatles-songs_source_Title.csv,title,target_020081.csv,title,0.772049
AJ-beatles-songs_source_Title.csv,title,target_021722.csv,title,0.771211
AJ-beatles-songs_source_Title.csv,title,target_043883.csv,title,0.771199
AJ-beatles-songs_source_Title.csv,title,target_006808.csv,title,0.769995
AJ-beatles-songs_source_Title.csv,title,target_065703.csv,title,0.769146
AJ-beatles-songs_source_Title.csv,title,target_022664.csv,title,0.769037
AJ-beatles-songs_source_Title.csv,title,target_015311.csv,title,0.768716
AJ-beatles-songs_source_Title.csv,title,target_024852.csv,title,0.767471
AJ-beatles-songs_source_Title.csv,title,target_002419.csv,title,0.767012
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_021804.csv,title,0.722245
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_016069.csv,title,0.705345
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_066547.csv,title,0.698211
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_045307.csv,title,0.696394
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_093632.csv,title,0.693289
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_041375.csv,title,0.691860
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_084812.csv,title,0.690690
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-california-govs-1_target_Name.csv,title,0.689798
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-california-govs-2_target_Name.csv,title,0.689798
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-texas-govs-1_target_Governor_s_Name.csv,title,0.689235
AJ-california-govs-1_source_Governor_s_Name.csv,title,AJ-texas-govs-2_target_Governor_s_Name.csv,title,0.689235
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_083410.csv,title,0.687420
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_004688.csv,title,0.686340
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_018058.csv,title,0.686027
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_009824.csv,title,0.685730
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_040713.csv,title,0.684007
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_012602.csv,title,0.683932
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_077903.csv,title,0.681151
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_074768.csv,title,0.680331
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_062987.csv,title,0.679663
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_056086.csv,title,0.678838
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_022530.csv,title,0.677499
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_028152.csv,title,0.676667
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_097566.csv,title,0.675939
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_006170.csv,title,0.675456
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_006241.csv,title,0.673896
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_029195.csv,title,0.672233
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_088295.csv,title,0.671329
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_064516.csv,title,0.670496
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_025201.csv,title,0.670496
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_036651.csv,title,0.670496
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_062005.csv,title,0.670165
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_049525.csv,title,0.670138
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_068323.csv,title,0.669772
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_062367.csv,title,0.669696
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_021542.csv,title,0.668077
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_089832.csv,title,0.666635
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_015489.csv,title,0.666098
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_017430.csv,title,0.666009
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_065099.csv,title,0.664709
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_038715.csv,title,0.664606
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_075261.csv,title,0.663892
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_059581.csv,title,0.663857
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_020777.csv,title,0.663690
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_046716.csv,title,0.663147
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_005956.csv,title,0.662633
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_097589.csv,title,0.662506
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_082989.csv,title,0.662408
AJ-california-govs-1_source_Governor_s_Name.csv,title,target_055201.csv,title,0.662373
AJ-california-govs-1_source_State.csv,title,target_033251.csv,title,0.475036
AJ-california-govs-1_source_State.csv,title,AJ-texas-govs-2_target_Party.csv,title,0.468524
AJ-california-govs-1_source_State.csv,title,AJ-texas-govs-1_target_Party.csv,title,0.468524
AJ-california-govs-1_source_State.csv,title,AJ-texas-govs-1_target_State.csv,title,0.459989
AJ-california-govs-1_source_State.csv,title,AJ-texas-govs-2_target_State.csv,title,0.459989
AJ-california-govs-1_source_State.csv,title,AJ-new-york-govs-3_source_State.csv,title,0.452867
AJ-california-govs-1_source_State.csv,title,target_040606.csv,title,0.435759
AJ-california-govs-1_source_State.csv,title,target_046454.csv,title,0.435759
AJ-california-govs-1_source_State.csv,title,target_086738.csv,title,0.435759
AJ-california-govs-1_source_State.csv,title,target_000131.csv,title,0.435759
AJ-california-govs-1_source_State.csv,title,AJ-us-cities_target_State_Province.csv,title,0.429284
AJ-california-govs-1_source_State.csv,title,target_088417.csv,title,0.420570
AJ-california-govs-1_source_State.csv,title,target_012850.csv,title,0.419633
AJ-california-govs-1_source_State.csv,title,target_051387.csv,title,0.419633
