query_table,query_column,candidate_table,candidate_column,similarity_score
FootballLeagueSeason_left.csv,title,NationalFootballLeagueSeason_left.csv,title,0.969621
FootballLeagueSeason_left.csv,title,SoccerClubSeason_left.csv,title,0.835056
FootballLeagueSeason_left.csv,title,NationalFootballLeagueSeason_right.csv,title,0.818583
FootballLeagueSeason_left.csv,title,SoccerClubSeason_right.csv,title,0.784887
FootballLeagueSeason_left.csv,title,NCAATeamSeason_left.csv,title,0.727595
FootballLeagueSeason_left.csv,title,NCAATeamSeason_right.csv,title,0.681018
FootballLeagueSeason_left.csv,title,FootballLeagueSeason_right.csv,title,0.653116
FootballLeagueSeason_left.csv,title,target_074668.csv,title,0.613931
FootballLeagueSeason_left.csv,title,target_043440.csv,title,0.606015
FootballLeagueSeason_left.csv,title,target_029585.csv,title,0.601024
FootballLeagueSeason_left.csv,title,target_051862.csv,title,0.599379
FootballLeagueSeason_left.csv,title,BasketballTeam_left.csv,title,0.594829
FootballLeagueSeason_left.csv,title,target_049493.csv,title,0.581208
FootballLeagueSeason_left.csv,title,FootballMatch_right.csv,title,0.576809
FootballLeagueSeason_left.csv,title,target_072269.csv,title,0.569833
FootballLeagueSeason_left.csv,title,MotorsportSeason_left.csv,title,0.557316
FootballLeagueSeason_left.csv,title,target_011876.csv,title,0.555705
FootballLeagueSeason_left.csv,title,target_023638.csv,title,0.551637
FootballLeagueSeason_left.csv,title,target_025736.csv,title,0.550398
FootballLeagueSeason_left.csv,title,target_072459.csv,title,0.544780
FootballLeagueSeason_left.csv,title,target_000487.csv,title,0.542618
FootballLeagueSeason_left.csv,title,target_026919.csv,title,0.539617
FootballLeagueSeason_left.csv,title,target_069816.csv,title,0.539215
FootballLeagueSeason_left.csv,title,BasketballTeam_right.csv,title,0.537453
FootballLeagueSeason_left.csv,title,target_069712.csv,title,0.535043
FootballLeagueSeason_left.csv,title,target_071515.csv,title,0.533491
FootballLeagueSeason_left.csv,title,target_069413.csv,title,0.527818
FootballLeagueSeason_left.csv,title,target_081272.csv,title,0.526171
FootballLeagueSeason_left.csv,title,target_059435.csv,title,0.525972
FootballLeagueSeason_left.csv,title,target_028891.csv,title,0.525129
FootballLeagueSeason_left.csv,title,target_096119.csv,title,0.524597
FootballLeagueSeason_left.csv,title,target_069423.csv,title,0.523672
FootballLeagueSeason_left.csv,title,target_003680.csv,title,0.522811
FootballLeagueSeason_left.csv,title,target_063326.csv,title,0.522231
FootballLeagueSeason_left.csv,title,target_095399.csv,title,0.521818
FootballLeagueSeason_left.csv,title,target_038905.csv,title,0.521051
FootballLeagueSeason_left.csv,title,target_001845.csv,title,0.521029
FootballLeagueSeason_left.csv,title,target_050909.csv,title,0.521029
FootballLeagueSeason_left.csv,title,target_048580.csv,title,0.520619
FootballLeagueSeason_left.csv,title,target_040531.csv,title,0.520619
FootballLeagueSeason_left.csv,title,target_057893.csv,title,0.520619
FootballLeagueSeason_left.csv,title,target_039295.csv,title,0.519986
FootballLeagueSeason_left.csv,title,target_006537.csv,title,0.516782
FootballLeagueSeason_left.csv,title,target_070348.csv,title,0.515918
FootballLeagueSeason_left.csv,title,target_023342.csv,title,0.512604
FootballLeagueSeason_left.csv,title,target_079189.csv,title,0.512086
FootballLeagueSeason_left.csv,title,target_053770.csv,title,0.510757
FootballLeagueSeason_left.csv,title,Venue_left.csv,title,0.509755
FootballLeagueSeason_left.csv,title,target_047831.csv,title,0.508566
FootballLeagueSeason_left.csv,title,target_051115.csv,title,0.507324
UnitOfWork_left.csv,title,Case_left.csv,title,0.999949
UnitOfWork_left.csv,title,target_043760.csv,title,0.826603
UnitOfWork_left.csv,title,target_028567.csv,title,0.820606
UnitOfWork_left.csv,title,target_024397.csv,title,0.813081
UnitOfWork_left.csv,title,target_034229.csv,title,0.812152
UnitOfWork_left.csv,title,target_068816.csv,title,0.810983
UnitOfWork_left.csv,title,target_075144.csv,title,0.810983
UnitOfWork_left.csv,title,target_084283.csv,title,0.810983
UnitOfWork_left.csv,title,target_081628.csv,title,0.810483
UnitOfWork_left.csv,title,target_008047.csv,title,0.809320
UnitOfWork_left.csv,title,target_076926.csv,title,0.809320
UnitOfWork_left.csv,title,target_013118.csv,title,0.808843
UnitOfWork_left.csv,title,target_011641.csv,title,0.804730
UnitOfWork_left.csv,title,target_073310.csv,title,0.804730
UnitOfWork_left.csv,title,target_003042.csv,title,0.804336
UnitOfWork_left.csv,title,target_080636.csv,title,0.800841
UnitOfWork_left.csv,title,target_061775.csv,title,0.799778
UnitOfWork_left.csv,title,target_089865.csv,title,0.798567
UnitOfWork_left.csv,title,target_009708.csv,title,0.797281
UnitOfWork_left.csv,title,target_035048.csv,title,0.797281
UnitOfWork_left.csv,title,target_039429.csv,title,0.797281
UnitOfWork_left.csv,title,target_033725.csv,title,0.793696
UnitOfWork_left.csv,title,target_068005.csv,title,0.793696
UnitOfWork_left.csv,title,target_086175.csv,title,0.792543
UnitOfWork_left.csv,title,target_036092.csv,title,0.792065
UnitOfWork_left.csv,title,target_052734.csv,title,0.789593
UnitOfWork_left.csv,title,target_020962.csv,title,0.788988
UnitOfWork_left.csv,title,target_047206.csv,title,0.786100
UnitOfWork_left.csv,title,target_033423.csv,title,0.785749
UnitOfWork_left.csv,title,target_049394.csv,title,0.785720
UnitOfWork_left.csv,title,target_004143.csv,title,0.785619
UnitOfWork_left.csv,title,target_082315.csv,title,0.785277
UnitOfWork_left.csv,title,target_085758.csv,title,0.785079
UnitOfWork_left.csv,title,target_021843.csv,title,0.783246
UnitOfWork_left.csv,title,target_033394.csv,title,0.783246
UnitOfWork_left.csv,title,target_078104.csv,title,0.783246
UnitOfWork_left.csv,title,target_082377.csv,title,0.782665
UnitOfWork_left.csv,title,target_049873.csv,title,0.782499
UnitOfWork_left.csv,title,target_075591.csv,title,0.781483
UnitOfWork_left.csv,title,target_084045.csv,title,0.780588
UnitOfWork_left.csv,title,target_036346.csv,title,0.779908
UnitOfWork_left.csv,title,target_067800.csv,title,0.779090
UnitOfWork_left.csv,title,target_069257.csv,title,0.779090
UnitOfWork_left.csv,title,target_091748.csv,title,0.778888
UnitOfWork_left.csv,title,target_029989.csv,title,0.778076
UnitOfWork_left.csv,title,target_093984.csv,title,0.777941
UnitOfWork_left.csv,title,target_002146.csv,title,0.777011
UnitOfWork_left.csv,title,target_037090.csv,title,0.775986
UnitOfWork_left.csv,title,target_090124.csv,title,0.774460
UnitOfWork_left.csv,title,target_056892.csv,title,0.772620
Award_left.csv,title,Award_right.csv,title,0.960703
Award_left.csv,title,target_009087.csv,title,0.815902
Award_left.csv,title,target_027638.csv,title,0.809329
Award_left.csv,title,target_056966.csv,title,0.803139
Award_left.csv,title,target_040364.csv,title,0.719493
Award_left.csv,title,target_033678.csv,title,0.640271
Award_left.csv,title,target_067424.csv,title,0.520349
Award_left.csv,title,target_021989.csv,title,0.511753
Award_left.csv,title,target_020093.csv,title,0.494045
Award_left.csv,title,target_014158.csv,title,0.481842
Award_left.csv,title,target_010779.csv,title,0.465327
Award_left.csv,title,target_054407.csv,title,0.462804
Award_left.csv,title,target_052463.csv,title,0.459069
Award_left.csv,title,target_008701.csv,title,0.457366
Award_left.csv,title,target_049328.csv,title,0.457366
Award_left.csv,title,target_086093.csv,title,0.448007
Award_left.csv,title,target_062109.csv,title,0.435358
Award_left.csv,title,target_082845.csv,title,0.431771
Award_left.csv,title,target_012963.csv,title,0.430836
Award_left.csv,title,target_021004.csv,title,0.427789
Award_left.csv,title,target_052041.csv,title,0.423176
Award_left.csv,title,target_019804.csv,title,0.421670
Award_left.csv,title,target_052164.csv,title,0.421670
Award_left.csv,title,target_039286.csv,title,0.421642
Award_left.csv,title,target_047360.csv,title,0.421010
Award_left.csv,title,target_013565.csv,title,0.420794
Award_left.csv,title,target_063482.csv,title,0.420530
Award_left.csv,title,target_025180.csv,title,0.420417
Award_left.csv,title,target_012522.csv,title,0.419155
Award_left.csv,title,target_077295.csv,title,0.414498
Award_left.csv,title,target_046514.csv,title,0.413947
Award_left.csv,title,target_057529.csv,title,0.410994
Award_left.csv,title,target_007103.csv,title,0.410532
Award_left.csv,title,target_068765.csv,title,0.410532
Award_left.csv,title,target_025652.csv,title,0.408533
Award_left.csv,title,target_092214.csv,title,0.407125
Award_left.csv,title,target_066408.csv,title,0.407001
Award_left.csv,title,target_037617.csv,title,0.406122
Award_left.csv,title,target_051215.csv,title,0.405258
Award_left.csv,title,target_089753.csv,title,0.404605
Award_left.csv,title,target_081142.csv,title,0.400964
Award_left.csv,title,target_030686.csv,title,0.400894
Award_left.csv,title,target_031190.csv,title,0.400372
Award_left.csv,title,target_004320.csv,title,0.397018
Award_left.csv,title,target_083017.csv,title,0.396723
Award_left.csv,title,target_048041.csv,title,0.396324
Award_left.csv,title,target_028897.csv,title,0.395222
Award_left.csv,title,target_047288.csv,title,0.394929
Award_left.csv,title,target_081942.csv,title,0.394184
Award_left.csv,title,target_094482.csv,title,0.394084
Artwork_left.csv,title,Artwork_right.csv,title,0.965831
Artwork_left.csv,title,target_076192.csv,title,0.736036
Artwork_left.csv,title,target_054751.csv,title,0.695580
Artwork_left.csv,title,ChristianBishop_right.csv,title,0.686438
Artwork_left.csv,title,Noble_right.csv,title,0.685010
Artwork_left.csv,title,target_086923.csv,title,0.683448
Artwork_left.csv,title,Noble_left.csv,title,0.665194
Artwork_left.csv,title,target_012407.csv,title,0.648669
Artwork_left.csv,title,target_049113.csv,title,0.643913
Artwork_left.csv,title,target_061356.csv,title,0.635284
Artwork_left.csv,title,target_060345.csv,title,0.634512
Artwork_left.csv,title,target_089303.csv,title,0.627073
Artwork_left.csv,title,target_009696.csv,title,0.624337
Artwork_left.csv,title,target_019635.csv,title,0.623154
Artwork_left.csv,title,target_070938.csv,title,0.622430
Artwork_left.csv,title,target_027245.csv,title,0.616252
Artwork_left.csv,title,target_083205.csv,title,0.615550
Artwork_left.csv,title,target_096139.csv,title,0.613158
Artwork_left.csv,title,target_032295.csv,title,0.610232
Artwork_left.csv,title,target_068490.csv,title,0.610232
Artwork_left.csv,title,target_017302.csv,title,0.610038
Artwork_left.csv,title,target_015140.csv,title,0.607836
Artwork_left.csv,title,target_015582.csv,title,0.604226
Artwork_left.csv,title,target_089147.csv,title,0.602025
Artwork_left.csv,title,target_024745.csv,title,0.599079
