query_table,query_column,candidate_table,candidate_column,similarity_score
Name_AdventureWorks2014_CountryRegion.csv,title,Name_world_country.csv,title,0.986413
Name_AdventureWorks2014_CountryRegion.csv,title,target_065849.csv,title,0.970889
Name_AdventureWorks2014_CountryRegion.csv,title,target_043592.csv,title,0.970889
Name_AdventureWorks2014_CountryRegion.csv,title,target_007507.csv,title,0.966938
Name_AdventureWorks2014_CountryRegion.csv,title,English_short_name_lower_case_wikipedia-iso-country-codes.csv,title,0.964501
Name_AdventureWorks2014_CountryRegion.csv,title,target_046326.csv,title,0.963246
Name_AdventureWorks2014_CountryRegion.csv,title,target_028439.csv,title,0.961429
Name_AdventureWorks2014_CountryRegion.csv,title,target_005422.csv,title,0.959981
Name_AdventureWorks2014_CountryRegion.csv,title,target_065929.csv,title,0.958508
Name_AdventureWorks2014_CountryRegion.csv,title,target_020486.csv,title,0.951193
Name_AdventureWorks2014_CountryRegion.csv,title,name_countries_and_continents.csv,title,0.935065
Name_AdventureWorks2014_CountryRegion.csv,title,target_060950.csv,title,0.930247
Name_AdventureWorks2014_CountryRegion.csv,title,target_004488.csv,title,0.924596
Name_AdventureWorks2014_CountryRegion.csv,title,target_088285.csv,title,0.919442
Name_AdventureWorks2014_CountryRegion.csv,title,target_087438.csv,title,0.915278
Name_AdventureWorks2014_CountryRegion.csv,title,target_096575.csv,title,0.913022
Name_AdventureWorks2014_CountryRegion.csv,title,official_name_en_countries_and_continents.csv,title,0.909770
Name_AdventureWorks2014_CountryRegion.csv,title,target_034715.csv,title,0.905363
Name_AdventureWorks2014_CountryRegion.csv,title,CountryDependency_population_by_country_2020.csv,title,0.904663
Name_AdventureWorks2014_CountryRegion.csv,title,target_001704.csv,title,0.903833
Name_AdventureWorks2014_CountryRegion.csv,title,target_019019.csv,title,0.903613
Name_AdventureWorks2014_CountryRegion.csv,title,target_027314.csv,title,0.902782
Name_AdventureWorks2014_CountryRegion.csv,title,target_050330.csv,title,0.902782
Name_AdventureWorks2014_CountryRegion.csv,title,target_054212.csv,title,0.886832
Name_AdventureWorks2014_CountryRegion.csv,title,target_000216.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_003433.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_011197.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_012632.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_014135.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_017550.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_025142.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_030357.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_033363.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_034934.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_052196.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_054025.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_056305.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_060624.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_068826.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_072924.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_074899.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_080760.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_081756.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_092508.csv,title,0.886558
Name_AdventureWorks2014_CountryRegion.csv,title,target_096810.csv,title,0.886558
