query_table,query_column,candidate_table,candidate_column,similarity_score
Name_AdventureWorks2014_CountryRegion.csv,title,target_065929.csv,title,0.889347
Name_AdventureWorks2014_CountryRegion.csv,title,target_096724.csv,title,0.886251
Name_AdventureWorks2014_CountryRegion.csv,title,target_021704.csv,title,0.881585
Name_AdventureWorks2014_CountryRegion.csv,title,target_037227.csv,title,0.871450
Name_AdventureWorks2014_CountryRegion.csv,title,target_043592.csv,title,0.870858
Name_AdventureWorks2014_CountryRegion.csv,title,target_060950.csv,title,0.865690
Name_AdventureWorks2014_CountryRegion.csv,title,target_073713.csv,title,0.863561
Name_AdventureWorks2014_CountryRegion.csv,title,target_096575.csv,title,0.863353
Name_AdventureWorks2014_CountryRegion.csv,title,target_078549.csv,title,0.861315
Name_AdventureWorks2014_CountryRegion.csv,title,target_023120.csv,title,0.858509
Name_AdventureWorks2014_CountryRegion.csv,title,target_007507.csv,title,0.855562
Name_AdventureWorks2014_CountryRegion.csv,title,target_010155.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_003880.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_024546.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_013038.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_005742.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_014998.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_015859.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_009040.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_066800.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_067244.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_029020.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_033989.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_035667.csv,title,0.853943
Name_AdventureWorks2014_CountryRegion.csv,title,target_088434.csv,title,0.853943
