candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
Magazine_right,title,0.7380563616752625,"Mad (magazine), National Lampoon (magazine), Punch (magazine), Playboy, Rolling Stone","The Raven: Anarchist Quarterly, Next Magazine (Chinese magazine), Men's Health, Seventeen (American magazine), Liberty (libertarian magazine)","the trades↔the trades(1.00) | hero (magazine)↔hero (magazine)(1.00) | computing (urdu magazine)↔computing (urdu magazine)(1.00) | owl (magazine)↔owl (magazine)(1.00) | relevant (magazine)↔relevant (magazine)(1.00) | dhanam (business magazine)↔dhanam (business magazine)(1.00) | sportsnet magazine↔sportsnet magazine(1.00) | australian women's weekly↔the australian women's weekly(0.99) | o, the oprah magazine↔o: the oprah magazine(0.99) | official playstation magazine (australia)↔playstation official magazine - australia(0.99)",200
Magazine_left,title,0.6833823323249817,"Mad (magazine), National Lampoon (magazine), Punch (magazine), Playboy, Rolling Stone","Mad (magazine), National Lampoon (magazine), Punch (magazine), Playboy, Rolling Stone",7ball↔7ball(1.00) | r2 (rock'n'reel)↔r2 (rock'n'reel)(1.00) | micro cornucopia↔micro cornucopia(1.00) | procycling↔procycling(1.00) | heeb↔heeb(1.00) | frontline (journal)↔frontline (journal)(1.00) | canadian immigrant (magazine)↔canadian immigrant (magazine)(1.00) | jackie (magazine)↔jackie (magazine)(1.00) | quick (german magazine)↔quick (german magazine)(1.00) | prison legal news↔prison legal news(1.00),200
GivenName_right,title,0.5863137245178223,"Mad (magazine), National Lampoon (magazine), Punch (magazine), Playboy, Rolling Stone","Luke (name), Julia, Fatima (name), Fanny (name), Lyfing",okyeame↔okonma(0.87) | faithworks↔faith (name)(0.82) | shokun↔harutyun(0.80) | bazinama↔bauyrzhan(0.79) | zarez↔zakiah(0.78) | moj mikro↔kaj(0.77) | nakayoshi↔junichi(0.77) | znamya↔zvonimir(0.74) | suomen luonto↔ludovica(0.73) | akhbar al-adab↔hamad(0.73),154
BasketballTeam_right,title,0.553719162940979,"Mad (magazine), National Lampoon (magazine), Punch (magazine), Playboy, Rolling Stone","New Orleans Pelicans, Charlotte Hornets, Polonia Warszawa (basketball), Asseco Gdynia, Melbourne United",hrvatska revija↔kk vojvodina srbijagas(0.80) | akhbar al-adab↔al riyadi amman(0.80) | suomen kuvalehti↔muba hangtuah sumatera selatan(0.77) | zambak↔zamalek (basketball)(0.76) | krytyka polityczna↔kk slavonski brod(0.75) | kontakto↔kk olimpija(0.74) | revista de libros↔pallacanestro don bosco livorno(0.73) | lviv today↔polytekhnika-halychyna lviv(0.73) | moj mikro↔kk krka(0.72) | tempo (indonesian magazine)↔satria muda pertamina jakarta(0.72),166
ArtificialSatellite_right,title,0.5425559282302856,"Mad (magazine), National Lampoon (magazine), Punch (magazine), Playboy, Rolling Stone","Soyuz 7K-T No.39, Pad Abort Test 1, AS-101 (spacecraft), AS-102 (spacecraft), Spirit rover",respekt↔resurs-dk no.1(0.73) | geo (magazine)↔geotail(0.70) | vea↔venera 3mv-1 no.2(0.68) | monthly dragon age↔dragon c3(0.67) | hjemmet↔hylas(0.67) | shokun↔fengyun 2d(0.67) | kontakto↔kosmos 605(0.66) | dtest↔tdrs-11(0.66) | suomen kuvalehti↔uosat-1(0.64) | znamya↔ziyuan iii-01(0.63),72
Museum_right,title,0.5359243750572205,"Mad (magazine), National Lampoon (magazine), Punch (magazine), Playboy, Rolling Stone","Louvre, MusÃ©e du Louvre, Doge's Palace, Science Museum (London), National Motor Museum, Beaulieu",krytyka polityczna↔zamek krã³lewski na wawelu â paåstwowe zbiory sztuki(0.80) | canada's history↔canadian museum of history(0.80) | elle decor↔maison gabrielle-roy(0.78) | cosmopolitan serbia↔archive of serbia(0.76) | australasian science↔scienceworks (melbourne)(0.75) | anandamela↔anand bhavan(0.75) | zeit wissen↔ziegelei lage(0.74) | museums journal↔museo delle culture(0.74) | sanathana sarathi (magazine)↔srimanta sankardev kalakshetra(0.73) | mshak↔mumok(0.73),200
Monarch_right,title,0.5330697894096375,"Mad (magazine), National Lampoon (magazine), Punch (magazine), Playboy, Rolling Stone","Emperor Kinmei, Emperor Tenmu, Emperor Monmu, Anastasius I Dicorus, Theodoric the Great",akhbar al-adab↔qutb al-din aibak(0.87) | aliqtisadi↔chaiyasiri(0.78) | znamya↔zhanibek khan(0.75) | suomen kuvalehti↔kan bahlam i(0.75) | hrvatska revija↔stefan radoslav(0.74) | politikin zabavnik↔yasovarman(0.73) | moj mikro↔mirwais hotak(0.73) | anandamela↔keshri singh(0.73) | al-ahram weekly↔abul-aish ahmad(0.73) | islamica magazine↔an-nasir muhammad(0.72),200
ShoppingMall_left,title,0.5253080725669861,"Mad (magazine), National Lampoon (magazine), Punch (magazine), Playboy, Rolling Stone","The Galleria (Houston), Shops at Prudential Center, The Fashion Centre at Pentagon City, Westfield Sydney Central Plaza, Mantri Square",nexos↔nex(0.89) | metropolis (architecture magazine)↔metropolis at metrotown(0.77) | krytyka polityczna↔galeria kazimierz(0.72) | el malpensante↔la encantada(0.72) | acadiana profile↔acadiana mall(0.69) | quattroruote↔isquare(0.69) | the brooklyn rail↔avenue carriage crossing(0.66) | st. louis magazine↔st. louis outlet mall(0.66) | sacramento (magazine)↔downtown plaza (sacramento)(0.65) | moottori↔centrio(0.64),200
Galaxy_right,title,0.525050938129425,"Mad (magazine), National Lampoon (magazine), Punch (magazine), Playboy, Rolling Stone","Sagittarius Dwarf Spheroidal Galaxy, RX J1242-11, Canis Major Overdensity, Carina Dwarf Spheroidal Galaxy, NGC 34",the galaxy (magazine)↔ngc 5562(0.64) | glasul↔gr 8(0.62) | stellar (magazine)↔ngc 34(0.59) | dtest↔ddo 169(0.59) | radcom↔rx j1242-11(0.56) | 391 (magazine)↔3c 433(0.56) | 125 magazine↔ddo 190(0.55) | semana↔segue 2(0.54) | cern courier↔ngc 1265(0.53) | white dwarf (magazine)↔sagittarius dwarf spheroidal galaxy(0.53),17
Artwork_right,title,0.5232979655265808,"Mad (magazine), National Lampoon (magazine), Punch (magazine), Playboy, Rolling Stone","Portlandia, La Danse (Bouguereau), La Danse, The Return of Spring, The Night Watch (painting)","the paris review↔la parisienne(0.77) | revista de libros↔la maja vestida(0.72) | la semaine de suzette↔la danse(0.71) | sculpture (magazine)↔maman (sculpture)(0.71) | forza milan↔la fornarina(0.69) | chess life↔the chess players (eakins painting)(0.68) | practical fishkeeping↔fishing (carracci)(0.68) | il becco giallo↔san giorgio maggiore at dusk(0.67) | lusso (magazine)↔blessed ludovica albertoni(0.67) | beneath ceaseless skies↔south wind, clear sky(0.66)",200
