candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
Amphibian_left,title,0.7969808578491211,"Cane toad, Toad, African clawed frog, Xenopus, Palmate newt","Cane toad, Toad, African clawed frog, Xenopus, Palmate newt",northern dwarf siren↔northern dwarf siren(1.00) | blue-legged mantella↔blue-legged mantella(1.00) | mexican treefrogs↔mexican treefrogs(1.00) | wake's hidden salamander↔wake's hidden salamander(1.00) | charadrahyla nephila↔charadrahyla nephila(1.00) | sign-bearing froglet↔sign-bearing froglet(1.00) | cranopsis coniferus↔cranopsis coniferus(1.00) | pelobates cultripes↔pelobates cultripes(1.00) | european fire-bellied toad↔european fire-bellied toad(1.00) | comal blind salamander↔comal blind salamander(1.00),200
Amphibian_right,title,0.7127920985221863,"Cane toad, Toad, African clawed frog, Xenopus, Palmate newt","Palmate Newt, Smooth Newt, Tiger Salamander, Barton Springs Salamander, Ornate chorus frog",blue-legged mantella↔blue-legged mantella(1.00) | northern dwarf siren↔northern dwarf siren(1.00) | sign-bearing froglet↔sign-bearing froglet(1.00) | mountain chorus frog↔mountain chorus frog(1.00) | kings river slender salamander↔kings river slender salamander(1.00) | robust frog↔robust frog(1.00) | karpathos frog↔karpathos frog(1.00) | big levels salamander↔big levels salamander(1.00) | salmon-striped frog↔salmon-striped frog(1.00) | european fire-bellied toad↔european fire-bellied toad(1.00),200
Reptile_left,title,0.6244133114814758,"Cane toad, Toad, African clawed frog, Xenopus, Palmate newt","Python reticulatus, Agama (genus), Fox snake, California kingsnake, Pantherophis",gracixalus carinensis↔graciliscincus shonae(0.89) | sphaenorhynchus↔sphaerodactylus(0.88) | leptodactylus labrosus↔leptotyphlops affinis(0.86) | craugastor azueroensis↔crocodylus novaeguinae(0.84) | callulops boettgeri↔calliophis bivirgatus(0.83) | melosaurus↔simoedosaurus(0.82) | albericus variegatus↔varanus albigularis(0.82) | texas salamander↔texas horned lizard(0.82) | litoria platycephala↔lampropeltis pyromelana(0.81) | panchetosaurus↔panamint alligator lizard(0.81),200
Reptile_right,title,0.6194167137145996,"Cane toad, Toad, African clawed frog, Xenopus, Palmate newt","Reticulated python, Agama (lizard), Fox Snake, California Kingsnake, Pantherophis obsoletus",sphaenorhynchus planicola↔sphaerodactylus elegantulus(0.90) | gracixalus carinensis↔graciliscincus(0.89) | sphaenorhynchus palustris↔sphaerodactylus klauberi(0.89) | chiromantis kelleri↔chilabothrus chrysogaster(0.88) | leptobrachium xanthospilum↔leptodeira annulata(0.87) | plectrohyla robertsorum↔platyceps rhodorachis(0.85) | aglyptodactylus madagascariensis↔acrantophis madagascariensis(0.85) | xenophrys wuliangshanensis↔xenochrophis vittatus(0.84) | craugastor azueroensis↔crocodylus novaeguineae(0.84) | rhacophorus rhodopus↔rhamphiophis oxyrhynchus(0.83),200
GivenName_right,title,0.5839245319366455,"Cane toad, Toad, African clawed frog, Xenopus, Palmate newt","Luke (name), Julia, Fatima (name), Fanny (name), Lyfing",estesina↔alessia(0.79) | bokermannohyla ravida↔bojan(0.76) | litoria rostandi↔ludovica(0.76) | zatrachys↔zvonimir(0.76) | rana iriodes↔ranald(0.75) | bombay caecilian↔chetan (name)(0.74) | litoria ollauro↔ljubica(0.73) | bufo kabischi↔bauyrzhan(0.72) | nesovtriton↔navneet(0.71) | kassina maculosa↔kaede(0.71),154
Drug_right,title,0.5494322776794434,"Cane toad, Toad, African clawed frog, Xenopus, Palmate newt","Bacillus Calmette-GuÃ©rin, N,N-Dimethyltryptamine, Hyoscine hydrobromide, Valproate, Interferon beta 1a",metaxygnathus↔metandienone(0.78) | axolotl↔afegostat(0.71) | alexteroon jynx↔ana773(0.70) | estesina↔apinaca(0.69) | philautus zal↔abaloparatide(0.69) | andinobates↔andexanet alfa(0.69) | oxydactyla↔phenyramidol(0.69) | acheloma↔clazakizumab(0.67) | obruchevichthys↔obinutuzumab(0.67) | rana iriodes↔ledipasvir(0.67),157
Monarch_right,title,0.5364708304405212,"Cane toad, Toad, African clawed frog, Xenopus, Palmate newt","Emperor Kinmei, Emperor Tenmu, Emperor Monmu, Anastasius I Dicorus, Theodoric the Great",churamiti↔chaiyasiri(0.78) | colostethus alacris↔cleitus (dardania)(0.77) | sauravus↔kavus i(0.77) | batrachophrynus↔batbayan(0.76) | kassina maculosa↔mohammadu maccido(0.76) | aphantophryne sabini↔amr saffari(0.76) | physalaemus caete↔phriapatius(0.75) | kassina lamottei↔kapeliele faupala(0.75) | myobatrachus gouldii↔mytilus (dardania)(0.74) | rana lechera comun↔keshri singh(0.74),200
BasketballTeam_right,title,0.53359454870224,"Cane toad, Toad, African clawed frog, Xenopus, Palmate newt","New Orleans Pelicans, Charlotte Hornets, Polonia Warszawa (basketball), Asseco Gdynia, Melbourne United",barygenys atra↔bc barsy atyrau(0.77) | litoria ollauro↔pallacanestro don bosco livorno(0.74) | huia aureola↔halcones de xalapa(0.73) | philautus bunitus↔ao pagrati bc(0.73) | bokermannohyla izecksohni↔kk olimpija(0.71) | rana lechera comun↔muba hangtuah sumatera selatan(0.71) | centrolene fernandoi↔cb ciudad de algeciras(0.69) | philautus zal↔piimameister otto/rapla(0.69) | banna caecilian↔porta xi ensino cbf(0.68) | caecilia abitaguae↔asseco gdynia(0.68),166
Galaxy_right,title,0.5084983110427856,"Cane toad, Toad, African clawed frog, Xenopus, Palmate newt","Sagittarius Dwarf Spheroidal Galaxy, RX J1242-11, Canis Major Overdensity, Carina Dwarf Spheroidal Galaxy, NGC 34",galverpeton↔gr 8(0.61) | scinax jolyi↔rx j1242-11(0.58) | chthonerpeton exile↔ngc 34(0.57) | scinax canastrensis↔canis major overdensity(0.57) | chthonerpeton↔ngc 5562(0.56) | diceratosaurus↔ddo 190(0.55) | sillerpeton↔segue 2(0.54) | bokermannohyla ravida↔ddo 169(0.53) | craugastor daryi↔ngc 6872(0.52) | craugastor charadra↔ngc 1265(0.51),17
ArtificialSatellite_right,title,0.5021489262580872,"Cane toad, Toad, African clawed frog, Xenopus, Palmate newt","Soyuz 7K-T No.39, Pad Abort Test 1, AS-101 (spacecraft), AS-102 (spacecraft), Spirit rover",hyla imitator↔hylas(0.81) | geotrypetes↔geotail(0.70) | scinax acuminatus↔abrixas(0.67) | zatrachys↔azerspace(0.64) | sangaia↔seasat(0.64) | osornophryne puruanta↔uosat-1(0.64) | ptyonius↔cygnus orb-d1(0.63) | acheloma↔aida (mission)(0.63) | huia aureola↔venera 3mv-1 no.2(0.62) | huanren frog↔fengyun 2d(0.62),72
