candidate_table,candidate_column,similarity_score
Drug_right,title,0.5975973308086395
Enzyme_left,title,0.5462847352027893
ArtificialSatellite_left,title,0.5109054744243622
Enzyme_right,title,0.5071992427110672
Reptile_left,title,0.5033882558345795
GivenName_left,title,0.5031976103782654
Award_left,id,0.5030810683965683
ClericalAdministrativeRegion_left,id,0.5023109614849091
SoccerTournament_left,id,0.5022177696228027
Country_left,id,0.5019122362136841
Amphibian_left,title,0.50172159075737
GivenName_left,id,0.501239612698555
Artwork_left,id,0.5011525899171829
SportsLeague_left,id,0.5011525899171829
Wrestler_left,id,0.5011092871427536
Magazine_left,id,0.5001395791769028
NationalFootballLeagueSeason_left,id,0.500063419342041
Venue_left,id,0.4999748468399048
Legislature_left,id,0.4999546706676483
SoccerLeague_left,id,0.4999546706676483
Country_left,title,0.4999338835477829
Song_left,id,0.4998238831758499
ChristianBishop_left,id,0.49972912669181824
MotorsportSeason_left,id,0.4996735006570816
FootballMatch_left,id,0.499608114361763
TelevisionStation_left,id,0.49959269165992737
SportFacility_right,id,0.49955032765865326
Enzyme_left,id,0.49934396147727966
ArtificialSatellite_left,id,0.499334454536438
RailwayLine_left,id,0.49931754171848297
MotorsportSeason_right,id,0.4992886036634445
HistoricBuilding_right,id,0.4991407245397568
Case_left,id,0.4991288036108017
Noble_left,id,0.4990648627281189
Hospital_left,id,0.49901942908763885
NCAATeamSeason_left,id,0.49900707602500916
NaturalEvent_left,id,0.49900273978710175
UnitOfWork_left,id,0.4988706707954407
Museum_left,id,0.49877746403217316
GovernmentAgency_left,id,0.49877746403217316
EthnicGroup_right,id,0.49873894453048706
Monarch_left,id,0.49873027205467224
Device_right,id,0.4985998570919037
Stadium_right,id,0.498542845249176
Amphibian_left,id,0.49852941930294037
Award_right,id,0.4985062927007675
Venue_right,id,0.4985062927007675
HistoricBuilding_left,id,0.49842703342437744
Stadium_left,id,0.4983632266521454
MemberOfParliament_left,id,0.49833594262599945
