query_table,query_column,candidate_table,candidate_column,similarity_score
AJ-beatles-songs_source_Title.csv,Title,AJ-beatles-songs_target_Title.csv,Title,0.709433
AJ-beatles-songs_source_Title.csv,Title,AJ-christmas-songs-2_source_Artist.csv,Artist,0.514004
AJ-beatles-songs_source_Title.csv,Title,AJ-christmas-songs-1_source_Artist.csv,Artist,0.494056
AJ-beatles-songs_source_Title.csv,Title,AJ-fruits-1_target_FRUIT_CARB_CHART.csv,FRUIT CARB CHART,0.471291
AJ-beatles-songs_source_Title.csv,Title,AJ-beatles-songs_target_Songwriter_s_.csv,Songwriter(s),0.470775
AJ-beatles-songs_source_Title.csv,Title,AJ-christmas-songs-1_source_Song.csv,Song,0.445599
AJ-beatles-songs_source_Title.csv,Title,AJ-christmas-songs-2_target_column_2.csv,column 2,0.441973
AJ-beatles-songs_source_Title.csv,Title,AJ-christmas-songs-1_target_column_2.csv,column 2,0.441973
AJ-beatles-songs_source_Title.csv,Title,AJ-beatles-songs_target_Album_debut.csv,Album debut,0.408244
AJ-beatles-songs_source_Title.csv,Title,AJ-christmas-songs-2_source_Title.csv,Title,0.402927
AJ-beatles-songs_source_Title.csv,Title,AJ-fruits-2_target_Per_single_fruit_or_the_portion_stated.csv,Per single fruit or the portion stated,0.400077
AJ-beatles-songs_source_Title.csv,Title,AJ-christmas-songs-2_source_Additional_Information.csv,Additional Information,0.371785
AJ-beatles-songs_source_Title.csv,Title,AJ-us-cities_target_Counties.csv,Counties,0.370745
AJ-beatles-songs_source_Title.csv,Title,AJ-beatles-songs_target_Lead_vocal_s_.csv,Lead vocal(s),0.350096
AJ-beatles-songs_source_Title.csv,Title,AJ-texas-govs-1_source_Governor.csv,Governor,0.335880
AJ-beatles-songs_source_Title.csv,Title,AJ-k12-name-to-email_source_Name.csv,Name,0.329402
AJ-beatles-songs_source_Title.csv,Title,AJ-us-presidents-1_source_Previous_office.csv,Previous office,0.325173
AJ-beatles-songs_source_Title.csv,Title,AJ-uk-prime-ministers_source_name.csv,name,0.324963
AJ-beatles-songs_source_Title.csv,Title,AJ-california-govs-1_source_Governor_s_Name.csv,Governor's Name,0.322971
AJ-beatles-songs_source_Title.csv,Title,AJ-texas-govs-2_source_Governor.csv,Governor,0.321069
AJ-beatles-songs_source_Title.csv,Title,AJ-us-presidents-4_source_Previous_office.csv,Previous office,0.313588
AJ-beatles-songs_source_Title.csv,Title,AJ-new-york-govs-2_source_Party.csv,Party,0.312806
AJ-beatles-songs_source_Title.csv,Title,AJ-new-york-govs-1_source_Name.csv,Name,0.302480
AJ-beatles-songs_source_Title.csv,Title,AJ-uk-prime-ministers_target_Column_0.csv,Column_0,0.301694
AJ-beatles-songs_source_Title.csv,Title,AJ-k12-name-to-email_source_SchoolName.csv,SchoolName,0.299581
AJ-beatles-songs_source_Title.csv,Title,AJ-fruits-1_target_COMMON_MEASURE.csv,COMMON MEASURE,0.293701
AJ-beatles-songs_source_Title.csv,Title,AJ-us-presidents-2_source_Previous_office.csv,Previous office,0.290219
AJ-beatles-songs_source_Title.csv,Title,AJ-fsu-name-to-username_source_first_name.csv,first name,0.288247
AJ-beatles-songs_source_Title.csv,Title,AJ-fruits-1_source_FRUITS__raw_.csv,FRUITS (raw),0.285360
AJ-beatles-songs_source_Title.csv,Title,AJ-fruits-2_source_FRUITS__raw_.csv,FRUITS (raw),0.285360
AJ-beatles-songs_source_Title.csv,Title,AJ-new-york-govs-4_target_Name__Tenure_.csv,Name (Tenure),0.282352
AJ-beatles-songs_source_Title.csv,Title,AJ-us-presidents-2_target_Vice-President.csv,Vice-President,0.281774
AJ-beatles-songs_source_Title.csv,Title,AJ-us-presidents-6_target_Vice-President.csv,Vice-President,0.281774
AJ-beatles-songs_source_Title.csv,Title,AJ-us-presidents-3_target_Vice-President.csv,Vice-President,0.281774
AJ-beatles-songs_source_Title.csv,Title,AJ-park-to-state-1_source_Recreation_Visitors__2014_.csv,Recreation Visitors (2014),0.281360
AJ-beatles-songs_source_Title.csv,Title,AJ-new-york-govs-5_target_Home_Town__According_to_the_official_N_Y__State_Governor_s_website_.csv,Home Town (According to the official N.Y. State Governor's website),0.279173
AJ-beatles-songs_source_Title.csv,Title,AJ-vegetables_source_Vegetable.csv,Vegetable,0.278256
AJ-beatles-songs_source_Title.csv,Title,AJ-new-york-govs-3_source_Governor_s_Name.csv,Governor's Name,0.277442
AJ-beatles-songs_source_Title.csv,Title,AJ-new-york-govs-3_target_Name__Tenure_.csv,Name (Tenure),0.274846
AJ-beatles-songs_source_Title.csv,Title,AJ-new-york-govs-1_target_Name__Tenure_.csv,Name (Tenure),0.274846
AJ-beatles-songs_source_Title.csv,Title,AJ-new-york-govs-4_source_Party.csv,Party,0.273741
AJ-beatles-songs_source_Title.csv,Title,AJ-new-york-govs-5_target_Party.csv,Party,0.273741
AJ-beatles-songs_source_Title.csv,Title,AJ-new-york-govs-1_source_Political_Party.csv,Political Party,0.272389
AJ-beatles-songs_source_Title.csv,Title,AJ-duke-cs-profs_source_column_2.csv,column 2,0.272159
AJ-beatles-songs_source_Title.csv,Title,AJ-us-presidents-6_source_Birthplace.csv,Birthplace,0.264506
AJ-beatles-songs_source_Title.csv,Title,AJ-us-presidents-1_target_Birthplace.csv,Birthplace,0.264506
AJ-beatles-songs_source_Title.csv,Title,AJ-us-presidents-5_source_Birthplace.csv,Birthplace,0.264506
AJ-beatles-songs_source_Title.csv,Title,AJ-california-govs-1_target_Name.csv,Name,0.264000
AJ-beatles-songs_source_Title.csv,Title,AJ-california-govs-2_target_Name.csv,Name,0.264000
AJ-california-govs-1_source_Governor_s_Name.csv,Governor's Name,AJ-new-york-govs-3_source_Governor_s_Name.csv,Governor's Name,0.677025
AJ-california-govs-1_source_Governor_s_Name.csv,Governor's Name,AJ-texas-govs-1_target_Governor_s_Name.csv,Governor's Name,0.661444
