candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
MemberOfParliament_right,title,0.7424046993255615,"Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)","George Stevenson (MP), Edward Jerningham Wakefield, Greville Janner, Joshua Benjamin Jeyaretnam, Roger Williams (UK politician)",tony clarke (british politician)↔tony clarke (uk politician)(0.99) | frank hatton (uk politician)↔frank hatton (british politician)(0.99) | tom bradley (british politician)↔tom bradley (uk politician)(0.99) | john hall (british labour politician)↔john hall (labour politician)(0.99) | john randall (british politician)↔john randall (uk politician)(0.99) | john lewis (uk politician)↔john lewis (british politician)(0.99) | edward metcalfe smith↔edward metcalf smith(0.98) | muntaka mohammed mubarak↔mubarak mohammed muntaka(0.98) | bimal rathnayaka↔bimal rathnayake(0.98) | abdul jolil (bangladesh politician)↔abdul jalil (bangladesh politician)(0.98),200
MemberOfParliament_left,title,0.7335843443870544,"Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)","Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)","rosie cooper↔rosie cooper(1.00) | bert soper↔bert soper(1.00) | john dooley↔john dooley(1.00) | crispin blunt↔crispin blunt(1.00) | lou lieberman↔lou lieberman(1.00) | sol rosevear↔sol rosevear(1.00) | william howie, baron howie of troon↔william howie, baron howie of troon(1.00) | ted menzies↔ted menzies(1.00) | a. h. m. fowzie↔a. h. m. fowzie(1.00) | jacinta collins↔jacinta collins(1.00)",200
GivenName_right,title,0.6521273255348206,"Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)","Luke (name), Julia, Fatima (name), Fanny (name), Lyfing",tess kingham↔tess (given name)(0.84) | margaret may↔margaret(0.84) | sophie mirabella↔sophie (given name)(0.82) | stan keon↔keon(0.81) | joseph hannan↔joseph(0.81) | madeleine moon↔madeleine (name)(0.81) | saifur rahman↔abd al-rahman(0.79) | daniel hollands↔daniel(0.78) | heather wheeler↔heather (given name)(0.78) | philippe gagnon↔guillaume(0.78),154
ChristianBishop_left,title,0.6226106882095337,"Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)","Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII","charles cornwallis, 2nd baron cornwallis↔frederick cornwallis(0.87) | theo nicholls↔jack nicholls(0.87) | arthur faulkner↔leonard faulkner(0.86) | rajen prasad↔b. g. prasada rao(0.85) | john lloyd wharton↔martin wharton(0.84) | reg pollard↔benjamin pollard(0.83) | lionel courtenay↔peter courtenay(0.83) | john lambert gibson↔edmund gibson(0.82) | james boyden↔boyd vincent(0.82) | matt robson↔stephen robson(0.82)",200
ChristianBishop_right,title,0.6161435842514038,"Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)","Ealdred (archbishop of York), Saint Matthew, Bartholomew I of Constantinople, Pandulf Verraccio, William Courtenay",lionel courtenay↔william courtenay(0.88) | anthony trevelyan rogers↔anthony tremlett(0.85) | margaret ewing↔margaret vertue(0.83) | cyril kennedy↔cyril cowderoy(0.82) | charles bradlaugh↔charles baggs(0.82) | roger kenneth evans↔david ivor evans(0.82) | thomas christopher boyd↔thomas anthony daly(0.81) | ian pearson↔alfred pearson(0.81) | james bradfield↔james bilsborrow(0.81) | william mcwilliams↔william meldrum(0.80),200
Wrestler_right,title,0.6054447889328003,"Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)","Amy Dumas, Chavo Guerrero Sr., Chavo Guerrero Jr., Val Venis, Rhino (wrestler)",pat kennelly↔pat kenney(0.91) | vladimir ryzhkov↔boris zhukov(0.86) | ong chit chung↔cha kwang-su(0.85) | chungsen leung↔lee wang-pyo(0.85) | nick dondas↔nick aldis(0.84) | brian jean↔brian gerard james(0.83) | abdul baiz kamardeen↔mustafa saed(0.82) | john gayler↔john hugger(0.82) | raymond elmer anderson↔c.w. anderson(0.82) | blake huffman↔lane huffman(0.81),200
Monarch_right,title,0.5948583483695984,"Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)","Emperor Kinmei, Emperor Tenmu, Emperor Monmu, Anastasius I Dicorus, Theodoric the Great",nadhim zahawi↔najmuddin ali khan(0.84) | ashraf choudhary↔ashraf hotak(0.82) | rajen prasad↔jaswant singh of bharatpur(0.82) | mohammed khalid↔haytham b. khalid(0.82) | diab al-mashi↔imad al-dawla(0.82) | virendra sharma↔keshri singh(0.82) | abdul baiz kamardeen↔abul-aish ahmad(0.82) | shapurji saklatvala↔shuja shah durrani(0.82) | akila viraj kariyawasam↔avittom thirunal balarama varma(0.81) | haidar abbas rizvi↔ismail samani(0.81),200
GivenName_left,title,0.582448422908783,"Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)","Adrian, Alexander, Anastasius, Alexius, Alexandra",willem doman↔willem(0.88) | tess kingham↔tess(0.87) | fiona o'donnell↔fiona(0.87) | bruce scott↔bruce(0.86) | isabelle morin↔isabelle(0.86) | john donovan↔donovan (name)(0.86) | saifur rahman↔rahman (name)(0.86) | desmond code↔desmond (name)(0.84) | wendy duncan↔wendy(0.84) | cyril kennedy↔cyril(0.84),200
Wrestler_left,title,0.5797786116600037,"Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)","Sean Waltman, Pedro Morales, Bruiser Brody, Shirley Crabtree, Lita (wrestler)","andrew saxton↔byron saxton(0.87) | jay aspin↔david aspin(0.87) | malcolm scott↔malcolm kirk(0.85) | albert blakey↔al blake(0.85) | percy stewart↔percy watson(0.83) | denton massey↔len denton(0.83) | william george bock↔william boulware, jr.(0.83) | saifur rahman↔rahman bilici(0.83) | james styles↔joey styles(0.82) | jian yang↔feng aigang(0.82)",200
Noble_right,title,0.5764769911766052,"Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)","Humbert I, Count of Savoy, Humbert II, Count of Savoy, Humbert III, Count of Savoy, Thomas, Count of Savoy, William Marshal, 1st Earl of Pembroke (2nd Creation)",haidar abbas rizvi↔hafiz rahmat khan(0.82) | abdul baiz kamardeen↔abdurrahman adbi arnavut pasha(0.81) | graeme mcdougall↔john gallda macdougall(0.81) | ajith kumara↔janahb pakal(0.81) | anita neville↔jane neville(0.80) | margaret may↔margaret grey(0.80) | nadhim zahawi↔muhammad ali khan wallajah(0.80) | jean-georges garneau↔jacques d'armagnac(0.79) | ashraf choudhary↔anwaruddin khan(0.79) | thomas marwick↔thomas stanhope(0.77),200
