candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
affirmative_asylum,ContinentCountryofNationality,0.5919991731643677,11881,0.5919991731643677
world_country,Continent,0.486625999212265,26051,0.486625999212265
countries_and_continents,Continent,0.4758935570716858,22672,0.4758935570716858
fifa_ranking,country_full,0.4052766263484955,111616,0.4052766263484955
countries_metadatacountries,Region,0.39340728521347046,23326,0.39340728521347046
hfi_cc_2018,countries,0.3897777497768402,111616,0.3897777497768402
hfi_cc_2018,region,0.38547202944755554,111616,0.38547202944755554
whr2015,Region,0.3833416700363159,17222,0.3833416700363159
population_by_country_2020,CountryDependency,0.38054126501083374,25615,0.38054126501083374
countries_of_the_world,Region,0.3761105239391327,24743,0.3761105239391327
AdventureWorks2014_CountryRegionCurrency,CountryRegionCode,0.37130218744277954,11772,0.37130218744277954
world_country,Region,0.36914393305778503,26051,0.36914393305778503
AdventureWorks2014_CountryRegion,CountryRegionCode,0.3680359423160553,25833,0.3680359423160553
world-cities,subcountry,0.3637884259223938,111616,0.3637884259223938
AdventureWorks2014_stateprovince,CountryRegionCode,0.36120274662971497,19729,0.36120274662971497
gender_development,Country,0.35584205389022827,21255,0.35584205389022827
AdventureWorks2014_salesTerritory,CountryRegionCode,0.3534085750579834,1090,0.3534085750579834
whr2015,Country,0.3509364426136017,17222,0.3509364426136017
countries_of_the_world,Country,0.34974199533462524,24743,0.34974199533462524
World_countries_env_vars,Country,0.3490707576274872,26487,0.3490707576274872
language,macroarea,0.3489452302455902,111616,0.3489452302455902
edu,country,0.34556034207344055,111616,0.34556034207344055
directory,Country,0.34381183981895447,111616,0.34381183981895447
AdventureWorks2014_salesTerritory,Group,0.3433186709880829,1090,0.3433186709880829
language,countrycodes,0.34225672483444214,111616,0.34225672483444214
fifa_ranking,confederation,0.34040915966033936,111616,0.34040915966033936
countries_metadatacountries,CountryName,0.34028366208076477,26923,0.34028366208076477
MoviesOnStreamingPlatforms_updated,Country,0.33909478783607483,111616,0.33909478783607483
netflix_titles,country,0.33909478783607483,111616,0.33909478783607483
world-cities,country,0.3390318751335144,111616,0.3390318751335144
countries_and_continents,ISO4217-currency_country_name,0.3357115089893341,25615,0.3357115089893341
acquisitions,Country,0.3346802890300751,94830,0.3346802890300751
movies,country,0.33333542943000793,111616,0.33333542943000793
USA_cars_datasets,country,0.33333542943000793,111616,0.33333542943000793
movie_metadata,country,0.33333542943000793,111616,0.33333542943000793
UKDebate,country,0.32994163036346436,111616,0.32994163036346436
countries_and_continents,official_name_en,0.3288211524486542,26269,0.3288211524486542
countries_data,CountryName,0.32405033707618713,111616,0.32405033707618713
cwurData,country,0.3236209750175476,111616,0.3236209750175476
Word_University_Rank_2020,Country,0.31849488615989685,111616,0.31849488615989685
us_companies_copy,country,0.3183697462081909,2071,0.3183697462081909
us_companies,country,0.31836971640586853,57661,0.31836971640586853
fifa_ranking,country_abrv,0.31718266010284424,111616,0.31718266010284424
countries_metadatacountries,CountryCode,0.31511324644088745,26923,0.31511324644088745
countries_target,CountryCode,0.31511324644088745,26923,0.31511324644088745
world_countryLanguage,CountryCode,0.31379011273384094,107256,0.31379011273384094
Word_University_Rank_2020,International_Outlook,0.3137783408164978,111616,0.3137783408164978
world_city,CountryCode,0.3117049038410187,111616,0.3117049038410187
countries_data,CountryCode,0.3099628984928131,111616,0.3099628984928131
who_suicide_statistics,country,0.3083725571632385,111616,0.3083725571632385
