candidate_table,candidate_column,similarity_score
GivenName_right,title,0.5999066233634949
ChristianBishop_right,title,0.5854551196098328
GivenName_left,title,0.582879900932312
MemberOfParliament_right,title,0.5705021619796753
ChristianBishop_left,title,0.5688967704772949
MemberOfParliament_left,title,0.5649608373641968
Magazine_right,title,0.5586738586425781
Monarch_right,title,0.5570479035377502
Noble_right,title,0.5559870004653931
Wrestler_right,title,0.555946946144104
Noble_left,title,0.5537176132202148
Wrestler_left,title,0.5534507036209106
Country_right,title,0.550194263458252
BasketballTeam_right,title,0.5500967502593994
SoccerLeague_left,title,0.5472702980041504
ArtificialSatellite_left,title,0.5461264848709106
SoccerLeague_right,title,0.5446333289146423
Monarch_left,title,0.5445083379745483
Artwork_left,title,0.5439140796661377
EthnicGroup_right,title,0.5435030460357666
TelevisionStation_right,title,0.5435019731521606
SportsLeague_right,title,0.5412003993988037
PoliticalParty_right,title,0.5404608249664307
RugbyLeague_left,title,0.5401578545570374
Museum_right,title,0.5396146774291992
Race_right,title,0.5389562249183655
SportsLeague_left,title,0.5388288497924805
Magazine_left,title,0.5376477837562561
TelevisionStation_left,title,0.5373470783233643
RailwayLine_left,title,0.5370412468910217
Country_left,title,0.5369335412979126
Galaxy_left,title,0.5366750359535217
EthnicGroup_left,title,0.5363978147506714
Reptile_left,title,0.5353721380233765
Artwork_right,title,0.5340464115142822
Legislature_left,title,0.5337419509887695
HistoricBuilding_left,title,0.5336797833442688
SportFacility_right,title,0.5322715044021606
Venue_right,title,0.532213032245636
RailwayLine_right,title,0.5322027802467346
ShoppingMall_right,title,0.5322023034095764
Drug_right,title,0.5315282940864563
Stadium_right,title,0.5309619903564453
Reptile_right,title,0.5305426120758057
Stadium_left,title,0.5297356247901917
ShoppingMall_left,title,0.5295563340187073
BasketballTeam_left,title,0.5293458700180054
PoliticalParty_left,title,0.5287821292877197
Hospital_left,title,0.5284231901168823
SportFacility_left,title,0.5280952453613281
