query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values
FootballLeagueSeason_left.csv,title,1,NationalFootballLeagueSeason_left,title,0.6745395362377167,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","Montreal Machine, New York/New Jersey Knights, San Antonio Riders, Sacramento Surge, Steagles"
FootballLeagueSeason_left.csv,title,1,target_096473,title,0.6058934330940247,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","2014 Green Bay Packers, 2013 Green Bay Packers, 2012 Green Bay Packers, 2011 Green Bay Packers, 2010 Green Bay Packers"
FootballLeagueSeason_left.csv,title,1,FootballLeagueSeason_right,title,0.5980010032653809,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","2003 Tippeligaen, 2004 Tippeligaen, 2005 Tippeligaen, 2002 Tippeligaen, 2001 Tippeligaen"
FootballLeagueSeason_left.csv,title,1,target_060339,title,0.5961849093437195,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","2014 Minnesota Vikings, 2013 Minnesota Vikings, 2012 Minnesota Vikings, 2011 Minnesota Vikings, 2010 Minnesota Vikings"
FootballLeagueSeason_left.csv,title,1,target_077290,title,0.5780634433031082,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","2014 San Francisco Giants, 2013 San Francisco Giants, 2012 San Francisco Giants, 2011 San Francisco Giants, 2010 San Francisco Giants"
FootballLeagueSeason_left.csv,title,1,target_034316,title,0.5780633985996246,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","2014 San Francisco Giants, 2013 San Francisco Giants, 2012 San Francisco Giants, 2011 San Francisco Giants, 2010 San Francisco Giants"
FootballLeagueSeason_left.csv,title,1,target_023638,title,0.5638822466135025,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","2014 Oakland Raiders, 2013 Oakland Raiders, 2012 Oakland Raiders, 2011 Oakland Raiders, 2010 Oakland Raiders"
FootballLeagueSeason_left.csv,title,1,target_072129,title,0.56273053586483,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","July 1966, September 1966, November 1966, January 1967, March 1967"
FootballLeagueSeason_left.csv,title,1,target_061843,title,0.553776741027832,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","March 1950, June 1950, September 1951, September 1952, Summer 1953"
FootballLeagueSeason_left.csv,title,1,target_000621,title,0.5508964955806732,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","September 1970, October 1970, November 1970, December 1970, September 1971"
FootballLeagueSeason_left.csv,title,1,target_040531,title,0.5503072738647461,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","Western Army All-Stars, Washington Redskins, Victor McLaglen's Lighthorses, Tennessee Titans, Tennessee Oilers"
FootballLeagueSeason_left.csv,title,1,target_048580,title,0.5503072738647461,"2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season","Chicago Bears, Detroit Lions, Minnesota Vikings, Los Angeles Rams, New York Giants"
