candidate_table,candidate_column,similarity_score
Race_right,title,0.5707685947418213
Race_left,title,0.5584275126457214
RugbyLeague_left,title,0.5008668303489685
SportsLeague_left,title,0.4913226366043091
Tournament_left,title,0.48983970284461975
SportsLeague_right,title,0.48664936423301697
Tournament_right,title,0.48533323407173157
SoccerLeague_right,title,0.4818338453769684
BasketballTeam_right,title,0.47962111234664917
SportFacility_right,title,0.4788302183151245
SoccerLeague_left,title,0.47802382707595825
SportFacility_left,title,0.4744082987308502
Song_left,title,0.4716341197490692
BasketballTeam_left,title,0.46790918707847595
RailwayLine_left,title,0.46790340542793274
Award_left,title,0.4671778082847595
RugbyLeague_right,title,0.4637700319290161
Stadium_right,title,0.4635710120201111
Magazine_left,title,0.4630553126335144
Wrestler_right,title,0.46294155716896057
RailwayLine_right,title,0.4621860086917877
Venue_right,title,0.4607219099998474
MemberOfParliament_left,title,0.45992928743362427
Stadium_left,title,0.4598918557167053
ShoppingMall_right,title,0.4589437246322632
Venue_left,title,0.4582047462463379
Magazine_right,title,0.4580049514770508
Reptile_left,title,0.4571359157562256
FootballMatch_left,title,0.4568534791469574
Artwork_left,title,0.4568181335926056
ChristianBishop_left,title,0.45581623911857605
TelevisionStation_right,title,0.45580044388771057
Wrestler_left,title,0.4549393653869629
TelevisionStation_left,title,0.45492708683013916
Award_right,title,0.4549187123775482
SoccerTournament_left,title,0.453723669052124
TennisTournament_left,title,0.4530709683895111
FootballLeagueSeason_left,title,0.45267289876937866
Reptile_right,title,0.45201587677001953
GovernmentAgency_left,title,0.45065370202064514
Device_left,title,0.4498596787452698
Device_right,title,0.4496593773365021
Artwork_right,title,0.449364572763443
GovernmentAgency_right,title,0.4490066170692444
Museum_left,title,0.4481807351112366
Song_right,title,0.44816696643829346
MotorsportSeason_left,title,0.44807296991348267
NationalFootballLeagueSeason_left,title,0.4467872381210327
MemberOfParliament_right,title,0.44609132409095764
Country_right,title,0.44561123847961426
