query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values
AJ-beatles-songs_source_Title,title,1,AJ-beatles-songs_target_Title,title,0.776250958442688,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","""12-Bar Original"", ""Across the Universe"", ""Act Naturally"", ""Ain't She Sweet"", ""All I've Got to Do"""
AJ-beatles-songs_source_Title,title,1,target_058318,title,0.6050432622432709,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Honey Don't, Put Your Cat Clothes On, Blue Suede Shoes, That's All Right, Boppin' the Blues"
AJ-beatles-songs_source_Title,title,1,target_063831,title,0.6048872172832489,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I Walked Away, The Sun Went Down, Look Me in the Eye, Glamour Girl, Evil Hearted Woman"
AJ-beatles-songs_source_Title,title,1,target_011973,title,0.6009827256202698,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Every Beat Of My Heart, All Night Long, Starting From Tonight, I Know I Love You So, Moonrise"
AJ-beatles-songs_source_Title,title,1,target_088516,title,0.6006449460983276,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","A Little Less Conversation, ABC, Aeroplane, Ain't No Mountain High Enough, Ain't No Other Man"
AJ-beatles-songs_source_Title,title,1,target_083279,title,0.600458174943924,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","(Ain't That) Good News (Les Paul feat. Sam Cooke & Jeff Beck), (Ain't That) Good News, (I Love You) For Sentimental Reasons, (Somebody) Ease My Troublin' Mind, A Change Is Gonna Come"
AJ-beatles-songs_source_Title,title,1,target_047969,title,0.6004115343093872,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","A Hard Day's Night, The First Cut Is the Deepest, Winning a Battle, Losing the War, No Man's Land, Shake Your Groove Thing"
AJ-beatles-songs_source_Title,title,1,target_084002,title,0.5970706343650818,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Masquerade, Falling In Love Again (Can't Help It), Day Dream, Drop Me Off In Harlem, East St. Louis Toodle-oo"
AJ-beatles-songs_source_Title,title,1,target_043308,title,0.5964088439941406,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Hey Miss Tina, Sonnyland, I Won't Go On, Do You Love Me, Just A Feeling"
AJ-beatles-songs_source_Title,title,1,target_045215,title,0.5958507359027863,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Believer, So Far Gone (the End Is Where We Begin), Pray You Through, Who We Are, Working Man"
AJ-beatles-songs_source_Title,title,1,target_081363,title,0.5955284535884857,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Shine Like The Star You Are, God On The Mountain, Carry Me, He's Living Today, I Was There"
AJ-beatles-songs_source_Title,title,1,target_055241,title,0.5954753458499908,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I Get Along Without You Very Well (Except Sometimes), If I Should Lose You, Easy Living, Ring Dem Bells, All Alone (Left Alone)"
AJ-beatles-songs_source_Title,title,1,target_080704,title,0.5952789783477783,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","P L Blues, No Haps, I Want To Ramble, Southern Woman, Gambling Woman"
