candidate_table,candidate_column,similarity_score
target_027207,title,0.5311206579208374
target_007776,title,0.5303167700767517
target_017798,title,0.5303167700767517
target_076733,title,0.5303167700767517
target_086968,title,0.5303167700767517
target_063367,title,0.5303167700767517
target_054144,title,0.5303167700767517
target_044452,title,0.5303167700767517
target_075707,title,0.5303167700767517
target_021146,title,0.5303167700767517
target_052234,title,0.5303167700767517
target_005736,title,0.5303167700767517
target_066705,title,0.5295014977455139
target_051238,title,0.5288295149803162
target_054141,title,0.5287563800811768
target_057403,title,0.5287357568740845
target_050032,title,0.5286769270896912
target_013920,title,0.5285161733627319
target_080712,title,0.5283299684524536
target_096266,title,0.528279721736908
target_008659,title,0.528279721736908
target_015045,title,0.5281602740287781
target_048761,title,0.5280227065086365
target_030670,title,0.5280227065086365
target_077041,title,0.5280182957649231
target_002367,title,0.52799391746521
target_039505,title,0.52799391746521
target_022146,title,0.52799391746521
target_039266,title,0.52799391746521
target_058007,title,0.52799391746521
target_089820,title,0.52799391746521
target_057536,title,0.52799391746521
target_063404,title,0.52799391746521
target_071656,title,0.5279815793037415
target_040221,title,0.5279173851013184
target_024914,title,0.5276691317558289
target_005170,title,0.5276691317558289
target_007246,title,0.5276483297348022
target_050249,title,0.5275716781616211
target_057713,title,0.5272945761680603
target_006986,title,0.5272945165634155
target_040298,title,0.5272945165634155
target_045191,title,0.5272945165634155
target_059228,title,0.5272945165634155
target_049247,title,0.5272945165634155
target_001456,title,0.5272375345230103
target_072402,title,0.5270499587059021
target_077904,title,0.5269553661346436
target_083574,title,0.5269397497177124
Wrestler_right,title,0.5267883539199829
