candidate_table,candidate_column,similarity_score
target_083044,title,0.5624255537986755
Magazine_left,title,0.5607635378837585
Magazine_right,title,0.5602179169654846
target_020278,title,0.5516549348831177
target_023826,title,0.546771228313446
target_073080,title,0.542780339717865
target_076178,title,0.53951096534729
target_095031,title,0.5349090695381165
target_077854,title,0.5332176685333252
target_027133,title,0.5331122279167175
target_016770,title,0.5329609513282776
target_030174,title,0.5322858095169067
target_031582,title,0.5315957069396973
target_031358,title,0.5310262441635132
target_055866,title,0.5299847722053528
target_001502,title,0.5293264985084534
target_085428,title,0.5290958285331726
target_066946,title,0.5290958285331726
target_036017,title,0.5279031991958618
target_089066,title,0.5271509289741516
target_011462,title,0.5271509289741516
target_078316,title,0.5271509289741516
target_006602,title,0.5271509289741516
target_036943,title,0.5270702838897705
target_095203,title,0.5270702838897705
target_095123,title,0.5270702838897705
target_007728,title,0.5269719362258911
target_074132,title,0.5268643498420715
target_081810,title,0.5262613892555237
target_033316,title,0.5258419513702393
target_000682,title,0.5252939462661743
target_009408,title,0.5247479677200317
target_027004,title,0.5247395038604736
target_061848,title,0.5238444805145264
target_033153,title,0.5231356620788574
target_066535,title,0.5230070948600769
target_031819,title,0.5230070948600769
target_075383,title,0.5230070948600769
target_041325,title,0.5230070948600769
target_048101,title,0.5230070948600769
target_097314,title,0.5230070948600769
target_084729,title,0.5230070948600769
target_020022,title,0.5227521657943726
target_054563,title,0.5227521657943726
target_011024,title,0.5227521657943726
target_033340,title,0.5227521657943726
target_024365,title,0.522739052772522
target_036351,title,0.522739052772522
target_058577,title,0.522739052772522
target_068996,title,0.5225491523742676
