candidate_table,candidate_column,similarity_score
BasketballTeam_left,title,0.5738333463668823
BasketballTeam_right,title,0.557220458984375
target_069816,title,0.5227976441383362
target_060104,title,0.5204809904098511
target_059337,title,0.5131102204322815
target_035818,title,0.5111927390098572
target_068649,title,0.5104588270187378
target_059494,title,0.5080273151397705
target_055544,title,0.5080273151397705
target_081848,title,0.5080273151397705
target_050729,title,0.5079572796821594
target_068739,title,0.5079572796821594
target_084466,title,0.50766921043396
target_028305,title,0.50766921043396
target_038551,title,0.50766921043396
target_092247,title,0.50766921043396
target_018694,title,0.5076650381088257
target_091394,title,0.5075620412826538
target_019568,title,0.5072879195213318
target_005206,title,0.507287859916687
target_011132,title,0.507287859916687
target_084316,title,0.507287859916687
target_034099,title,0.507287859916687
target_086653,title,0.507287859916687
target_018434,title,0.507287859916687
target_047755,title,0.507287859916687
target_026108,title,0.5072764754295349
target_059618,title,0.5069292783737183
target_072179,title,0.5033690929412842
target_042443,title,0.5014199018478394
target_078013,title,0.5013784766197205
target_023491,title,0.5011951923370361
target_034696,title,0.5006812214851379
target_007391,title,0.5006812214851379
target_057530,title,0.5006812214851379
target_044699,title,0.5006812214851379
target_046069,title,0.5006812214851379
target_041713,title,0.5006812214851379
target_059069,title,0.500655472278595
target_057893,title,0.5006238222122192
target_040531,title,0.5006238222122192
target_048580,title,0.5006238222122192
target_063682,title,0.5001288652420044
target_050516,title,0.5001288652420044
target_051335,title,0.5001254081726074
target_013214,title,0.5000694990158081
target_047996,title,0.5000694990158081
target_037449,title,0.5000694990158081
target_076768,title,0.5000694990158081
target_082821,title,0.5000694990158081
