candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
movies,country,0.6607056260108948,199680,0.6607056260108948
USA_cars_datasets,country,0.6607056260108948,199680,0.6607056260108948
movie_metadata,country,0.6607056260108948,199680,0.6607056260108948
us_companies_copy,country,0.6549355983734131,3705,0.6549355983734131
us_companies,country,0.6549355387687683,103155,0.6549355387687683
cwurData,country,0.646475613117218,199680,0.646475613117218
UKDebate,country,0.6460762023925781,199680,0.6460762023925781
MoviesOnStreamingPlatforms_updated,Country,0.639343798160553,199680,0.639343798160553
netflix_titles,country,0.639343798160553,199680,0.639343798160553
world-cities,country,0.6391971707344055,199680,0.6391971707344055
acquisitions,Country,0.6314054131507874,169650,0.6314054131507874
whr2015,Country,0.6216869950294495,30810,0.6216869950294495
Word_University_Rank_2020,Country,0.6212156414985657,199680,0.6212156414985657
gender_development,Country,0.6151516437530518,38025,0.6151516437530518
countries_of_the_world,Country,0.6069205403327942,44265,0.6069205403327942
World_countries_env_vars,Country,0.6011336445808411,47385,0.6011336445808411
who_suicide_statistics,country,0.5830242037773132,199680,0.5830242037773132
edu,country,0.5802159905433655,199680,0.5802159905433655
countries_metadatacountries,CountryName,0.5710784792900085,48165,0.5710784792900085
countries_data,CountryName,0.5533232688903809,199680,0.5533232688903809
directory,Country,0.51148921251297,199680,0.51148921251297
hfi_cc_2018,countries,0.5009252429008484,199680,0.5009252429008484
fifa_ranking,country_full,0.4848640561103821,199680,0.4848640561103821
fifa_ranking,country_abrv,0.4430801272392273,199680,0.4430801272392273
Cars93,Origin,0.4409368634223938,18135,0.4409368634223938
hfi_cc_2018,region,0.43950092792510986,199680,0.43950092792510986
AdventureWorks2014_CountryRegion,Name,0.43804043531417847,46410,0.43804043531417847
world_country,Name,0.4378662705421448,46605,0.4378662705421448
countries_and_continents,name,0.4335789084434509,48555,0.4335789084434509
world_country,Region,0.43271350860595703,46605,0.43271350860595703
whr2015,Region,0.4286072254180908,30810,0.4286072254180908
countries_and_continents,ISO4217-currency_country_name,0.4262526333332062,45825,0.4262526333332062
world_city,CountryCode,0.41631388664245605,199680,0.41631388664245605
world_countryLanguage,CountryCode,0.4140206575393677,191880,0.4140206575393677
countries_of_the_world,Region,0.4132508933544159,44265,0.4132508933544159
countries_metadatacountries,CountryCode,0.41248995065689087,48165,0.41248995065689087
countries_target,CountryCode,0.41248995065689087,48165,0.41248995065689087
countries_data,CountryCode,0.41129717230796814,199680,0.41129717230796814
countries_metadatacountries,Region,0.4092196226119995,41730,0.4092196226119995
language,countrycodes,0.40788254141807556,199680,0.40788254141807556
countries_and_continents,official_name_en,0.3978379964828491,46995,0.3978379964828491
booking,city,0.38721945881843567,178620,0.38721945881843567
UKDebate,region,0.37847551703453064,199680,0.37847551703453064
AdventureWorks2014_stateprovince,CountryRegionCode,0.37731507420539856,35295,0.37731507420539856
AdventureWorks2014_salesTerritory,CountryRegionCode,0.37707263231277466,1950,0.37707263231277466
AdventureWorks2014_CountryRegionCurrency,CountryRegionCode,0.3753420114517212,21060,0.3753420114517212
AdventureWorks2014_CountryRegion,CountryRegionCode,0.3726906180381775,46215,0.3726906180381775
SpellingStates,state,0.368023544549942,9945,0.368023544549942
USA_cars_datasets,state,0.36770719289779663,199680,0.36770719289779663
google_books_dataset,language,0.3610211908817291,199680,0.3610211908817291
