query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
cwurData.csv,country,1,movies,country,0.8161066174507141,1024000,0.8161066174507141
cwurData.csv,country,1,USA_cars_datasets,country,0.8161066174507141,1024000,0.8161066174507141
cwurData.csv,country,1,movie_metadata,country,0.8161066174507141,1024000,0.8161066174507141
cwurData.csv,country,1,us_companies,country,0.8073301911354065,529000,0.8073301911354065
cwurData.csv,country,1,us_companies_copy,country,0.8073300719261169,19000,0.8073300719261169
cwurData.csv,country,1,MoviesOnStreamingPlatforms_updated,Country,0.7918794751167297,1024000,0.7918794751167297
cwurData.csv,country,1,netflix_titles,country,0.7918794751167297,1024000,0.7918794751167297
cwurData.csv,country,1,world-cities,country,0.7916005253791809,1024000,0.7916005253791809
cwurData.csv,country,1,cwurData,country,0.7797095775604248,1024000,0.7797095775604248
cwurData.csv,country,1,UKDebate,country,0.7699549198150635,1024000,0.7699549198150635
cwurData.csv,country,1,acquisitions,Country,0.763013482093811,870000,0.763013482093811
cwurData.csv,country,1,Word_University_Rank_2020,Country,0.7180542349815369,1024000,0.7180542349815369
cwurData.csv,country,1,who_suicide_statistics,country,0.6439237594604492,1024000,0.6439237594604492
cwurData.csv,country,1,whr2015,Country,0.6435213685035706,158000,0.6435213685035706
cwurData.csv,country,1,edu,country,0.6315351128578186,1024000,0.6315351128578186
cwurData.csv,country,1,gender_development,Country,0.6294766664505005,195000,0.6294766664505005
cwurData.csv,country,1,countries_of_the_world,Country,0.6226850748062134,227000,0.6226850748062134
cwurData.csv,country,1,World_countries_env_vars,Country,0.6158735156059265,243000,0.6158735156059265
cwurData.csv,country,1,countries_data,CountryName,0.5940266847610474,1024000,0.5940266847610474
cwurData.csv,country,1,directory,Country,0.5830872654914856,1024000,0.5830872654914856
cwurData.csv,country,1,countries_metadatacountries,CountryName,0.5714235901832581,247000,0.5714235901832581
cwurData.csv,country,1,Cars93,Origin,0.5327798128128052,93000,0.5327798128128052
cwurData.csv,country,1,hfi_cc_2018,countries,0.49727416038513184,1024000,0.49727416038513184
cwurData.csv,country,1,fifa_ranking,country_abrv,0.47240328788757324,1024000,0.47240328788757324
cwurData.csv,country,1,fifa_ranking,country_full,0.4706055819988251,1024000,0.4706055819988251
cwurData.csv,country,1,world_city,CountryCode,0.4623459279537201,1024000,0.4623459279537201
cwurData.csv,country,1,countries_data,CountryCode,0.458870530128479,1024000,0.458870530128479
cwurData.csv,country,1,world_countryLanguage,CountryCode,0.45850101113319397,984000,0.45850101113319397
