candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
MotorsportSeason_left,title,0.9440467357635498,"2005 NASCAR Nextel Cup Series, 2005 GP2 Series season, 2005 NASCAR Busch Series, 2005 NASCAR Craftsman Truck Series, 2006 NASCAR Nextel Cup Series","2005 NASCAR Nextel Cup Series, 2005 GP2 Series season, 2005 NASCAR Busch Series, 2005 NASCAR Craftsman Truck Series, 2006 NASCAR Nextel Cup Series",1981 can-am season↔1981 can-am season(1.00) | 1991 individual speedway world championship↔1991 individual speedway world championship(1.00) | 2008 nascar camping world east series↔2008 nascar camping world east series(1.00) | 1997 international sports racing series season↔1997 international sports racing series season(1.00) | 1993 world rally championship season↔1993 world rally championship season(1.00) | 2006 fia gt3 european championship season↔2006 fia gt3 european championship season(1.00) | 2005 american le mans series season↔2005 american le mans series season(1.00) | 1982 australian sports car championship↔1982 australian sports car championship(1.00) | 2011 plfa season↔2011 plfa season(1.00) | 1976 nascar winston cup series↔1976 nascar winston cup series(1.00),200
MotorsportSeason_right,title,0.9059056639671326,"2005 NASCAR Nextel Cup Series, 2005 GP2 Series season, 2005 NASCAR Busch Series, 2005 NASCAR Craftsman Truck Series, 2006 NASCAR Nextel Cup Series","2005 GP2 Series, 1976 in NASCAR, 2004 World Rally Championship, 2005 World Rally Championship, 2003 World Rally Championship",2008 formula 3 sudamericana season↔2008 formula three sudamericana season(0.99) | 2010 formula 3 sudamericana season↔2010 formula three sudamericana season(0.99) | 1989 all japan sports prototype car endurance championship season↔1988 all japan sports prototype car endurance championship season(0.98) | 1963 united states road racing championship season↔1963 united states road racing championship(0.98) | 1992 all japan sports prototype car endurance championship season↔1992 all japan sports prototype car endurance championship(0.98) | 2009 nascar corona series season↔2009 nascar corona series(0.98) | 1990 all japan sports prototype car endurance championship season↔1990 all japan sports prototype car endurance championship(0.98) | 1964 united states road racing championship season↔1964 united states road racing championship(0.98) | 1967 united states road racing championship season↔1967 united states road racing championship(0.98) | 1991 all japan sports prototype car endurance championship season↔1991 all japan sports prototype car endurance championship(0.98),200
TennisTournament_right,title,0.6846395134925842,"2005 NASCAR Nextel Cup Series, 2005 GP2 Series season, 2005 NASCAR Busch Series, 2005 NASCAR Craftsman Truck Series, 2006 NASCAR Nextel Cup Series","2000 Tennis Masters Cup and ATP Tour World Championships, 2008 Challenge Bell, 2010 Aegon Championships, 2009 Challenge Bell, 1996 Challenge Bell",2009 motocross des nations↔2012 challenger banque nationale de saguenay(0.81) | 2012 international gt open season↔2012 korea open(0.78) | 2013 racecar euro series↔2012 challenger banque nationale de rimouski(0.74) | 2011 international gt open season↔2012 arimex challenger trophy(0.74) | 2013 international gt open season↔2013 challenger banque nationale de rimouski(0.73) | 2012 dunlop v8 supercar series↔2012 aegon pro-series loughborough(0.72) | 2008 european touring car cup↔2011 challenger banque nationale de rimouski(0.72) | 2009 international gt open season↔2009 san benedetto tennis cup(0.72) | 2011 race of champions↔2011 challenger banque nationale de saguenay(0.71) | 2012 australian drivers' championship↔2012 commonwealth bank tournament of champions(0.70),27
TennisTournament_left,title,0.6418763995170593,"2005 NASCAR Nextel Cup Series, 2005 GP2 Series season, 2005 NASCAR Busch Series, 2005 NASCAR Craftsman Truck Series, 2006 NASCAR Nextel Cup Series","2002 US Open (tennis), 2005 Australian Open, 1999 Australian Open, 1991 French Open, 2000 Tennis Masters Cup",2012 dunlop v8 supercar series↔2012 dunlop world challenge(0.84) | 2011 super copa telcel↔2012 copa agco cordoba(0.83) | 2012 international gt open season↔2012 geneva open challenger(0.82) | 2010 race of champions↔2010 sporting challenger(0.82) | 2013 international gt open season↔2013 the oaks club challenger(0.81) | 2009 international gt open season↔2009 aon open challenger(0.81) | 2008 european touring car cup↔2011 mercedescup(0.81) | 2012 formula renault seasons↔2012 mercedescup(0.81) | 2009 race of champions↔2009 sporting challenger(0.80) | 2009 motocross des nations↔2012 challenger banque nationale de granby(0.80),200
SoccerClubSeason_right,title,0.6297696232795715,"2005 NASCAR Nextel Cup Series, 2005 GP2 Series season, 2005 NASCAR Busch Series, 2005 NASCAR Craftsman Truck Series, 2006 NASCAR Nextel Cup Series","2006 Australia national soccer team season, 2007 Australia national soccer team season, 2008 Australia national soccer team season, 2005 Australia national soccer team season, 2009 Australia national soccer team season",1998 efda nations cup↔1998 australia national soccer team season(0.77) | 2011 plfa season↔2011 orlando city sc season(0.75) | 2011 jk racing asia series season↔2011 jeonbuk hyundai motors fc season(0.74) | 2012 plfa season↔2012 kuala lumpur fa season(0.74) | 2011 eurocup clio season↔2003 cienciano season(0.74) | 1996 efda nations cup↔1996 australia national soccer team season(0.73) | 2010 formula d season↔2010 jeonbuk hyundai motors fc season(0.72) | 2009 plfa season↔2012 jeju united fc season(0.72) | 2012 formula d season↔2012 jeonbuk hyundai motors fc season(0.71) | 2012 h1 unlimited season↔2012 jeonnam dragons season(0.71),51
NationalFootballLeagueSeason_right,title,0.6256421804428101,"2005 NASCAR Nextel Cup Series, 2005 GP2 Series season, 2005 NASCAR Busch Series, 2005 NASCAR Craftsman Truck Series, 2006 NASCAR Nextel Cup Series","1900 Homestead Library & Athletic Club football season, 2003 FC Barcelona Dragons season, 1905 Canton Athletic Club season, 1911 Canton Professionals season, 1912 Canton Professionals season",2011 eurocup clio season↔2002 fc barcelona dragons season(0.72) | 2009 plfa season↔2003 fc barcelona dragons season(0.71) | 2011 plfa season↔1911 canton professionals season(0.66) | 1971 can-am season↔1914 canton professionals season(0.65) | 2008 plfa season↔1913 canton professionals season(0.63) | 1970 can-am season↔1905 canton athletic club season(0.62) | 2012 plfa season↔1912 canton professionals season(0.62) | 1986 can-am season↔1921 detroit tigers season (nfl)(0.62) | 2012 asa midwest tour season↔1996 minnesota fighting pike season(0.53) | 1929 star riders' championship↔1900 homestead library & athletic club football season(0.48),10
SoccerTournament_right,title,0.6077754497528076,"2005 NASCAR Nextel Cup Series, 2005 GP2 Series season, 2005 NASCAR Busch Series, 2005 NASCAR Craftsman Truck Series, 2006 NASCAR Nextel Cup Series","2004 AFF Championship, 2005 UEFA European Under-19 Championship, 2004â05 OFC Club Championship, 2000â01 Oceania Club Championship, 2006 UEFA European Under-19 Championship",2009 north american under 21 world qualifier↔2012 south american under 17 women championship(0.84) | 1998 efda nations cup↔1998 aff championship qualification(0.84) | 1991 efda nations cup↔north american nations cup 1991(0.83) | 1992 efda nations cup↔melanesia cup 1992(0.83) | 1990 efda nations cup↔melanesia cup 1990(0.83) | 2007 north american under 21 world qualifier↔2007 south american youth championship(0.82) | 2013 u.s. f2000 national championship↔2013 ofc u-17 championship(0.81) | 2008 north american under 21 world qualifier↔2010 south american under-17 women's championship(0.81) | 2011 super copa telcel↔2004 copa de tejas(0.81) | 1996 efda nations cup↔melanesia cup 2000(0.79),200
FootballMatch_right,title,0.6024509072303772,"2005 NASCAR Nextel Cup Series, 2005 GP2 Series season, 2005 NASCAR Busch Series, 2005 NASCAR Craftsman Truck Series, 2006 NASCAR Nextel Cup Series","Battle of Santiago (1962 FIFA World Cup), Battle of Berne (1954 FIFA World Cup), 2005 international rules series, Austria v Switzerland (1954 FIFA World Cup), 2001 Germany v England football match",2011 eurocup clio season↔2011 uefa european under-21 championship final(0.76) | 1993 efda nations cup↔1993 dutch supercup(0.72) | 2009 plfa season↔2009 conference premier play-off final(0.71) | 1992 efda nations cup↔1992 dutch supercup(0.70) | 1995 efda nations cup↔2009 african championship of nations final(0.70) | 2011 gt4 european cup season↔2011 j.league cup final(0.70) | 2011 plfa season↔2011 conference premier play-off final(0.69) | 1991 efda nations cup↔1991 dutch supercup(0.69) | 2005 gp2 series season↔2002 international rules series(0.69) | 2008 plfa season↔2008 conference premier play-off final(0.69),53
RugbyLeague_right,title,0.5910200476646423,"2005 NASCAR Nextel Cup Series, 2005 GP2 Series season, 2005 NASCAR Busch Series, 2005 NASCAR Craftsman Truck Series, 2006 NASCAR Nextel Cup Series","World Rugby Sevens Series, World Club Series, Mitre 10 Cup, Pro12, League Cup (rugby league)",1996 efda nations cup↔world rugby nations cup(0.75) | 1998 efda nations cup↔oceania rugby cup(0.73) | 2007 north american under 21 world qualifier↔world rugby under 20 championship(0.72) | 2011 eurocup clio season↔top league champions cup(0.71) | 2006 australian carrera cup championship↔bundaberg red cup(0.69) | 1992 efda nations cup↔pacific nations cup(0.69) | 1984 all japan endurance championship season↔all japan university rugby championship(0.68) | 1995 efda nations cup↔african development trophy(0.68) | 2008 north american under 21 world qualifier↔oceania women's sevens championship(0.67) | 1993 efda nations cup↔women's nations cup (rugby union)(0.67),58
Tournament_right,title,0.58913254737854,"2005 NASCAR Nextel Cup Series, 2005 GP2 Series season, 2005 NASCAR Busch Series, 2005 NASCAR Craftsman Truck Series, 2006 NASCAR Nextel Cup Series","Women's PGA Championship, AT&T Pebble Beach Pro-Am, 2004 AFF Championship, Senior Open Championship, ANA Inspiration",2009 north american under 21 world qualifier↔2012 south american under 17 women championship(0.84) | 1998 efda nations cup↔1998 aff championship qualification(0.84) | 1991 efda nations cup↔north american nations cup 1991(0.83) | 1992 efda nations cup↔melanesia cup 1992(0.83) | 1990 efda nations cup↔melanesia cup 1990(0.83) | 2007 north american under 21 world qualifier↔2007 south american youth championship(0.82) | 2013 u.s. f2000 national championship↔2013 ofc u-17 championship(0.81) | 2008 north american under 21 world qualifier↔2010 south american under-17 women's championship(0.81) | 2009 motocross des nations↔2012 challenger banque nationale de saguenay(0.81) | 2011 super copa telcel↔2004 copa de tejas(0.81),200
