candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
SoccerTournament_right,title,0.8115395307540894,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2004 AFF Championship, 2005 UEFA European Under-19 Championship, 2004â05 OFC Club Championship, 2000â01 Oceania Club Championship, 2006 UEFA European Under-19 Championship",2009 viva world cup↔2009 viva world cup(1.00) | 2012 j. league cup↔2012 j.league cup(1.00) | 2004 copa de tejas↔2004 copa de tejas(1.00) | 1949 nafc championship↔nafc championship 1949(0.99) | 2010 south american under 17 women championship↔2012 south american under 17 women championship(0.99) | 2004 uefa european under-19 football championship↔2004 uefa european under-19 championship(0.99) | 1969 uefa european under-18 football championship↔1969 uefa european under-18 championship(0.99) | 1968 uefa european under-18 football championship↔1968 uefa european under-18 championship(0.99) | 1947 nafc championship↔nafc championship 1947(0.99) | 1992 uefa european under-21 football championship↔1992 uefa european under-21 championship(0.99),200
TennisTournament_left,title,0.7973843812942505,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2002 US Open (tennis), 2005 Australian Open, 1999 Australian Open, 1991 French Open, 2000 Tennis Masters Cup",1990 ebel u.s. pro indoor↔1990 ebel u.s. pro indoor(1.00) | 2012 proton malaysian open↔2012 proton malaysian open(1.00) | 2008 fifth third bank tennis championships↔2008 fifth third bank tennis championships(1.00) | 2012 john newcombe women's pro challenge↔2012 john newcombe women's pro challenge(1.00) | 1990 norstar bank hamlet challenge cup↔1990 norstar bank hamlet challenge cup(1.00) | 2013 mcdonald's burnie international↔2013 mcdonald's burnie international(1.00) | 2003 hopman cup↔2003 hopman cup(1.00) | 1997 newsweek champions cup and the state farm evert cup↔1997 newsweek champions cup and the state farm evert cup(1.00) | 2010 aberto de bahia↔2010 aberto de bahia(1.00) | 1990 belgian indoor championships↔1990 belgian indoor championships(1.00),200
Tournament_right,title,0.7871450185775757,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","Women's PGA Championship, AT&T Pebble Beach Pro-Am, 2004 AFF Championship, Senior Open Championship, ANA Inspiration",2009 viva world cup↔2009 viva world cup(1.00) | 2012 j. league cup↔2012 j.league cup(1.00) | 2004 copa de tejas↔2004 copa de tejas(1.00) | nagashima shigeo invitational sega sammy cup↔shigeo nagashima invitational sega sammy cup(0.99) | 1949 nafc championship↔nafc championship 1949(0.99) | 2010 south american under 17 women championship↔2012 south american under 17 women championship(0.99) | 2004 uefa european under-19 football championship↔2004 uefa european under-19 championship(0.99) | 1969 uefa european under-18 football championship↔1969 uefa european under-18 championship(0.99) | 1968 uefa european under-18 football championship↔1968 uefa european under-18 championship(0.99) | 1947 nafc championship↔nafc championship 1947(0.99),200
TennisTournament_right,title,0.7632126212120056,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2000 Tennis Masters Cup and ATP Tour World Championships, 2008 Challenge Bell, 2010 Aegon Championships, 2009 Challenge Bell, 1996 Challenge Bell",2012 bell challenge↔2012 challenge bell(0.95) | 2012 hansol korea open↔2012 korea open(0.94) | 2009 bell challenge↔2009 challenge bell(0.94) | 2011 bell challenge↔2011 challenge bell(0.93) | 2009 bh tennis open international cup↔2009 san benedetto tennis cup(0.88) | 2009 credicard citi mastercard tennis cup↔2010 blu-express.com tennis cup(0.84) | 2002 us open (tennis)↔2000 tennis masters cup and atp tour world championships(0.82) | 2011 men's rimouski challenger↔2011 challenger banque nationale de rimouski(0.82) | 2012 tetra pak tennis cup↔2012 blu-express.com tennis cup(0.81) | 2012 wgc-hsbc champions↔2012 commonwealth bank tournament of champions(0.80),27
SoccerTournament_left,title,0.7498244643211365,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup",2011 nations cup↔2011 nations cup(1.00) | 1995 women's u.s. cup↔1995 women's u.s. cup(1.00) | 2011 vodacom challenge↔2011 vodacom challenge(1.00) | women's football at the 2011 pacific games↔women's football at the 2011 pacific games(1.00) | 2012 copa bimbo↔2012 copa bimbo(1.00) | football at the 2007 all-africa games↔football at the 2007 all-africa games(1.00) | ballon d'or 1994↔ballon d'or 1994(1.00) | 2006 tna world x cup tournament↔2006 tna world x cup tournament(1.00) | 1971 balkans cup↔1971 balkans cup(1.00) | 2011 uefa european under-21 football championship↔2011 uefa european under-21 football championship(1.00),200
Tournament_left,title,0.7236955761909485,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup",world of doubles (tennis)↔world of doubles (tennis)(1.00) | mayflower classic↔mayflower classic(1.00) | ballon d'or 1994↔ballon d'or 1994(1.00) | 2012 mac men's soccer tournament↔2012 mac men's soccer tournament(1.00) | 2012 copa bimbo↔2012 copa bimbo(1.00) | 2011 vodacom challenge↔2011 vodacom challenge(1.00) | 2009 billie jean king cup↔2009 billie jean king cup(1.00) | danamon open↔danamon open(1.00) | 1963 open championship↔1963 open championship(1.00) | football at the 2001 maccabiah games↔football at the 2001 maccabiah games(1.00),200
FootballMatch_right,title,0.6934217214584351,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","Battle of Santiago (1962 FIFA World Cup), Battle of Berne (1954 FIFA World Cup), 2005 international rules series, Austria v Switzerland (1954 FIFA World Cup), 2001 Germany v England football match",2011 uefa european under-21 football championship↔2011 uefa european under-21 championship final(0.95) | 2012 j. league cup↔2011 j.league cup final(0.93) | 2009 african nations championship↔2009 african championship of nations final(0.93) | 1952 albanian cup↔2012 albanian supercup(0.88) | 1982 fifa world cup↔brazil v italy (1982 fifa world cup)(0.83) | 1938 fifa world cup↔poland v brazil (1938 fifa world cup)(0.80) | liga primer indonesia pre-season tournament↔2006 copa indonesia final(0.78) | 1988 uefa european under-16 football championship↔1988 dfb-pokal final(0.78) | 1968 uefa european under-18 football championship↔1968 dfb-pokal final(0.77) | 1993 uncaf nations cup↔1993 dutch supercup(0.76),53
RugbyLeague_right,title,0.6822348237037659,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","World Rugby Sevens Series, World Club Series, Mitre 10 Cup, Pro12, League Cup (rugby league)",2012 african women's championship↔african women's sevens championship(0.88) | 2012 pacific cup↔pacific nations cup(0.85) | 2011 african nations championship↔african development trophy(0.82) | 2012 caf champions league↔top league champions cup(0.80) | 2008 australian football international cup↔oceania rugby cup(0.79) | 2011 nations cup↔world rugby nations cup(0.79) | colonial national invitational↔colonial cup(0.79) | 2011 singapore cup↔saru gold cup(0.78) | 2012 national women's cup↔women's nations cup (rugby union)(0.77) | 2013 pfl cup↔league cup (rugby league)(0.77),58
SoccerClubSeason_right,title,0.6791009306907654,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2006 Australia national soccer team season, 2007 Australia national soccer team season, 2008 Australia national soccer team season, 2005 Australia national soccer team season, 2009 Australia national soccer team season",2008 australian football international cup↔2008 australia national soccer team season(0.87) | 2013 malaysia fa cup↔2012 kuala lumpur fa season(0.84) | 2012 j. league cup↔2012 jeju united fc season(0.78) | 2002 fifa world cup qualification↔2002 australia national soccer team season(0.77) | 2001 uncaf nations cup↔2001 australia national soccer team season(0.75) | 2000 korean fa cup↔2011 incheon united fc season(0.75) | 2013 carolina challenge cup↔2013 carolina railhawks season(0.75) | 2009 interliga↔2003 cienciano season(0.74) | 2011 nations cup↔2011 australia national soccer team season(0.74) | 2004 fa summer tournament↔2004 australia national soccer team season(0.73),51
FootballLeagueSeason_right,title,0.6760495901107788,"2002 FIFA World Cup, 1930 FIFA World Cup, 1934 FIFA World Cup, 1938 FIFA World Cup, 1950 FIFA World Cup","2003 Tippeligaen, 2004 Tippeligaen, 2005 Tippeligaen, 2002 Tippeligaen, 2001 Tippeligaen",2001 baltic cup↔1990 baltic league(0.89) | 2010 vietnamese cup↔2010 vietnamese second division(0.89) | 2013 malaysia fa cup↔2005 super league malaysia(0.88) | 2013 vietnamese cup↔2009 vietnamese second division(0.87) | 2010 norwegian football cup↔2012 norwegian second division(0.87) | 2009 singapore league cup↔2009 super league malaysia(0.86) | 2009 norwegian football cup↔2012 norwegian third division(0.85) | 2000 korean fa cup↔1999 korea semi-professional football league(0.85) | 2013 torneo internacional agt↔2011 torneo apertura (chile)(0.84) | 2010 thai league cup↔2009 thai division 2 league bangkok & field region(0.84),200
