query_table,query_column,candidate_table,candidate_column,similarity_score
Path_Stage_Primary_Tumor-pT_dou.csv,title,Path_Stage_Reg_Lymph_Nodes-pN_dou.csv,title,0.736705
Path_Stage_Primary_Tumor-pT_dou.csv,title,Stage_satpathy.csv,title,0.621951
Path_Stage_Primary_Tumor-pT_dou.csv,title,FIGO_stage_dou.csv,title,0.579134
Path_Stage_Primary_Tumor-pT_dou.csv,title,exclusion_reason_wang.csv,title,0.520735
Path_Stage_Primary_Tumor-pT_dou.csv,title,pathologic_staging_primary_tumor_pt_cao.csv,title,0.516180
Path_Stage_Primary_Tumor-pT_dou.csv,title,GivenName_right.csv,title,0.513401
Path_Stage_Primary_Tumor-pT_dou.csv,title,Path_Stage_Primary_Tumor_pT_clark.csv,title,0.511445
Path_Stage_Primary_Tumor-pT_dou.csv,title,patho_staging_pt_huang.csv,title,0.506528
Path_Stage_Primary_Tumor-pT_dou.csv,title,tumor_stage_pathological_cao.csv,title,0.498073
Path_Stage_Primary_Tumor-pT_dou.csv,title,Drug_right.csv,title,0.487019
Path_Stage_Primary_Tumor-pT_dou.csv,title,Histologic_Grade_FIGO_dou.csv,title,0.485063
Path_Stage_Primary_Tumor-pT_dou.csv,title,GivenName_left.csv,title,0.465444
Path_Stage_Primary_Tumor-pT_dou.csv,title,histology_diagnosis_cao.csv,title,0.454063
Path_Stage_Primary_Tumor-pT_dou.csv,title,Tumor.Stage_krug.csv,title,0.449443
Path_Stage_Primary_Tumor-pT_dou.csv,title,pathologic_staging_distant_metastasis_pm_cao.csv,title,0.442562
Path_Stage_Primary_Tumor-pT_dou.csv,title,clinical_staging_distant_metastasis_cm_cao.csv,title,0.437693
Path_Stage_Primary_Tumor-pT_dou.csv,title,expert_path_review_details_wang.csv,title,0.428041
Path_Stage_Primary_Tumor-pT_dou.csv,title,patho_staging_pn_huang.csv,title,0.426042
Path_Stage_Primary_Tumor-pT_dou.csv,title,Artwork_left.csv,title,0.425503
Path_Stage_Primary_Tumor-pT_dou.csv,title,Stage_mod_satpathy.csv,title,0.421180
Path_Stage_Primary_Tumor-pT_dou.csv,title,PN_vasaikar.csv,title,0.420612
Path_Stage_Primary_Tumor-pT_dou.csv,title,Histological_Subtype_mcdermott.csv,title,0.418109
Path_Stage_Primary_Tumor-pT_dou.csv,title,Tumor_Stage_Pathological_Ovary_FIGO_Staging_System_mcdermott.csv,title,0.417825
