candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
SoccerClubSeason_left,title,0.9699944853782654,"2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season","2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season",2002 montedio yamagata season↔2002 montedio yamagata season(1.00) | 2009 adelaide united w-league season↔2009 adelaide united w-league season(1.00) | 2008 avispa fukuoka season↔2008 avispa fukuoka season(1.00) | 2011 virginia cavaliers men's soccer team↔2011 virginia cavaliers men's soccer team(1.00) | 2012 vegalta sendai season↔2012 vegalta sendai season(1.00) | 2009 santos fc season↔2009 santos fc season(1.00) | 2009 yokohama f. marinos season↔2009 yokohama f. marinos season(1.00) | 1916 santos fc season↔1916 santos fc season(1.00) | 2005 omiya ardija season↔2005 omiya ardija season(1.00) | 2004 vegalta sendai season↔2004 vegalta sendai season(1.00),200
SoccerClubSeason_right,title,0.8980504274368286,"2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season","2006 Australia national soccer team season, 2007 Australia national soccer team season, 2008 Australia national soccer team season, 2005 Australia national soccer team season, 2009 Australia national soccer team season",kuala lumpur fa season 2012↔2012 kuala lumpur fa season(0.99) | 2011 jeju united fc season↔2012 jeju united fc season(0.99) | 2012 down gaa senior football↔2011 down gaa senior football(0.98) | 2011 incheon united season↔2011 incheon united fc season(0.98) | 2013 incheon united season↔2013 incheon united fc season(0.98) | 2012 incheon united season↔2012 incheon united fc season(0.98) | negeri sembilan fa season 2013↔2013 negeri sembilan fa season(0.97) | 2013 orlando city s.c. season↔2013 orlando city sc season(0.97) | 2012 orlando city s.c. season↔2012 orlando city sc season(0.97) | 2011 jeonbuk hyundai motors season↔2012 jeonbuk hyundai motors fc season(0.96),51
NationalFootballLeagueSeason_right,title,0.6976677775382996,"2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season","1900 Homestead Library & Athletic Club football season, 2003 FC Barcelona Dragons season, 1905 Canton Athletic Club season, 1911 Canton Professionals season, 1912 Canton Professionals season",2003 santos fc season↔2003 fc barcelona dragons season(0.81) | 2002 santos fc season↔2002 fc barcelona dragons season(0.80) | 1920 santos fc season↔1905 canton athletic club season(0.72) | 1912 santos fc season↔1912 canton professionals season(0.69) | 1919 santos fc season↔1914 canton professionals season(0.69) | 1982 tampa bay rowdies season↔1921 detroit tigers season (nfl)(0.69) | 2011 sporting cristal season↔1911 canton professionals season(0.68) | 1914 santos fc season↔1913 canton professionals season(0.68) | 2012 rochester rhinos season↔1996 minnesota fighting pike season(0.63) | 2009 down senior football season↔1900 homestead library & athletic club football season(0.60),10
FootballLeagueSeason_right,title,0.6868218779563904,"2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season","2003 Tippeligaen, 2004 Tippeligaen, 2005 Tippeligaen, 2002 Tippeligaen, 2001 Tippeligaen",2009 adelaide united w-league season↔2009 south australian premier league(0.84) | 2010 bangkok united f.c. season↔2009 thai division 2 league bangkok & field region(0.83) | 2008 indonesia national football team results↔2008 indonesian womens football tournament(0.82) | 2010 fc seoul season↔1999 korea semi-professional football league(0.82) | kuala lumpur fa season 2012↔2009 premier league malaysia(0.82) | 1992 fc kremin kremenchuk season↔1991 soviet first league(0.81) | 2011 sporting cristal season↔2011 wpsl season(0.81) | 2011 kelantan fa season↔2011 k league(0.81) | 2003 santos fc season↔2003 fc barcelona dragons season(0.81) | 2010 indonesia national football team results↔2010 indonesia women football tournament(0.80),200
FootballLeagueSeason_left,title,0.6423549652099609,"2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season","2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season",negeri sembilan fa season 2013↔negeri sembilan fa season 2012(0.99) | 2011 fc edmonton season↔2002 edmonton eskimos season(0.89) | 2008 pohang steelers season↔2013 pittsburgh steelers season(0.88) | 2013 montreal impact season↔2013 montreal alouettes season(0.88) | 1999 dallas burn season↔1999 dallas cowboys season(0.88) | 2009 toronto fc season↔2009 canadian soccer league season(0.87) | 2010 columbus crew season↔2008 columbus destroyers season(0.87) | 2013 fc kansas city season↔2013 kansas city chiefs season(0.86) | 2011 in japanese football↔2012 japan football league(0.86) | 2012 fc seoul season↔2012 korea national league(0.86),200
SoccerTournament_right,title,0.6358983516693115,"2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season","2004 AFF Championship, 2005 UEFA European Under-19 Championship, 2004â05 OFC Club Championship, 2000â01 Oceania Club Championship, 2006 UEFA European Under-19 Championship",2011 kelantan fa season↔2011 k-league cup(0.85) | 2010 kelantan fa season↔2010 k-league cup(0.84) | 2012 kelantan fa season↔2008 k-league cup(0.82) | 2011 jeju united fc season↔2011 j.league cup(0.80) | 2009 aik fotboll season↔2009 k-league cup(0.79) | 2006 aik fotboll season↔2006â07 ofc champions league(0.77) | 2011 virginia cavaliers men's soccer team↔2011 atlantic sun men's soccer tournament(0.77) | 2010 jeju united fc season↔2012 j.league cup(0.76) | 2011 muangthong united f.c. season↔2011â12 united football cup(0.76) | 2012 gangwon fc season↔2012 west asian football federation championship(0.76),200
NCAATeamSeason_right,title,0.6317648887634277,"2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season","1893 LSU football team, 1894 LSU football team, 1895 LSU football team, 1892 Alabama Cadets football team, 1894 Alabama Crimson White football team",1975 portland timbers season↔1975 oregon ducks football team(0.75) | 2010 down senior football season↔2010 fiu golden panthers football team(0.72) | 2009 down senior football season↔2011 austin peay governors football team(0.72) | 2011 charlotte eagles season↔2011 fiu golden panthers football team(0.72) | 2012 charlotte eagles season↔2012 fiu golden panthers football team(0.71) | 2013 down senior football season↔2012 austin peay governors football team(0.71) | 1977 portland timbers season↔1974 oregon ducks football team(0.71) | 2013 vcu rams men's soccer team↔2013 hawaii rainbow warriors football team(0.70) | 2001 vcu rams men's soccer team↔1901 alabama crimson white football team(0.66) | 2003 vcu rams men's soccer team↔1893 lsu football team(0.65),34
SoccerLeague_right,title,0.624339759349823,"2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season","National League (English football), USL W-League, J1 League, Gibraltar Premier Division, Persian Gulf Pro League",2009 cruzeiro esporte clube season↔campeonato nacional de futebol de praia(0.79) | 2012 cork city f.c. season↔west cork league premier division(0.79) | 2008 indonesia national football team results↔indonesian womens football tournament(0.78) | 2012 fc seoul season↔korea semi-professional football league(0.78) | 2005 pfc cska moscow season↔russian football national league(0.77) | 2008 liga deportiva universitaria de quito season↔liga de ascenso(0.77) | 1991 fc dinamo tbilisi season↔georgian premier league(0.77) | 2010 clube de regatas do flamengo season↔liga portuguesa de futebol profissional(0.75) | 2009 perth glory w-league season↔national premier leagues western australia(0.75) | 2006 d.c. united season↔united soccer league(0.74),200
FootballMatch_right,title,0.6161670088768005,"2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season","Battle of Santiago (1962 FIFA World Cup), Battle of Berne (1954 FIFA World Cup), 2005 international rules series, Austria v Switzerland (1954 FIFA World Cup), 2001 Germany v England football match",2009 adelaide united w-league season↔2010â11 w-league grand final(0.79) | 2011 jeju united fc season↔2011 j.league cup final(0.77) | 2006 indonesia national football team results↔2006 copa indonesia final(0.76) | 2011 toronto fc season↔2011 conference premier play-off final(0.75) | 2009 toronto fc season↔2009 conference premier play-off final(0.74) | 2011 shamrock rovers f.c. season↔shamrock rovers xi v brazil(0.74) | 2011 kelantan fa season↔2013 kenyan super cup (pre-season)(0.74) | 2012 toronto fc season↔2012 conference premier play-off final(0.74) | 2010 toronto fc season↔2010 conference premier play-off final(0.73) | 2008 toronto fc season↔2008 conference premier play-off final(0.72),53
TennisTournament_right,title,0.6086146235466003,"2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season","2000 Tennis Masters Cup and ATP Tour World Championships, 2008 Challenge Bell, 2010 Aegon Championships, 2009 Challenge Bell, 1996 Challenge Bell",2011 aik fotboll season↔2011 aegon championships(0.68) | 2012 fc seoul season↔2012 korea open(0.68) | 2009 aik fotboll season↔2010 aegon championships(0.66) | 2012 aik fotboll season↔2012 aegon championships(0.66) | 2005 kawasaki frontale season↔2012 aegon pro-series loughborough(0.65) | 2012 australia national football team season↔2012 commonwealth bank tournament of champions(0.64) | 2009 shonan bellmare season↔2009 challenge bell(0.64) | 2011 sporting cristal season↔2012 arimex challenger trophy(0.64) | 1997 bellmare hiratsuka season↔1997 challenge bell(0.63) | 1998 bellmare hiratsuka season↔1998 challenge bell(0.63),27
