candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
ChristianBishop_right,title,0.7450436353683472,"Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII","Ealdred (archbishop of York), Saint Matthew, Bartholomew I of Constantinople, Pandulf Verraccio, William Courtenay",mark davies (bishop of shrewsbury)↔mark davies (bishop of shrewsbury)(1.00) | herbert jones (bishop of warrington)↔herbert jones (bishop of warrington)(1.00) | beonna (bishop of hereford)↔beonna (bishop of hereford)(1.00) | norberto do amaral↔norberto do amaral(1.00) | mark davies (bishop of middleton)↔mark davies (bishop of middleton)(1.00) | wulfsige (bishop of lichfield)↔wulfsige (bishop of lichfield)(1.00) | siward (bishop of rochester)↔siward (bishop of rochester)(1.00) | kenneth mackenzie (bishop of argyll and the isles)↔kenneth mackenzie (bishop of argyll and the isles)(1.00) | george murray (bishop of rochester)↔george murray (bishop of rochester)(1.00) | aeneas chisholm (bishop of aberdeen)↔aeneas chisholm (bishop of aberdeen)(1.00),200
ChristianBishop_left,title,0.7271518111228943,"Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII","Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII",carl von rosenstein↔carl von rosenstein(1.00) | vital-justin grandin↔vital-justin grandin(1.00) | gregor macgregor (bishop)↔gregor macgregor (bishop)(1.00) | symeon of rosemarkie↔symeon of rosemarkie(1.00) | james endicott (church leader)↔james endicott (church leader)(1.00) | aethelstan of ramsbury↔aethelstan of ramsbury(1.00) | jonah (paffhausen)↔jonah (paffhausen)(1.00) | luigi misto↔luigi misto(1.00) | proctor swaby↔proctor swaby(1.00) | cuthfrith↔cuthfrith(1.00),200
MemberOfParliament_right,title,0.6426376104354858,"Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII","George Stevenson (MP), Edward Jerningham Wakefield, Greville Janner, Joshua Benjamin Jeyaretnam, Roger Williams (UK politician)",gene robinson↔albert robinson(0.85) | harold hubbard↔charles hubbard(0.85) | james roosevelt bayley↔james bayley (politician)(0.84) | leslie owen↔andrew leslie(0.84) | timothy dudley-smith↔geoffrey johnson-smith(0.82) | patrick macmahon↔patrick glynn(0.81) | john wong soo kau↔lee siew choh(0.81) | william whittlesey↔william wightman(0.81) | david talley↔david jamieson(0.80) | george cotton↔michael cotton(0.80),200
GivenName_right,title,0.6290639042854309,"Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII","Luke (name), Julia, Fatima (name), Fanny (name), Lyfing",alexandru mesian↔alexandru(0.81) | stanley eley↔stanley (name)(0.81) | alexis bachelot↔alexis(0.79) | william mark duke↔william (given name)(0.78) | zygmunt zimowski↔zvonimir(0.78) | joseph werth↔joseph(0.77) | gerard manley hopkins↔gerard(0.77) | jeffrey driver↔jeffrey (name)(0.77) | joseph ii (chaldean patriarch)↔joseph (name)(0.76) | raffaello martinelli↔raffaello (disambiguation)(0.76),154
MemberOfParliament_left,title,0.6214860677719116,"Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII","Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)",antoine racine↔jean-paul racine(0.90) | anthony mancini↔peter mancini(0.90) | george morley↔elliot morley(0.88) | martin wharton↔john lloyd wharton(0.84) | william gainsborough↔william landsborough(0.84) | ralph baldock↔larry baldock(0.84) | reginald brian↔reginald blundell(0.84) | charles petre eyre↔karl eyre(0.83) | christen schmidt↔johanne schmidt-nielsen(0.82) | carlos duarte costa↔dominic costa(0.82),200
Noble_right,title,0.6204862594604492,"Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII","Humbert I, Count of Savoy, Humbert II, Count of Savoy, Humbert III, Count of Savoy, Thomas, Count of Savoy, William Marshal, 1st Earl of Pembroke (2nd Creation)","francis mcdougall↔john gallda macdougall(0.87) | william de beaufeu↔charles juste de beauvau, prince of beauvau(0.83) | mikiel gonzi↔moisi golemi(0.83) | wolfgang nastainczyk↔aleksander dominik kazanowski(0.82) | robert de chauncy↔robert de ros(0.81) | thomas of marlborough↔thomas, count of savoy(0.81) | robert of york↔robert, duke of bar(0.80) | juan de quevedo↔santiago maria del granado(0.80) | hugo von hohenlandenberg↔christoph, count of hohenzollern-haigerloch(0.79) | john favalora↔john zenevisi(0.78)",200
Monarch_right,title,0.5967287421226501,"Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII","Emperor Kinmei, Emperor Tenmu, Emperor Monmu, Anastasius I Dicorus, Theodoric the Great",theodosius (lazor)↔theodosius iii(0.85) | venedykt aleksiychuk↔yasovarman(0.81) | eladio acosta arteaga↔artemidoros aniketos(0.79) | aberi balya↔amr saffari(0.79) | grzegorz kaszak↔stefan radoslav(0.78) | cynesige↔cyaxares(0.78) | idris jones↔idris i(0.78) | rrok mirdita↔mirwais hotak(0.77) | clement shaba↔ismail samani(0.77) | shimun viii yohannan sulaqa↔ali i of shirvan(0.76),200
Wrestler_right,title,0.5963806509971619,"Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII","Amy Dumas, Chavo Guerrero Sr., Chavo Guerrero Jr., Val Venis, Rhino (wrestler)",charles p. anderson↔c.w. anderson(0.93) | alexander rose↔adam rose(0.85) | alexander neville↔adrian neville(0.84) | venedykt aleksiychuk↔oleksandr kolchynskiy(0.83) | anatole milandou↔anatoli beloglazov(0.82) | bryant wright↔bryant anderson(0.82) | grzegorz kaszak↔georgi skhirtladze(0.81) | john wong soo kau↔lee wang-pyo(0.81) | robert hodson↔robert roode(0.81) | idris jones↔s.d. jones(0.80),200
Noble_left,title,0.5893591046333313,"Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII","Afonso de Albuquerque, Cesare Borgia, Francesco I Sforza, George Frederick, Margrave of Brandenburg-Ansbach, Isabella d'Este","robert fitzhugh↔robert fitzwalter(0.89) | carlos duarte costa↔carlos alberto cabral(0.85) | robert mortimer↔elizabeth mortimer(0.83) | ignacy krasicki↔ignacy jakub massalski(0.82) | richard de wentworth↔henry wentworth(0.82) | philip de harcourt↔anne pierre d'harcourt(0.82) | alexander neville↔john neville, baron neville(0.81) | roman richard atkielski↔roman sanguszko(0.81) | gregory michael aymond↔gregory kamonas(0.81) | john holbrook↔john horvat(0.81)",200
GivenName_left,title,0.573757529258728,"Ambrose, Ealdred (bishop), Absalon, Augustine of Hippo, Antipope John XXIII","Adrian, Alexander, Anastasius, Alexius, Alexandra",ignatius john xiv↔ignatius(0.88) | aubrey spencer↔aubrey(0.87) | volodymyr (romaniuk)↔volodymyr (name)(0.87) | nigel cornwall↔nigel(0.86) | aram i↔aram (given name)(0.86) | julian porteous↔julian(0.86) | alexander rose↔alexander(0.85) | luigi misto↔luigi (name)(0.85) | cyril lucaris↔cyril(0.84) | andrew james louis brennan↔brennan (given name)(0.84),200
