query_table,query_column,candidate_table,candidate_column,similarity_score
Amphibian_left.csv,title,Reptile_left.csv,title,0.776403
Amphibian_left.csv,title,Reptile_right.csv,title,0.710567
Amphibian_left.csv,title,Amphibian_right.csv,title,0.697180
Amphibian_left.csv,title,Monarch_left.csv,title,0.636335
Amphibian_left.csv,title,Galaxy_left.csv,title,0.591589
Amphibian_left.csv,title,Drug_left.csv,title,0.525357
Amphibian_left.csv,title,Monarch_right.csv,title,0.519331
Amphibian_left.csv,title,ChristianBishop_right.csv,title,0.498779
Amphibian_left.csv,title,NCAATeamSeason_right.csv,title,0.497174
Amphibian_left.csv,title,ClericalAdministrativeRegion_right.csv,title,0.491954
Amphibian_left.csv,title,ChristianBishop_left.csv,title,0.474568
Amphibian_left.csv,title,RugbyLeague_left.csv,title,0.473209
Amphibian_left.csv,title,UnitOfWork_left.csv,title,0.462575
Amphibian_left.csv,title,Drug_right.csv,title,0.462178
Amphibian_left.csv,title,EthnicGroup_right.csv,title,0.461064
Amphibian_left.csv,title,EthnicGroup_left.csv,title,0.460563
Amphibian_left.csv,title,NaturalEvent_left.csv,title,0.459716
Amphibian_left.csv,title,NaturalEvent_right.csv,title,0.457494
Amphibian_left.csv,title,Noble_left.csv,title,0.455332
Amphibian_left.csv,title,NCAATeamSeason_left.csv,title,0.455041
Amphibian_left.csv,title,Award_right.csv,title,0.454746
Amphibian_left.csv,title,GovernmentAgency_left.csv,title,0.446606
Amphibian_left.csv,title,HistoricBuilding_right.csv,title,0.446431
Amphibian_left.csv,title,MemberOfParliament_left.csv,title,0.444153
Amphibian_left.csv,title,Case_left.csv,title,0.444128
Amphibian_left.csv,title,BasketballTeam_right.csv,title,0.440470
Amphibian_left.csv,title,Museum_left.csv,title,0.439792
Amphibian_left.csv,title,HistoricBuilding_left.csv,title,0.433651
Amphibian_left.csv,title,SportFacility_left.csv,title,0.431489
Amphibian_left.csv,title,PoliticalParty_right.csv,title,0.430560
Amphibian_left.csv,title,Legislature_right.csv,title,0.429756
Amphibian_left.csv,title,Country_left.csv,title,0.428212
Amphibian_left.csv,title,PoliticalParty_left.csv,title,0.425750
Amphibian_left.csv,title,Device_right.csv,title,0.422928
Amphibian_left.csv,title,Wrestler_left.csv,title,0.422537
Amphibian_left.csv,title,Legislature_left.csv,title,0.421434
Amphibian_left.csv,title,RailwayLine_right.csv,title,0.418106
Amphibian_left.csv,title,Galaxy_right.csv,title,0.417752
Amphibian_left.csv,title,Stadium_left.csv,title,0.414492
Amphibian_left.csv,title,Noble_right.csv,title,0.411185
Amphibian_left.csv,title,Hospital_left.csv,title,0.409606
Amphibian_left.csv,title,Wrestler_right.csv,title,0.408608
Amphibian_left.csv,title,Device_left.csv,title,0.408109
Amphibian_left.csv,title,Artwork_left.csv,title,0.406565
Amphibian_left.csv,title,Election_left.csv,title,0.405142
Amphibian_left.csv,title,Enzyme_left.csv,title,0.404947
Amphibian_left.csv,title,Country_right.csv,title,0.403337
Amphibian_left.csv,title,Race_left.csv,title,0.403287
Amphibian_left.csv,title,SoccerLeague_left.csv,title,0.398521
Amphibian_right.csv,title,Reptile_left.csv,title,0.710501
Amphibian_right.csv,title,Amphibian_left.csv,title,0.697180
Amphibian_right.csv,title,Reptile_right.csv,title,0.689027
Amphibian_right.csv,title,NaturalEvent_left.csv,title,0.606673
Amphibian_right.csv,title,Galaxy_left.csv,title,0.595951
Amphibian_right.csv,title,EthnicGroup_left.csv,title,0.588097
Amphibian_right.csv,title,EthnicGroup_right.csv,title,0.578255
Amphibian_right.csv,title,Legislature_left.csv,title,0.568241
Amphibian_right.csv,title,SoccerLeague_left.csv,title,0.563661
Amphibian_right.csv,title,RugbyLeague_left.csv,title,0.563159
Amphibian_right.csv,title,NaturalEvent_right.csv,title,0.547829
Amphibian_right.csv,title,RugbyLeague_right.csv,title,0.538071
Amphibian_right.csv,title,Drug_right.csv,title,0.531041
Amphibian_right.csv,title,SportsLeague_left.csv,title,0.521835
Amphibian_right.csv,title,GovernmentAgency_right.csv,title,0.518444
Amphibian_right.csv,title,Venue_right.csv,title,0.518427
Amphibian_right.csv,title,Stadium_left.csv,title,0.516765
Amphibian_right.csv,title,BasketballTeam_right.csv,title,0.512159
Amphibian_right.csv,title,Hospital_left.csv,title,0.504843
Amphibian_right.csv,title,Drug_left.csv,title,0.503699
Amphibian_right.csv,title,SportFacility_right.csv,title,0.502973
Amphibian_right.csv,title,Stadium_right.csv,title,0.502367
Amphibian_right.csv,title,SportFacility_left.csv,title,0.501257
Amphibian_right.csv,title,SoccerLeague_right.csv,title,0.496919
Amphibian_right.csv,title,GovernmentAgency_left.csv,title,0.494123
Amphibian_right.csv,title,Award_left.csv,title,0.489939
Amphibian_right.csv,title,Country_left.csv,title,0.489564
Amphibian_right.csv,title,ClericalAdministrativeRegion_right.csv,title,0.489536
Amphibian_right.csv,title,ShoppingMall_right.csv,title,0.483950
Amphibian_right.csv,title,Award_right.csv,title,0.483661
Amphibian_right.csv,title,HistoricBuilding_left.csv,title,0.482628
Amphibian_right.csv,title,BasketballTeam_left.csv,title,0.478828
Amphibian_right.csv,title,ClericalAdministrativeRegion_left.csv,title,0.477838
Amphibian_right.csv,title,Wrestler_left.csv,title,0.477493
Amphibian_right.csv,title,PoliticalParty_left.csv,title,0.476372
Amphibian_right.csv,title,ChristianBishop_left.csv,title,0.475350
Amphibian_right.csv,title,RailwayLine_right.csv,title,0.471591
Amphibian_right.csv,title,Case_left.csv,title,0.471473
Amphibian_right.csv,title,Wrestler_right.csv,title,0.471399
Amphibian_right.csv,title,Case_right.csv,title,0.471034
Amphibian_right.csv,title,UnitOfWork_right.csv,title,0.471034
Amphibian_right.csv,title,Election_left.csv,title,0.468934
Amphibian_right.csv,title,NCAATeamSeason_right.csv,title,0.468730
Amphibian_right.csv,title,SoccerClubSeason_right.csv,title,0.468536
Amphibian_right.csv,title,Monarch_right.csv,title,0.467618
Amphibian_right.csv,title,Hospital_right.csv,title,0.466078
Amphibian_right.csv,title,Device_right.csv,title,0.464200
Amphibian_right.csv,title,Museum_left.csv,title,0.463478
Amphibian_right.csv,title,SoccerClubSeason_left.csv,title,0.462536
ArtificialSatellite_left.csv,title,ArtificialSatellite_right.csv,title,0.733452
ArtificialSatellite_left.csv,title,Device_left.csv,title,0.598455
ArtificialSatellite_left.csv,title,Device_right.csv,title,0.567343
ArtificialSatellite_left.csv,title,ChristianBishop_left.csv,title,0.535664
