query_table,query_column,candidate_table,candidate_column,similarity_score
FootballLeagueSeason_left.csv,title,SoccerClubSeason_left.csv,title,0.878986
FootballLeagueSeason_left.csv,title,FootballLeagueSeason_right.csv,title,0.833198
FootballLeagueSeason_left.csv,title,SoccerClubSeason_right.csv,title,0.811186
FootballLeagueSeason_left.csv,title,NationalFootballLeagueSeason_left.csv,title,0.775295
FootballLeagueSeason_left.csv,title,NationalFootballLeagueSeason_right.csv,title,0.731659
FootballLeagueSeason_left.csv,title,SoccerTournament_right.csv,title,0.726218
FootballLeagueSeason_left.csv,title,BasketballTeam_left.csv,title,0.721679
FootballLeagueSeason_left.csv,title,SoccerTournament_left.csv,title,0.717123
FootballLeagueSeason_left.csv,title,SoccerLeague_right.csv,title,0.715984
FootballLeagueSeason_left.csv,title,FootballMatch_right.csv,title,0.705474
FootballLeagueSeason_left.csv,title,SoccerLeague_left.csv,title,0.703692
FootballLeagueSeason_left.csv,title,NCAATeamSeason_left.csv,title,0.699691
FootballLeagueSeason_left.csv,title,SportsLeague_right.csv,title,0.691990
FootballLeagueSeason_left.csv,title,NCAATeamSeason_right.csv,title,0.672860
FootballLeagueSeason_left.csv,title,SportsLeague_left.csv,title,0.668870
FootballLeagueSeason_left.csv,title,Tournament_right.csv,title,0.665206
FootballLeagueSeason_left.csv,title,MotorsportSeason_left.csv,title,0.639788
FootballLeagueSeason_left.csv,title,BasketballTeam_right.csv,title,0.618254
FootballLeagueSeason_left.csv,title,MotorsportSeason_right.csv,title,0.605799
FootballLeagueSeason_left.csv,title,TennisTournament_left.csv,title,0.592232
FootballLeagueSeason_left.csv,title,Venue_left.csv,title,0.582344
FootballLeagueSeason_left.csv,title,FootballMatch_left.csv,title,0.576041
FootballLeagueSeason_left.csv,title,Tournament_left.csv,title,0.539099
FootballLeagueSeason_left.csv,title,TennisTournament_right.csv,title,0.536814
FootballLeagueSeason_left.csv,title,TelevisionStation_right.csv,title,0.532883
FootballLeagueSeason_left.csv,title,SportFacility_right.csv,title,0.529990
FootballLeagueSeason_left.csv,title,Stadium_right.csv,title,0.526804
FootballLeagueSeason_left.csv,title,RugbyLeague_left.csv,title,0.524751
FootballLeagueSeason_left.csv,title,Stadium_left.csv,title,0.515363
FootballLeagueSeason_left.csv,title,Election_right.csv,title,0.511578
FootballLeagueSeason_left.csv,title,Award_right.csv,title,0.511516
FootballLeagueSeason_left.csv,title,SportFacility_left.csv,title,0.509881
FootballLeagueSeason_left.csv,title,TelevisionStation_left.csv,title,0.494750
FootballLeagueSeason_left.csv,title,Wrestler_left.csv,title,0.492143
FootballLeagueSeason_left.csv,title,RugbyLeague_right.csv,title,0.484021
FootballLeagueSeason_left.csv,title,Award_left.csv,title,0.472529
FootballLeagueSeason_left.csv,title,Election_left.csv,title,0.467595
FootballLeagueSeason_left.csv,title,RailwayLine_right.csv,title,0.464669
FootballLeagueSeason_left.csv,title,RailwayLine_left.csv,title,0.463464
FootballLeagueSeason_left.csv,title,GivenName_left.csv,title,0.457177
FootballLeagueSeason_left.csv,title,Device_left.csv,title,0.452278
FootballLeagueSeason_left.csv,title,Venue_right.csv,title,0.451719
FootballLeagueSeason_left.csv,title,Magazine_left.csv,title,0.437671
FootballLeagueSeason_left.csv,title,Device_right.csv,title,0.435087
FootballLeagueSeason_left.csv,title,Case_right.csv,title,0.422141
FootballLeagueSeason_left.csv,title,UnitOfWork_right.csv,title,0.422141
FootballLeagueSeason_left.csv,title,Museum_left.csv,title,0.419906
FootballLeagueSeason_left.csv,title,Wrestler_right.csv,title,0.419734
FootballLeagueSeason_left.csv,title,Song_left.csv,title,0.418607
UnitOfWork_left.csv,title,Case_left.csv,title,0.990720
UnitOfWork_left.csv,title,Case_right.csv,title,0.923185
