id,title
0,rs31683767 MPD | dbSNP | MGI SNP Detail
1,rs31683766 MPD | dbSNP | MGI SNP Detail
2,rs31683765 MPD | dbSNP | MGI SNP Detail
3,rs29042496 MPD | dbSNP | MGI SNP Detail
4,rs29042495 MPD | dbSNP | MGI SNP Detail
5,rs3161090 MPD | dbSNP | MGI SNP Detail
6,rs3161091 MPD | dbSNP | MGI SNP Detail
7,rs3161092 MPD | dbSNP | MGI SNP Detail
8,rs29042494 MPD | dbSNP | MGI SNP Detail
9,rs3161093 MPD | dbSNP | MGI SNP Detail
10,rs29042433 MPD | dbSNP | MGI SNP Detail
11,rs29042432 MPD | dbSNP | MGI SNP Detail
12,rs29042431 MPD | dbSNP | MGI SNP Detail
13,rs29042430 MPD | dbSNP | MGI SNP Detail
14,rs3161094 MPD | dbSNP | MGI SNP Detail
15,rs3161096 MPD | dbSNP | MGI SNP Detail
16,rs29042429 MPD | dbSNP | MGI SNP Detail
17,rs29042428 MPD | dbSNP | MGI SNP Detail
18,rs29042427 MPD | dbSNP | MGI SNP Detail
19,rs3161097 MPD | dbSNP | MGI SNP Detail
20,rs29042426 MPD | dbSNP | MGI SNP Detail
21,rs29042425 MPD | dbSNP | MGI SNP Detail
22,rs29042424 MPD | dbSNP | MGI SNP Detail
23,rs29042343 MPD | dbSNP | MGI SNP Detail
24,rs29042342 MPD | dbSNP | MGI SNP Detail
25,SNP ID (dbSNP Build 137)
26,rs29042341 MPD | dbSNP | MGI SNP Detail
27,rs29042340 MPD | dbSNP | MGI SNP Detail
28,rs29042339 MPD | dbSNP | MGI SNP Detail
29,rs29042338 MPD | dbSNP | MGI SNP Detail
30,rs31683764 MPD | dbSNP | MGI SNP Detail
31,rs29042337 MPD | dbSNP | MGI SNP Detail
32,rs3157152 MPD | dbSNP | MGI SNP Detail
33,rs29042336 MPD | dbSNP | MGI SNP Detail
34,rs29042335 MPD | dbSNP | MGI SNP Detail
35,rs29042334 MPD | dbSNP | MGI SNP Detail
36,rs29042223 MPD | dbSNP | MGI SNP Detail
37,rs29042222 MPD | dbSNP | MGI SNP Detail
38,rs29042221 MPD | dbSNP | MGI SNP Detail
39,rs3157153 MPD | dbSNP | MGI SNP Detail
40,rs3161099 MPD | dbSNP | MGI SNP Detail
41,rs3161100 MPD | dbSNP | MGI SNP Detail
42,rs3161101 MPD | dbSNP | MGI SNP Detail
43,rs3161102 MPD | dbSNP | MGI SNP Detail
44,rs29042220 MPD | dbSNP | MGI SNP Detail
45,rs29042219 MPD | dbSNP | MGI SNP Detail
46,rs29042218 MPD | dbSNP | MGI SNP Detail
47,rs3161103 MPD | dbSNP | MGI SNP Detail
48,rs31682773 MPD | dbSNP | MGI SNP Detail
49,rs29042217 MPD | dbSNP | MGI SNP Detail
50,rs29042216 MPD | dbSNP | MGI SNP Detail
51,SNP ID (dbSNP Build 137)
52,rs31404108 MPD | dbSNP | MGI SNP Detail
53,rs29042215 MPD | dbSNP | MGI SNP Detail
54,rs29042214 MPD | dbSNP | MGI SNP Detail
55,rs31682772 MPD | dbSNP | MGI SNP Detail
56,rs29042132 MPD | dbSNP | MGI SNP Detail
57,rs29042131 MPD | dbSNP | MGI SNP Detail
58,rs29042130 MPD | dbSNP | MGI SNP Detail
59,rs31682771 MPD | dbSNP | MGI SNP Detail
60,rs29042129 MPD | dbSNP | MGI SNP Detail
61,rs29042128 MPD | dbSNP | MGI SNP Detail
62,rs29042127 MPD | dbSNP | MGI SNP Detail
63,rs31682770 MPD | dbSNP | MGI SNP Detail
64,rs29042126 MPD | dbSNP | MGI SNP Detail
65,rs31682769 MPD | dbSNP | MGI SNP Detail
66,rs31682768 MPD | dbSNP | MGI SNP Detail
67,rs29042125 MPD | dbSNP | MGI SNP Detail
68,rs29042124 MPD | dbSNP | MGI SNP Detail
69,rs29042003 MPD | dbSNP | MGI SNP Detail
70,rs31682767 MPD | dbSNP | MGI SNP Detail
71,rs29042001 MPD | dbSNP | MGI SNP Detail
72,rs29042000 MPD | dbSNP | MGI SNP Detail
73,rs29041999 MPD | dbSNP | MGI SNP Detail
74,rs29041998 MPD | dbSNP | MGI SNP Detail
75,rs29041996 MPD | dbSNP | MGI SNP Detail
76,rs29041995 MPD | dbSNP | MGI SNP Detail
77,SNP ID (dbSNP Build 137)
78,rs31682766 MPD | dbSNP | MGI SNP Detail
79,rs29041994 MPD | dbSNP | MGI SNP Detail
80,rs29041873 MPD | dbSNP | MGI SNP Detail
81,rs31682765 MPD | dbSNP | MGI SNP Detail
82,rs29041872 MPD | dbSNP | MGI SNP Detail
83,rs29041871 MPD | dbSNP | MGI SNP Detail
84,rs29041870 MPD | dbSNP | MGI SNP Detail
85,rs29041869 MPD | dbSNP | MGI SNP Detail
86,rs31682764 MPD | dbSNP | MGI SNP Detail
87,rs52515750 MPD | dbSNP | MGI SNP Detail
88,rs29041868 MPD | dbSNP | MGI SNP Detail
89,rs29041866 MPD | dbSNP | MGI SNP Detail
90,rs29041865 MPD | dbSNP | MGI SNP Detail
91,rs29041864 MPD | dbSNP | MGI SNP Detail
92,rs29041743 MPD | dbSNP | MGI SNP Detail
93,rs29041742 MPD | dbSNP | MGI SNP Detail
94,rs29041741 MPD | dbSNP | MGI SNP Detail
95,rs31682043 MPD | dbSNP | MGI SNP Detail
96,rs29041740 MPD | dbSNP | MGI SNP Detail
97,rs29041739 MPD | dbSNP | MGI SNP Detail
98,rs31682042 MPD | dbSNP | MGI SNP Detail
99,rs31682041 MPD | dbSNP | MGI SNP Detail
100,rs29041738 MPD | dbSNP | MGI SNP Detail
101,rs31682040 MPD | dbSNP | MGI SNP Detail
102,rs31682039 MPD | dbSNP | MGI SNP Detail
103,SNP ID (dbSNP Build 137)
104,rs31682038 MPD | dbSNP | MGI SNP Detail
105,rs31682037 MPD | dbSNP | MGI SNP Detail
106,rs31682036 MPD | dbSNP | MGI SNP Detail
107,rs31682035 MPD | dbSNP | MGI SNP Detail
108,rs29041737 MPD | dbSNP | MGI SNP Detail
109,rs29041735 MPD | dbSNP | MGI SNP Detail
110,rs29041734 MPD | dbSNP | MGI SNP Detail
111,rs29041333 MPD | dbSNP | MGI SNP Detail
112,rs29041332 MPD | dbSNP | MGI SNP Detail
113,rs29041331 MPD | dbSNP | MGI SNP Detail
114,rs29041330 MPD | dbSNP | MGI SNP Detail
115,rs31682034 MPD | dbSNP | MGI SNP Detail
116,rs29041329 MPD | dbSNP | MGI SNP Detail
117,rs31681423 MPD | dbSNP | MGI SNP Detail
118,rs31681422 MPD | dbSNP | MGI SNP Detail
119,rs29041328 MPD | dbSNP | MGI SNP Detail
120,rs29041327 MPD | dbSNP | MGI SNP Detail
121,rs6392165 MPD | dbSNP | MGI SNP Detail
122,rs6392263 MPD | dbSNP | MGI SNP Detail
123,rs6394056 MPD | dbSNP | MGI SNP Detail
124,rs6394498 MPD | dbSNP | MGI SNP Detail
125,rs6394509 MPD | dbSNP | MGI SNP Detail
126,rs6395066 MPD | dbSNP | MGI SNP Detail
127,rs29041326 MPD | dbSNP | MGI SNP Detail
128,rs29041324 MPD | dbSNP | MGI SNP Detail
129,SNP ID (dbSNP Build 137)
130,rs31681421 MPD | dbSNP | MGI SNP Detail
131,rs6153523 MPD | dbSNP | MGI SNP Detail
132,rs31681420 MPD | dbSNP | MGI SNP Detail
133,rs31681419 MPD | dbSNP | MGI SNP Detail
134,rs6167210 MPD | dbSNP | MGI SNP Detail
135,rs6169016 MPD | dbSNP | MGI SNP Detail
136,rs6169604 MPD | dbSNP | MGI SNP Detail
137,rs3157154 MPD | dbSNP | MGI SNP Detail
138,rs108244107 MPD | dbSNP | MGI SNP Detail
139,rs108893236 MPD | dbSNP | MGI SNP Detail
140,rs51603647 MPD | dbSNP | MGI SNP Detail
141,rs33274389 MPD | dbSNP | MGI SNP Detail
142,rs30761025 MPD | dbSNP | MGI SNP Detail
143,rs51671959 MPD | dbSNP | MGI SNP Detail
144,rs51531327 MPD | dbSNP | MGI SNP Detail
145,rs107875428 MPD | dbSNP | MGI SNP Detail
146,rs51581507 MPD | dbSNP | MGI SNP Detail
147,rs46713558 MPD | dbSNP | MGI SNP Detail
148,rs52039528 MPD | dbSNP | MGI SNP Detail
149,rs108331548 MPD | dbSNP | MGI SNP Detail
150,rs50225297 MPD | dbSNP | MGI SNP Detail
151,rs29042491 MPD | dbSNP | MGI SNP Detail
152,rs29042490 MPD | dbSNP | MGI SNP Detail
153,rs29042489 MPD | dbSNP | MGI SNP Detail
154,rs29042488 MPD | dbSNP | MGI SNP Detail
155,SNP ID (dbSNP Build 137)
156,rs29042487 MPD | dbSNP | MGI SNP Detail
157,rs3157155 MPD | dbSNP | MGI SNP Detail
158,rs29042486 MPD | dbSNP | MGI SNP Detail
159,rs31681418 MPD | dbSNP | MGI SNP Detail
160,rs29042485 MPD | dbSNP | MGI SNP Detail
161,rs29042484 MPD | dbSNP | MGI SNP Detail
162,rs29042453 MPD | dbSNP | MGI SNP Detail
163,rs31681417 MPD | dbSNP | MGI SNP Detail
