id,title
0,rs29085094 MPD | dbSNP | MGI SNP Detail
1,rs29084623 MPD | dbSNP | MGI SNP Detail
2,rs29084622 MPD | dbSNP | MGI SNP Detail
3,rs29084621 MPD | dbSNP | MGI SNP Detail
4,rs29084620 MPD | dbSNP | MGI SNP Detail
5,rs31860337 MPD | dbSNP | MGI SNP Detail
6,rs31860336 MPD | dbSNP | MGI SNP Detail
7,rs31860335 MPD | dbSNP | MGI SNP Detail
8,rs29084619 MPD | dbSNP | MGI SNP Detail
9,rs29084618 MPD | dbSNP | MGI SNP Detail
10,rs31860334 MPD | dbSNP | MGI SNP Detail
11,rs29084617 MPD | dbSNP | MGI SNP Detail
12,rs29084616 MPD | dbSNP | MGI SNP Detail
13,rs29084615 MPD | dbSNP | MGI SNP Detail
14,rs31859403 MPD | dbSNP | MGI SNP Detail
15,rs29084614 MPD | dbSNP | MGI SNP Detail
16,rs29088981 MPD | dbSNP | MGI SNP Detail
17,rs29088980 MPD | dbSNP | MGI SNP Detail
18,rs29088979 MPD | dbSNP | MGI SNP Detail
19,rs29088978 MPD | dbSNP | MGI SNP Detail
20,rs31859402 MPD | dbSNP | MGI SNP Detail
21,rs29088977 MPD | dbSNP | MGI SNP Detail
22,rs29088976 MPD | dbSNP | MGI SNP Detail
23,rs31859401 MPD | dbSNP | MGI SNP Detail
24,rs31859400 MPD | dbSNP | MGI SNP Detail
25,SNP ID (dbSNP Build 137)
26,rs29088975 MPD | dbSNP | MGI SNP Detail
27,rs29088974 MPD | dbSNP | MGI SNP Detail
28,rs29088903 MPD | dbSNP | MGI SNP Detail
29,rs31859399 MPD | dbSNP | MGI SNP Detail
30,rs29088902 MPD | dbSNP | MGI SNP Detail
31,rs29088901 MPD | dbSNP | MGI SNP Detail
32,rs29088900 MPD | dbSNP | MGI SNP Detail
33,rs29088899 MPD | dbSNP | MGI SNP Detail
34,rs29088898 MPD | dbSNP | MGI SNP Detail
35,rs29088897 MPD | dbSNP | MGI SNP Detail
36,rs6295747 MPD | dbSNP | MGI SNP Detail
37,rs6296188 MPD | dbSNP | MGI SNP Detail
38,rs29088896 MPD | dbSNP | MGI SNP Detail
39,rs29088895 MPD | dbSNP | MGI SNP Detail
40,rs6314307 MPD | dbSNP | MGI SNP Detail
41,rs6314310 MPD | dbSNP | MGI SNP Detail
42,rs29088894 MPD | dbSNP | MGI SNP Detail
43,rs31859398 MPD | dbSNP | MGI SNP Detail
44,rs31859397 MPD | dbSNP | MGI SNP Detail
45,rs31859396 MPD | dbSNP | MGI SNP Detail
46,rs29088633 MPD | dbSNP | MGI SNP Detail
47,rs31859395 MPD | dbSNP | MGI SNP Detail
48,rs29088632 MPD | dbSNP | MGI SNP Detail
49,rs29088631 MPD | dbSNP | MGI SNP Detail
50,rs29088630 MPD | dbSNP | MGI SNP Detail
51,SNP ID (dbSNP Build 137)
52,rs31859394 MPD | dbSNP | MGI SNP Detail
53,rs29088629 MPD | dbSNP | MGI SNP Detail
54,rs31858433 MPD | dbSNP | MGI SNP Detail
55,rs31858432 MPD | dbSNP | MGI SNP Detail
56,rs29088628 MPD | dbSNP | MGI SNP Detail
57,rs29088627 MPD | dbSNP | MGI SNP Detail
58,rs29088626 MPD | dbSNP | MGI SNP Detail
59,rs29088625 MPD | dbSNP | MGI SNP Detail
60,rs31858431 MPD | dbSNP | MGI SNP Detail
61,rs29088624 MPD | dbSNP | MGI SNP Detail
62,rs31858430 MPD | dbSNP | MGI SNP Detail
63,rs31858429 MPD | dbSNP | MGI SNP Detail
64,rs29088102 MPD | dbSNP | MGI SNP Detail
65,rs29088101 MPD | dbSNP | MGI SNP Detail
66,rs29088100 MPD | dbSNP | MGI SNP Detail
67,rs31858428 MPD | dbSNP | MGI SNP Detail
68,rs31858427 MPD | dbSNP | MGI SNP Detail
69,rs31858426 MPD | dbSNP | MGI SNP Detail
70,rs29088099 MPD | dbSNP | MGI SNP Detail
71,rs29088098 MPD | dbSNP | MGI SNP Detail
72,rs29088097 MPD | dbSNP | MGI SNP Detail
73,rs29088096 MPD | dbSNP | MGI SNP Detail
74,rs29088095 MPD | dbSNP | MGI SNP Detail
