id,title
0,07-Ghost
1,3 x 3 Eyes
2,5 Centimeters per Second
3,Ace of the Diamond
4,Adventures of Horus: Prince of the Sun
5,Ah! My Goddess
6,Ah! My Goddess: Flights of Fancy
7,Ah! My Goddess: The Movie
8,Ah! My Goddess TV
9,Air
10,Air Gear
11,Ai Yori Aoshi
12,Aka-chan to Boku
13,Akagami no Shirayukihime
14,Akame ga Kill!
15,Akane Maniax
16,Akira
17,Aldnoah Zero
18,Aldnoah Zero (2015)
19,A Letter to Momo
20,All Purpose Cultural Cat Girl Nuku Nuku
21,Amagami SS
22,Amagi Brilliant Park
23,Amnesia
24,Android Kikaider
25,Angel Beats!
26,Angelic Layer
27,Angelique OVA 4
28,Angelique - Shiroi Tsubasa no Memoire
29,Angel Sanctuary
30,Angel Tales 2
31,Animation Runner Kuromi
32,Animation Runner Kuromi 2
33,Animatrix
34,Ano Hi Mita Hana no Namae o Boku-tachi wa Mada Shiranai.
35,Ano Hi Mita Hana no Namae o Boku-tachi wa Mada Shiranai. Movie
36,Ano Natsu de Matteru
37,Aoharu x Kikanjuu
38,Appleseed
39,Appleseed: Ex Machina
40,Appleseed Movie
41,Aquarion Evol
42,Area 88 TV
43,Area no Kishi
44,Arslan Senki
45,Arve Rezzle: Kikaijikake no Yousei-tachi
46,Asatte no Houkou
47,Attack on Titan
48,Attack on Titan Movie 1: Guren no Yumiya
49,Attack on Titan Movie 2: Jiyuu no Tsubasa
