id,title
0,honorific_prefix
1,name
2,honorific_suffix
3,image
4,image_size (imagesize)
5,alt
6,caption
7,birth_name
8,birth_date
9,birth_place
10,disappeared_date
11,disappeared_place
12,disappeared_status
13,death_date
14,death_place
15,death_cause
16,body_discovered
17,resting_place
18,resting_place_coordinates
19,monuments
20,residence
21,nationality
22,other_names
23,ethnicity
24,citizenship
25,education
26,alma_mater
27,occupation
28,years_active
29,employer
30,organization
31,agent
32,known_for (known)
33,notable_works
34,style
35,influences
36,influenced
37,home_town
38,salary
39,net_worth
40,height
41,weight
42,television
43,title
44,term
45,predecessor
46,successor
47,party
48,movement
49,opponents
50,boards
51,religion
52,denomination
53,criminal_charge criminal_penalty criminal_status
54,spouse
55,partner
56,children
57,parents
58,relatives (relations)
59,callsign
60,awards
61,signature
62,module module2 module3 module4 module5 module6
63,website
64,footnotes
