id,title
0,rs27568487 MPD | dbSNP | MGI SNP Detail
1,rs27568486 MPD | dbSNP | MGI SNP Detail
2,rs27568485 MPD | dbSNP | MGI SNP Detail
3,rs27568484 MPD | dbSNP | MGI SNP Detail
4,rs27568483 MPD | dbSNP | MGI SNP Detail
5,rs27568482 MPD | dbSNP | MGI SNP Detail
6,rs27568481 MPD | dbSNP | MGI SNP Detail
7,rs27568480 MPD | dbSNP | MGI SNP Detail
8,rs27568479 MPD | dbSNP | MGI SNP Detail
9,rs32731670 MPD | dbSNP | MGI SNP Detail
10,rs27568478 MPD | dbSNP | MGI SNP Detail
11,rs27568477 MPD | dbSNP | MGI SNP Detail
12,rs27568476 MPD | dbSNP | MGI SNP Detail
13,rs27568475 MPD | dbSNP | MGI SNP Detail
14,rs27568474 MPD | dbSNP | MGI SNP Detail
15,rs27568473 MPD | dbSNP | MGI SNP Detail
16,rs27568472 MPD | dbSNP | MGI SNP Detail
17,rs27568471 MPD | dbSNP | MGI SNP Detail
18,rs27568470 MPD | dbSNP | MGI SNP Detail
19,rs27568469 MPD | dbSNP | MGI SNP Detail
20,rs27568468 MPD | dbSNP | MGI SNP Detail
21,rs27568467 MPD | dbSNP | MGI SNP Detail
22,rs27568466 MPD | dbSNP | MGI SNP Detail
23,rs27568465 MPD | dbSNP | MGI SNP Detail
24,rs27568464 MPD | dbSNP | MGI SNP Detail
25,SNP ID (dbSNP Build 137)
26,rs27568463 MPD | dbSNP | MGI SNP Detail
27,rs27568462 MPD | dbSNP | MGI SNP Detail
28,rs27568461 MPD | dbSNP | MGI SNP Detail
29,rs27568460 MPD | dbSNP | MGI SNP Detail
30,rs27568459 MPD | dbSNP | MGI SNP Detail
31,rs27568458 MPD | dbSNP | MGI SNP Detail
32,rs27568457 MPD | dbSNP | MGI SNP Detail
33,rs27568456 MPD | dbSNP | MGI SNP Detail
34,rs27568455 MPD | dbSNP | MGI SNP Detail
35,rs27568454 MPD | dbSNP | MGI SNP Detail
36,rs27568453 MPD | dbSNP | MGI SNP Detail
37,rs27568452 MPD | dbSNP | MGI SNP Detail
38,rs27568451 MPD | dbSNP | MGI SNP Detail
39,rs27568450 MPD | dbSNP | MGI SNP Detail
40,rs27568449 MPD | dbSNP | MGI SNP Detail
41,rs27568448 MPD | dbSNP | MGI SNP Detail
42,rs27568447 MPD | dbSNP | MGI SNP Detail
43,rs27568446 MPD | dbSNP | MGI SNP Detail
44,rs27568445 MPD | dbSNP | MGI SNP Detail
45,rs27568444 MPD | dbSNP | MGI SNP Detail
46,rs27568443 MPD | dbSNP | MGI SNP Detail
47,rs27568442 MPD | dbSNP | MGI SNP Detail
48,rs27568441 MPD | dbSNP | MGI SNP Detail
49,rs27568440 MPD | dbSNP | MGI SNP Detail
50,rs27568439 MPD | dbSNP | MGI SNP Detail
51,SNP ID (dbSNP Build 137)
52,rs27568438 MPD | dbSNP | MGI SNP Detail
53,rs27568437 MPD | dbSNP | MGI SNP Detail
54,rs27568436 MPD | dbSNP | MGI SNP Detail
55,rs27568435 MPD | dbSNP | MGI SNP Detail
56,rs27568434 MPD | dbSNP | MGI SNP Detail
57,rs27568433 MPD | dbSNP | MGI SNP Detail
58,rs27568432 MPD | dbSNP | MGI SNP Detail
59,rs27568431 MPD | dbSNP | MGI SNP Detail
60,rs27568430 MPD | dbSNP | MGI SNP Detail
61,rs27568429 MPD | dbSNP | MGI SNP Detail
62,rs27568428 MPD | dbSNP | MGI SNP Detail
63,rs27568427 MPD | dbSNP | MGI SNP Detail
64,rs27568426 MPD | dbSNP | MGI SNP Detail
65,rs27568425 MPD | dbSNP | MGI SNP Detail
66,rs27568424 MPD | dbSNP | MGI SNP Detail
67,rs27568423 MPD | dbSNP | MGI SNP Detail
68,rs27568422 MPD | dbSNP | MGI SNP Detail
69,rs27568421 MPD | dbSNP | MGI SNP Detail
70,rs27568420 MPD | dbSNP | MGI SNP Detail
71,rs27568419 MPD | dbSNP | MGI SNP Detail
72,rs27568418 MPD | dbSNP | MGI SNP Detail
73,rs27568417 MPD | dbSNP | MGI SNP Detail
74,rs27568416 MPD | dbSNP | MGI SNP Detail
75,rs27568415 MPD | dbSNP | MGI SNP Detail
76,rs27568414 MPD | dbSNP | MGI SNP Detail
77,SNP ID (dbSNP Build 137)
78,rs27568413 MPD | dbSNP | MGI SNP Detail
79,rs27568412 MPD | dbSNP | MGI SNP Detail
80,rs27568411 MPD | dbSNP | MGI SNP Detail
81,rs27568410 MPD | dbSNP | MGI SNP Detail
82,rs27568409 MPD | dbSNP | MGI SNP Detail
83,rs27568408 MPD | dbSNP | MGI SNP Detail
84,rs27568407 MPD | dbSNP | MGI SNP Detail
85,rs27568406 MPD | dbSNP | MGI SNP Detail
86,rs27568405 MPD | dbSNP | MGI SNP Detail
87,rs27568404 MPD | dbSNP | MGI SNP Detail
88,rs27568403 MPD | dbSNP | MGI SNP Detail
89,rs27568402 MPD | dbSNP | MGI SNP Detail
90,rs27568401 MPD | dbSNP | MGI SNP Detail
91,rs27568400 MPD | dbSNP | MGI SNP Detail
92,rs27568399 MPD | dbSNP | MGI SNP Detail
93,rs27568398 MPD | dbSNP | MGI SNP Detail
94,rs31890520 MPD | dbSNP | MGI SNP Detail
95,rs32267678 MPD | dbSNP | MGI SNP Detail
96,rs27568397 MPD | dbSNP | MGI SNP Detail
97,rs27568396 MPD | dbSNP | MGI SNP Detail
98,rs27568395 MPD | dbSNP | MGI SNP Detail
99,rs27568394 MPD | dbSNP | MGI SNP Detail
100,rs27568393 MPD | dbSNP | MGI SNP Detail
101,rs27568392 MPD | dbSNP | MGI SNP Detail
102,rs27568391 MPD | dbSNP | MGI SNP Detail
103,SNP ID (dbSNP Build 137)
104,rs27568390 MPD | dbSNP | MGI SNP Detail
105,rs27568389 MPD | dbSNP | MGI SNP Detail
106,rs27568388 MPD | dbSNP | MGI SNP Detail
107,rs27568387 MPD | dbSNP | MGI SNP Detail
