id,title
0,rs28107604 MPD | dbSNP | MGI SNP Detail
1,rs28107603 MPD | dbSNP | MGI SNP Detail
2,rs28107602 MPD | dbSNP | MGI SNP Detail
3,rs28107601 MPD | dbSNP | MGI SNP Detail
4,rs28107600 MPD | dbSNP | MGI SNP Detail
5,rs28107599 MPD | dbSNP | MGI SNP Detail
6,rs28107598 MPD | dbSNP | MGI SNP Detail
7,rs28107597 MPD | dbSNP | MGI SNP Detail
8,rs28107596 MPD | dbSNP | MGI SNP Detail
9,rs220789439 MPD | dbSNP | MGI SNP Detail
10,rs28107595 MPD | dbSNP | MGI SNP Detail
11,rs28107594 MPD | dbSNP | MGI SNP Detail
12,rs28107593 MPD | dbSNP | MGI SNP Detail
13,rs28107592 MPD | dbSNP | MGI SNP Detail
14,rs32108220 MPD | dbSNP | MGI SNP Detail
15,rs32713855 MPD | dbSNP | MGI SNP Detail
16,rs28107591 MPD | dbSNP | MGI SNP Detail
17,rs28107590 MPD | dbSNP | MGI SNP Detail
18,rs28107589 MPD | dbSNP | MGI SNP Detail
19,rs32785645 MPD | dbSNP | MGI SNP Detail
20,rs229208715 MPD | dbSNP | MGI SNP Detail
21,rs241940553 MPD | dbSNP | MGI SNP Detail
22,rs28107588 MPD | dbSNP | MGI SNP Detail
23,rs31938325 MPD | dbSNP | MGI SNP Detail
24,rs28107587 MPD | dbSNP | MGI SNP Detail
25,SNP ID (dbSNP Build 137)
26,rs213530100 MPD | dbSNP | MGI SNP Detail
27,rs28107586 MPD | dbSNP | MGI SNP Detail
28,rs49933596 MPD | dbSNP | MGI SNP Detail
29,rs50785281 MPD | dbSNP | MGI SNP Detail
30,rs47221847 MPD | dbSNP | MGI SNP Detail
31,rs52227434 MPD | dbSNP | MGI SNP Detail
32,rs32637289 MPD | dbSNP | MGI SNP Detail
33,rs31923066 MPD | dbSNP | MGI SNP Detail
34,rs32290200 MPD | dbSNP | MGI SNP Detail
35,rs46988276 MPD | dbSNP | MGI SNP Detail
36,rs32927817 MPD | dbSNP | MGI SNP Detail
37,rs32605529 MPD | dbSNP | MGI SNP Detail
38,rs31770400 MPD | dbSNP | MGI SNP Detail
39,rs32073601 MPD | dbSNP | MGI SNP Detail
40,rs32275655 MPD | dbSNP | MGI SNP Detail
41,rs32920566 MPD | dbSNP | MGI SNP Detail
42,rs32251681 MPD | dbSNP | MGI SNP Detail
43,rs32693210 MPD | dbSNP | MGI SNP Detail
44,rs28107585 MPD | dbSNP | MGI SNP Detail
45,rs28107584 MPD | dbSNP | MGI SNP Detail
46,rs32988749 MPD | dbSNP | MGI SNP Detail
47,rs6358151 MPD | dbSNP | MGI SNP Detail
48,rs6358632 MPD | dbSNP | MGI SNP Detail
49,rs6358665 MPD | dbSNP | MGI SNP Detail
50,rs28107583 MPD | dbSNP | MGI SNP Detail
51,SNP ID (dbSNP Build 137)
52,rs28107582 MPD | dbSNP | MGI SNP Detail
53,rs6360116 MPD | dbSNP | MGI SNP Detail
54,rs28107581 MPD | dbSNP | MGI SNP Detail
55,rs28107580 MPD | dbSNP | MGI SNP Detail
56,rs28107579 MPD | dbSNP | MGI SNP Detail
57,rs28107578 MPD | dbSNP | MGI SNP Detail
58,rs28107577 MPD | dbSNP | MGI SNP Detail
59,rs31811900 MPD | dbSNP | MGI SNP Detail
60,rs32252122 MPD | dbSNP | MGI SNP Detail
61,rs32561504 MPD | dbSNP | MGI SNP Detail
62,rs28107576 MPD | dbSNP | MGI SNP Detail
63,rs32952615 MPD | dbSNP | MGI SNP Detail
64,rs28107575 MPD | dbSNP | MGI SNP Detail
65,rs28107574 MPD | dbSNP | MGI SNP Detail
66,rs28107573 MPD | dbSNP | MGI SNP Detail
67,rs28107572 MPD | dbSNP | MGI SNP Detail
68,rs31771606 MPD | dbSNP | MGI SNP Detail
69,rs50358538 MPD | dbSNP | MGI SNP Detail
70,rs220638139 MPD | dbSNP | MGI SNP Detail
71,rs28107571 MPD | dbSNP | MGI SNP Detail
72,rs28107570 MPD | dbSNP | MGI SNP Detail
73,rs28107569 MPD | dbSNP | MGI SNP Detail
74,rs28107568 MPD | dbSNP | MGI SNP Detail
75,rs28107567 MPD | dbSNP | MGI SNP Detail
76,rs28107566 MPD | dbSNP | MGI SNP Detail
77,SNP ID (dbSNP Build 137)
78,rs28107565 MPD | dbSNP | MGI SNP Detail
79,rs49942303 MPD | dbSNP | MGI SNP Detail
