id,title
0,accent-height
1,accumulate
2,alphabetic
3,amplitude
4,arabic-form
5,ascent
6,attributeType
7,azimuth
8,baseFrequency
9,baseProfile
10,bbox
11,bias
12,by
13,calcMode
14,cap-height
15,class
16,clipPathUnits
17,contentScriptType
18,contentStyleType
19,cx
20,cy
21,d
22,descent
23,diffuseConstant
24,direction
25,divisor
26,dur
27,dx
28,dy
29,edgeMode
30,editable
31,elevation
32,end
33,exponent
34,externalResourcesRequired
35,fill
36,filterRes
37,filterUnits
38,focusHighlight
39,focusable
40,font-family
41,font-size
42,font-stretch
43,font-style
44,font-variant
45,font-weight
46,format
47,from
48,fx
49,fy
50,g1
51,g2
52,glyph-name
53,glyphRef
54,gradientTransform
55,gradientUnits
56,hanging
57,height
58,horiz-adv-x
59,horiz-origin-x
60,horiz-origin-y
61,ideographic
62,in
63,in2
64,initialVisibility
65,intercept
66,k
67,k1
68,k2
69,k3
70,k4
71,kernelMatrix
72,kernelUnitLength
73,keyPoints
74,keySplines
75,keyTimes
76,lang
77,lengthAdjust
78,limitingConeAngle
79,local
80,markerHeight
81,markerUnits
82,markerWidth
83,maskContentUnits
84,maskUnits
85,mathematical
86,max
87,media
88,method
89,min
90,mode
91,name
92,nav-down
93,nav-down-left
94,nav-down-right
95,nav-left
96,nav-next
97,nav-prev
98,nav-right
99,nav-up
100,nav-up-left
101,nav-up-right
102,numOctaves
103,offset
104,onabort
105,onactivate
106,onbegin
107,onclick
108,onend
109,onerror
110,onfocusin
111,onfocusout
112,onload
113,onmousedown
114,onmousemove
115,onmouseout
116,onmouseover
117,onmouseup
118,onrepeat
119,onresize
120,onscroll
121,onunload
122,onzoom
123,operator
124,order
125,orient
126,orientation
127,overline-position
128,overline-thickness
129,panose-1
130,path
131,pathLength
132,patternContentUnits
133,patternTransform
134,patternUnits
135,points
136,pointsAtX
137,pointsAtY
138,pointsAtZ
139,preserveAlpha
140,preserveAspectRatio
141,primitiveUnits
142,r
143,radius
144,refX
145,refY
146,rendering-intent
147,repeatCount
148,repeatDur
149,requiredExtensions
150,requiredFeatures
151,requiredFonts
152,requiredFormats
153,restart
154,result
155,rotate
156,rx
157,ry
158,scale
159,seed
160,slope
161,slope
162,snapshotTime
163,spacing
164,specularConstant
165,specularConstant
166,specularExponent
167,spreadMethod
168,startOffset
169,stdDeviation
170,stemh
171,stemv
172,stitchTiles
173,strikethrough-position
174,strikethrough-thickness
175,style
176,surfaceScale
177,syncBehavior
178,syncBehaviorDefault
179,syncMaster
180,syncTolerance
181,syncToleranceDefault
182,systemLanguage
183,tableValues
184,target
185,targetX
186,targetY
187,textLength
188,title
189,to
190,transform
191,type
192,u1
193,u2
194,underline-position
195,underline-thickness
196,unicode
197,unicode-range
198,units-per-em
199,v-alphabetic
200,v-hanging
201,v-ideographic
202,v-mathematical
203,values
204,version
205,vert-adv-y
206,vert-origin-x
207,vert-origin-y
208,viewBox
209,viewTarget
210,width
211,widths
212,x
213,x-height
214,x1
215,x2
216,xChannelSelector
217,xlink:actuate
218,xlink:arcrole
219,xlink:href
220,xlink:role
221,xlink:show
222,xlink:title
223,xlink:type
224,xml:base
225,xml:space
226,xmlns
227,xmlns:xlink
228,y
229,y1
230,y2
231,yChannelSelector
232,z
233,zoomAndPan
