id,title
0,election_name
1,država
2,flag_year
3,flag_image
4,type
5,vote_type
6,ongoing
7,stranka_colour
8,stranka_name
9,previous_election
10,previous_year
11,previous_mps
12,election_date
13,elected_mps
14,next_election
15,next_year
16,next_mps
17,votes_for_election
18,needed_votes
19,seats_for_election
20,majority_seats
21,opinion_polls
22,turnout
23,image1
24,colour1
25,nominee1
26,lider1
27,party1
28,alliance1
29,home_state1
30,running_mate1
31,electoral_vote1
32,delegate_count1
33,states_carried1
34,lider_od1
35,leaders_seat1
36,last_election1
37,seats_before1
38,seats_needed1
39,seats1
40,seats_after1
41,seat_change1
42,popular_vote1
43,percentage1
44,swing1
45,poll1_date
46,poll1_source
47,poll1_nominee1
48,poll1_party1
49,1blank
50,1data1
51,map_image
52,map_size
53,map_alt
54,map
55,map_caption
56,title
57,before_election
58,before_party
59,posttitle
60,after_election
61,after_party
