id,title
0,rs29253972 MPD | dbSNP | MGI SNP Detail
1,rs29253971 MPD | dbSNP | MGI SNP Detail
2,rs29253970 MPD | dbSNP | MGI SNP Detail
3,rs29253969 MPD | dbSNP | MGI SNP Detail
4,rs29253968 MPD | dbSNP | MGI SNP Detail
5,rs29253967 MPD | dbSNP | MGI SNP Detail
6,rs29253966 MPD | dbSNP | MGI SNP Detail
7,rs29253965 MPD | dbSNP | MGI SNP Detail
8,rs29253964 MPD | dbSNP | MGI SNP Detail
9,rs29253543 MPD | dbSNP | MGI SNP Detail
10,rs29253542 MPD | dbSNP | MGI SNP Detail
11,rs46755536 MPD | dbSNP | MGI SNP Detail
12,rs29253541 MPD | dbSNP | MGI SNP Detail
13,rs221555161 MPD | dbSNP | MGI SNP Detail
14,rs29253540 MPD | dbSNP | MGI SNP Detail
15,rs29253539 MPD | dbSNP | MGI SNP Detail
16,rs29253538 MPD | dbSNP | MGI SNP Detail
17,rs29253537 MPD | dbSNP | MGI SNP Detail
18,rs29253536 MPD | dbSNP | MGI SNP Detail
19,rs29253535 MPD | dbSNP | MGI SNP Detail
20,rs29253534 MPD | dbSNP | MGI SNP Detail
21,rs29258123 MPD | dbSNP | MGI SNP Detail
22,rs29258122 MPD | dbSNP | MGI SNP Detail
23,rs29258121 MPD | dbSNP | MGI SNP Detail
24,rs29258120 MPD | dbSNP | MGI SNP Detail
25,SNP ID (dbSNP Build 137)
26,rs29258119 MPD | dbSNP | MGI SNP Detail
27,rs29258118 MPD | dbSNP | MGI SNP Detail
28,rs29258117 MPD | dbSNP | MGI SNP Detail
29,rs29258116 MPD | dbSNP | MGI SNP Detail
30,rs29258115 MPD | dbSNP | MGI SNP Detail
31,rs29258114 MPD | dbSNP | MGI SNP Detail
32,rs29257653 MPD | dbSNP | MGI SNP Detail
33,rs29257652 MPD | dbSNP | MGI SNP Detail
34,rs29257651 MPD | dbSNP | MGI SNP Detail
35,rs29257650 MPD | dbSNP | MGI SNP Detail
36,rs29257649 MPD | dbSNP | MGI SNP Detail
37,rs29257648 MPD | dbSNP | MGI SNP Detail
38,rs29257647 MPD | dbSNP | MGI SNP Detail
39,rs29257646 MPD | dbSNP | MGI SNP Detail
40,rs29257645 MPD | dbSNP | MGI SNP Detail
41,rs29257644 MPD | dbSNP | MGI SNP Detail
42,rs29257083 MPD | dbSNP | MGI SNP Detail
43,rs29257082 MPD | dbSNP | MGI SNP Detail
44,rs29257081 MPD | dbSNP | MGI SNP Detail
45,rs29257080 MPD | dbSNP | MGI SNP Detail
46,rs29257079 MPD | dbSNP | MGI SNP Detail
47,rs29257078 MPD | dbSNP | MGI SNP Detail
48,rs29257077 MPD | dbSNP | MGI SNP Detail
49,rs29257076 MPD | dbSNP | MGI SNP Detail
50,rs29257075 MPD | dbSNP | MGI SNP Detail
51,SNP ID (dbSNP Build 137)
52,rs29257074 MPD | dbSNP | MGI SNP Detail
53,rs29256543 MPD | dbSNP | MGI SNP Detail
54,rs29256542 MPD | dbSNP | MGI SNP Detail
55,rs29256541 MPD | dbSNP | MGI SNP Detail
56,rs29256540 MPD | dbSNP | MGI SNP Detail
57,rs29256539 MPD | dbSNP | MGI SNP Detail
58,rs29256538 MPD | dbSNP | MGI SNP Detail
59,rs29256537 MPD | dbSNP | MGI SNP Detail
60,rs29256536 MPD | dbSNP | MGI SNP Detail
61,rs29256535 MPD | dbSNP | MGI SNP Detail
62,rs29256534 MPD | dbSNP | MGI SNP Detail
63,rs29256033 MPD | dbSNP | MGI SNP Detail
64,rs29256032 MPD | dbSNP | MGI SNP Detail
65,rs29256031 MPD | dbSNP | MGI SNP Detail
66,rs29256030 MPD | dbSNP | MGI SNP Detail
67,rs29256029 MPD | dbSNP | MGI SNP Detail
68,rs29256028 MPD | dbSNP | MGI SNP Detail
69,rs29256027 MPD | dbSNP | MGI SNP Detail
70,rs29256026 MPD | dbSNP | MGI SNP Detail
71,rs29256025 MPD | dbSNP | MGI SNP Detail
72,rs29256024 MPD | dbSNP | MGI SNP Detail
73,rs29255483 MPD | dbSNP | MGI SNP Detail
