id,title
0,rs259111776 MPD | dbSNP | MGI SNP Detail
1,rs226415958 MPD | dbSNP | MGI SNP Detail
2,rs244914892 MPD | dbSNP | MGI SNP Detail
3,rs27340055 MPD | dbSNP | MGI SNP Detail
4,rs27340054 MPD | dbSNP | MGI SNP Detail
5,rs27340053 MPD | dbSNP | MGI SNP Detail
6,rs259725032 MPD | dbSNP | MGI SNP Detail
7,rs217553863 MPD | dbSNP | MGI SNP Detail
8,rs27340052 MPD | dbSNP | MGI SNP Detail
9,rs27340051 MPD | dbSNP | MGI SNP Detail
10,rs246315416 MPD | dbSNP | MGI SNP Detail
11,rs215571786 MPD | dbSNP | MGI SNP Detail
12,rs27340050 MPD | dbSNP | MGI SNP Detail
13,rs250000147 MPD | dbSNP | MGI SNP Detail
14,rs27340049 MPD | dbSNP | MGI SNP Detail
15,rs234863253 MPD | dbSNP | MGI SNP Detail
16,rs27340048 MPD | dbSNP | MGI SNP Detail
17,rs264336400 MPD | dbSNP | MGI SNP Detail
18,rs27340047 MPD | dbSNP | MGI SNP Detail
19,rs249236273 MPD | dbSNP | MGI SNP Detail
20,rs27340046 MPD | dbSNP | MGI SNP Detail
21,rs27340045 MPD | dbSNP | MGI SNP Detail
22,rs27340044 MPD | dbSNP | MGI SNP Detail
23,rs27340043 MPD | dbSNP | MGI SNP Detail
24,rs27340042 MPD | dbSNP | MGI SNP Detail
25,SNP ID (dbSNP Build 137)
26,rs27340041 MPD | dbSNP | MGI SNP Detail
27,rs27340040 MPD | dbSNP | MGI SNP Detail
28,rs27340039 MPD | dbSNP | MGI SNP Detail
29,rs29929471 MPD | dbSNP | MGI SNP Detail
30,rs29906914 MPD | dbSNP | MGI SNP Detail
31,rs27340038 MPD | dbSNP | MGI SNP Detail
32,rs27340037 MPD | dbSNP | MGI SNP Detail
33,rs27340036 MPD | dbSNP | MGI SNP Detail
34,rs27340035 MPD | dbSNP | MGI SNP Detail
35,rs27340034 MPD | dbSNP | MGI SNP Detail
36,rs29626382 MPD | dbSNP | MGI SNP Detail
37,rs33483459 MPD | dbSNP | MGI SNP Detail
38,rs52302374 MPD | dbSNP | MGI SNP Detail
39,rs232065814 MPD | dbSNP | MGI SNP Detail
40,rs27340033 MPD | dbSNP | MGI SNP Detail
41,rs27340032 MPD | dbSNP | MGI SNP Detail
42,rs46071474 MPD | dbSNP | MGI SNP Detail
43,rs27340031 MPD | dbSNP | MGI SNP Detail
44,rs27340030 MPD | dbSNP | MGI SNP Detail
45,rs27340029 MPD | dbSNP | MGI SNP Detail
46,rs27340028 MPD | dbSNP | MGI SNP Detail
47,rs27340027 MPD | dbSNP | MGI SNP Detail
48,rs51808093 MPD | dbSNP | MGI SNP Detail
49,rs29503857 MPD | dbSNP | MGI SNP Detail
50,rs27340026 MPD | dbSNP | MGI SNP Detail
51,SNP ID (dbSNP Build 137)
52,rs27340025 MPD | dbSNP | MGI SNP Detail
53,rs27340024 MPD | dbSNP | MGI SNP Detail
54,rs45676546 MPD | dbSNP | MGI SNP Detail
55,rs49133949 MPD | dbSNP | MGI SNP Detail
56,rs27340023 MPD | dbSNP | MGI SNP Detail
57,rs27340022 MPD | dbSNP | MGI SNP Detail
58,rs27340021 MPD | dbSNP | MGI SNP Detail
59,rs27340020 MPD | dbSNP | MGI SNP Detail
60,rs29915456 MPD | dbSNP | MGI SNP Detail
