id,title
0,rs30564977 MPD | dbSNP | MGI SNP Detail
1,rs30981693 MPD | dbSNP | MGI SNP Detail
2,rs30981692 MPD | dbSNP | MGI SNP Detail
3,rs30981691 MPD | dbSNP | MGI SNP Detail
4,rs32532282 MPD | dbSNP | MGI SNP Detail
5,rs238465199 MPD | dbSNP | MGI SNP Detail
6,rs260916859 MPD | dbSNP | MGI SNP Detail
7,rs229325366 MPD | dbSNP | MGI SNP Detail
8,rs30981690 MPD | dbSNP | MGI SNP Detail
9,rs246550007 MPD | dbSNP | MGI SNP Detail
10,rs31181411 MPD | dbSNP | MGI SNP Detail
11,rs30981689 MPD | dbSNP | MGI SNP Detail
12,rs6195863 MPD | dbSNP | MGI SNP Detail
13,rs6197084 MPD | dbSNP | MGI SNP Detail
14,rs32057271 MPD | dbSNP | MGI SNP Detail
15,rs30981688 MPD | dbSNP | MGI SNP Detail
16,rs30981687 MPD | dbSNP | MGI SNP Detail
17,rs30981686 MPD | dbSNP | MGI SNP Detail
18,rs30981685 MPD | dbSNP | MGI SNP Detail
19,rs30981684 MPD | dbSNP | MGI SNP Detail
20,rs30980933 MPD | dbSNP | MGI SNP Detail
21,rs30980932 MPD | dbSNP | MGI SNP Detail
22,rs31448609 MPD | dbSNP | MGI SNP Detail
23,rs32778485 MPD | dbSNP | MGI SNP Detail
24,rs251657363 MPD | dbSNP | MGI SNP Detail
25,SNP ID (dbSNP Build 137)
26,rs222212647 MPD | dbSNP | MGI SNP Detail
27,rs30980931 MPD | dbSNP | MGI SNP Detail
28,rs30980930 MPD | dbSNP | MGI SNP Detail
29,rs30980929 MPD | dbSNP | MGI SNP Detail
30,rs30980928 MPD | dbSNP | MGI SNP Detail
31,rs30980927 MPD | dbSNP | MGI SNP Detail
32,rs220455818 MPD | dbSNP | MGI SNP Detail
33,rs238329144 MPD | dbSNP | MGI SNP Detail
34,rs30980926 MPD | dbSNP | MGI SNP Detail
35,rs30980925 MPD | dbSNP | MGI SNP Detail
36,rs30980924 MPD | dbSNP | MGI SNP Detail
37,rs30980053 MPD | dbSNP | MGI SNP Detail
38,rs30980052 MPD | dbSNP | MGI SNP Detail
39,rs30980051 MPD | dbSNP | MGI SNP Detail
40,rs30980050 MPD | dbSNP | MGI SNP Detail
41,rs30980049 MPD | dbSNP | MGI SNP Detail
42,rs30980048 MPD | dbSNP | MGI SNP Detail
43,rs30980047 MPD | dbSNP | MGI SNP Detail
44,rs30980046 MPD | dbSNP | MGI SNP Detail
45,rs30980045 MPD | dbSNP | MGI SNP Detail
46,rs30980044 MPD | dbSNP | MGI SNP Detail
47,rs30978973 MPD | dbSNP | MGI SNP Detail
48,rs30978972 MPD | dbSNP | MGI SNP Detail
49,rs30978971 MPD | dbSNP | MGI SNP Detail
50,rs6263610 MPD | dbSNP | MGI SNP Detail
51,SNP ID (dbSNP Build 137)
52,rs47022754 MPD | dbSNP | MGI SNP Detail
53,rs6264152 MPD | dbSNP | MGI SNP Detail
54,rs6278151 MPD | dbSNP | MGI SNP Detail
55,rs30978970 MPD | dbSNP | MGI SNP Detail
56,rs6278664 MPD | dbSNP | MGI SNP Detail
57,rs30978969 MPD | dbSNP | MGI SNP Detail
58,rs30978968 MPD | dbSNP | MGI SNP Detail
59,rs30978967 MPD | dbSNP | MGI SNP Detail
60,rs30978966 MPD | dbSNP | MGI SNP Detail
