id,title
0,alert
1,anchor
2,append
3,bgcolor
4,curvecolor
5,datatransform
6,debug
7,defaultcolor
8,docurve
9,dogridx
10,dogridy
11,dopoints
12,doptlabels
13,dotrendline
14,dotrendeqn
15,doxaxis
16,doxticnums
17,doxtics
18,doyticnums
19,doyaxis
20,doytics
21,graphheight
22,graphleft
23,graphtop
24,graphwidth
25,histogram
26,imagedir
27,info
28,keepopen
29,key
30,keyx
31,keyy
32,labelsonly
33,linewidth
34,majorticlength
35,maxaddpoints
36,minorticlength
37,onmousedown
38,onmousemove
39,onmouseup
40,overwrite
41,ptsize
42,quicktrend
43,style
44,ticwidth
45,title
46,trendcolor
47,trenddigits
48,trendlabelx
49,trendlabely
50,xaxisaty
51,xaxislabel
52,xaxislabelx
53,xaxislabely
54,xclip
55,xmax
56,xmin
57,xnumdigits
58,xstep
59,xticfirst
60,xticmajor
61,xticminor
62,xvar
63,yaxisatx
64,yaxislabel
65,yaxislabelx
66,yaxislabely
67,yclip
68,ymax
69,ymin
70,ynumdigits
71,yticfirst
72,yticmajor
73,yticminor
74,yvar
