candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
NCAATeamSeason_left,title,0.9060313105583191,"1899 Sewanee Tigers football team, 2005 Texas Longhorns football team, 1995 Nebraska Cornhuskers football team, 2006 Texas Longhorns football team, 2006 Colorado Buffaloes football team","1899 Sewanee Tigers football team, 2005 Texas Longhorns football team, 1995 Nebraska Cornhuskers football team, 2006 Texas Longhorns football team, 2006 Colorado Buffaloes football team",2012 mcneese state cowboys football team↔2012 mcneese state cowboys football team(1.00) | 1974 michigan wolverines football team↔1974 michigan wolverines football team(1.00) | 2012 morgan state bears football team↔2012 morgan state bears football team(1.00) | 1932 minnesota golden gophers football team↔1932 minnesota golden gophers football team(1.00) | 1965 texas longhorns football team↔1965 texas longhorns football team(1.00) | 1999 texas tech red raiders football team↔1999 texas tech red raiders football team(1.00) | 1995 michigan wolverines football team↔1995 michigan wolverines football team(1.00) | 1922 tennessee volunteers football team↔1922 tennessee volunteers football team(1.00) | 2003 temple owls football team↔2003 temple owls football team(1.00) | 1988 oklahoma sooners football team↔1988 oklahoma sooners football team(1.00),200
NCAATeamSeason_right,title,0.8893305659294128,"1899 Sewanee Tigers football team, 2005 Texas Longhorns football team, 1995 Nebraska Cornhuskers football team, 2006 Texas Longhorns football team, 2006 Colorado Buffaloes football team","1893 LSU football team, 1894 LSU football team, 1895 LSU football team, 1892 Alabama Cadets football team, 1894 Alabama Crimson White football team",2008 fiu golden panthers football team↔2011 fiu golden panthers football team(0.98) | 2012 fiu panthers football team↔2012 fiu golden panthers football team(0.97) | 2013 hawaii warriors football team↔2013 hawaii rainbow warriors football team(0.97) | 1895 lsu tigers football team↔1895 lsu football team(0.97) | 1900 alabama crimson tide football team↔1900 alabama crimson white football team(0.96) | 2011 fiu panthers football team↔2010 fiu golden panthers football team(0.95) | 1980 ucf knights football team↔1979 ucf golden knights football team(0.94) | 1898 lsu tigers football team↔1894 lsu football team(0.94) | 1907 alabama crimson tide football team↔1906 alabama crimson white football team(0.93) | 1974 oregon webfoots football team↔1974 oregon ducks football team(0.93),34
NationalFootballLeagueSeason_right,title,0.6674529314041138,"1899 Sewanee Tigers football team, 2005 Texas Longhorns football team, 1995 Nebraska Cornhuskers football team, 2006 Texas Longhorns football team, 2006 Colorado Buffaloes football team","1900 Homestead Library & Athletic Club football season, 2003 FC Barcelona Dragons season, 1905 Canton Athletic Club season, 1911 Canton Professionals season, 1912 Canton Professionals season",1921 auburn tigers football team↔1921 detroit tigers season (nfl)(0.79) | 1907 vmi keydets football team↔1905 canton athletic club season(0.71) | 1900 montana grizzlies football team↔1900 homestead library & athletic club football season(0.69) | 2002 canisius golden griffins football team↔2002 fc barcelona dragons season(0.69) | 1913 vmi keydets football team↔1913 canton professionals season(0.67) | 1915 vmi keydets football team↔1914 canton professionals season(0.65) | 1997 canisius golden griffins football team↔1911 canton professionals season(0.64) | 1999 canisius golden griffins football team↔2003 fc barcelona dragons season(0.63) | 1915 ohio state buckeyes football team↔1912 canton professionals season(0.62) | 2011 alcorn state braves football team↔1996 minnesota fighting pike season(0.58),10
NationalFootballLeagueSeason_left,title,0.6668068170547485,"1899 Sewanee Tigers football team, 2005 Texas Longhorns football team, 1995 Nebraska Cornhuskers football team, 2006 Texas Longhorns football team, 2006 Colorado Buffaloes football team","Montreal Machine, New York/New Jersey Knights, San Antonio Riders, Sacramento Surge, Steagles",2010 wisconsin badgers football team↔2010 wisconsin wolfpack season(0.91) | 1923 wisconsin badgers football team↔1922 milwaukee badgers season(0.89) | 1999 california golden bears football team↔1999 chicago bears season(0.88) | 2011 jacksonville dolphins football team↔2013 miami dolphins season(0.88) | 1979 california golden bears football team↔1979 chicago bears season(0.87) | 1997 california golden bears football team↔1997 chicago bears season(0.87) | 2011 pittsburgh panthers football team↔2006 carolina panthers season(0.87) | 2003 california golden bears football team↔2003 chicago bears season(0.86) | 2001 california golden bears football team↔2001 chicago bears season(0.86) | 2005 bowling green falcons football team↔2005 atlanta falcons season(0.85),200
SoccerClubSeason_right,title,0.6121411323547363,"1899 Sewanee Tigers football team, 2005 Texas Longhorns football team, 1995 Nebraska Cornhuskers football team, 2006 Texas Longhorns football team, 2006 Colorado Buffaloes football team","2006 Australia national soccer team season, 2007 Australia national soccer team season, 2008 Australia national soccer team season, 2005 Australia national soccer team season, 2009 Australia national soccer team season",2010 vmi keydets football team↔2010 down gaa senior football(0.71) | 2009 vmi keydets football team↔2011 down gaa senior football(0.71) | 2011 campbell fighting camels football team↔2010 woodlands wellington fc season(0.70) | 2011 north alabama lions football team↔2011 down football season(0.70) | 2007 northern iowa panthers football team↔2013 carolina railhawks season(0.69) | 2009 bowling green falcons football team↔2009 down football season(0.68) | 2002 canisius golden griffins football team↔2002 australia national soccer team season(0.68) | 2012 northern colorado bears football team↔2012 down football season(0.67) | 2011 saint francis red flash football team↔2013 woodlands wellington fc season(0.67) | 2013 washington huskies football team↔2013 down football season(0.67),51
FootballLeagueSeason_left,title,0.6057233810424805,"1899 Sewanee Tigers football team, 2005 Texas Longhorns football team, 1995 Nebraska Cornhuskers football team, 2006 Texas Longhorns football team, 2006 Colorado Buffaloes football team","2003 Norwegian Premier League, 2004 Norwegian Premier League, Montreal Machine, 2003 Major League Soccer season, 1996 Major League Soccer season",2010 wisconsin badgers football team↔2010 wisconsin wolfpack season(0.91) | 2011 jacksonville dolphins football team↔2006 miami dolphins season(0.89) | 1927 wisconsin badgers football team↔1924 milwaukee badgers season(0.88) | 1999 california golden bears football team↔1999 chicago bears season(0.88) | 1927 michigan wolverines football team↔1928 detroit wolverines (nfl) season(0.85) | 2011 pittsburgh panthers football team↔2013 carolina panthers season(0.85) | 2001 pittsburgh panthers football team↔2002 carolina panthers season(0.84) | 2005 bowling green falcons football team↔2002 atlanta falcons season(0.84) | 1984 california golden bears football team↔1987 chicago bears season(0.84) | 1991 air force falcons football team↔1989 atlanta falcons season(0.84),200
SoccerClubSeason_left,title,0.5397957563400269,"1899 Sewanee Tigers football team, 2005 Texas Longhorns football team, 1995 Nebraska Cornhuskers football team, 2006 Texas Longhorns football team, 2006 Colorado Buffaloes football team","2005 SK Brann season, 2006 Australia national football team season, 2007 Australia national football team season, 2007 Shelbourne F.C. season, 2006 Houston Dynamo season",2010 akron zips football team↔2010 akron zips men's soccer team(0.89) | 2002 north carolina tar heels football team↔2011 north carolina tar heels men's soccer team(0.86) | 2002 ucla bruins football team↔2012 ucla bruins men's soccer team(0.86) | 2012 indiana hoosiers football team↔2012 indiana hoosiers men's soccer team(0.86) | 2010 connecticut huskies football team↔2011 connecticut huskies men's soccer team(0.86) | 2011 north carolina central eagles football team↔2011 charlotte eagles season(0.85) | 2011 maryland terrapins football team↔2012 maryland terrapins men's soccer team(0.85) | 2011 indiana hoosiers football team↔2012 fc indiana season(0.83) | 2012 virginia tech hokies football team↔2012 virginia tech hokies men's soccer team(0.83) | 2009 miami hurricanes football team↔2010 miami fc season(0.83),200
FootballLeagueSeason_right,title,0.5304741859436035,"1899 Sewanee Tigers football team, 2005 Texas Longhorns football team, 1995 Nebraska Cornhuskers football team, 2006 Texas Longhorns football team, 2006 Colorado Buffaloes football team","2003 Tippeligaen, 2004 Tippeligaen, 2005 Tippeligaen, 2002 Tippeligaen, 2001 Tippeligaen",1921 auburn tigers football team↔1921 detroit tigers season (nfl)(0.79) | 2009 vmi keydets football team↔2009 ffas senior league(0.72) | 1907 vmi keydets football team↔1905 canton athletic club season(0.71) | 2008 vmi keydets football team↔2008 ffas senior league(0.70) | 2010 vmi keydets football team↔2010 ffas senior league(0.70) | 2011 saint francis red flash football team↔2011 ffas senior league(0.70) | 2003 memphis tigers football team↔2003 mpsl season(0.69) | 1900 montana grizzlies football team↔1900 homestead library & athletic club football season(0.69) | 2004 east carolina pirates football team↔2004 mpsl season(0.69) | 2002 canisius golden griffins football team↔2002 fc barcelona dragons season(0.69),200
SoccerTournament_right,title,0.5006558895111084,"1899 Sewanee Tigers football team, 2005 Texas Longhorns football team, 1995 Nebraska Cornhuskers football team, 2006 Texas Longhorns football team, 2006 Colorado Buffaloes football team","2004 AFF Championship, 2005 UEFA European Under-19 Championship, 2004â05 OFC Club Championship, 2000â01 Oceania Club Championship, 2006 UEFA European Under-19 Championship",1934 michigan wolverines football team↔football at the 1934 far eastern championship games(0.71) | 2002 houston cougars football team↔2013 afc u-22 championship(0.71) | 2002 canisius golden griffins football team↔2010 afl europe championship(0.69) | 1965 kentucky wildcats football team↔1965 ncaa men's soccer championship(0.68) | 2004 east carolina pirates football team↔2011 afc beach soccer championship(0.67) | 1971 usc trojans football team↔1971 ncaa men's soccer championship(0.67) | 1963 usc trojans football team↔1963 ncaa men's soccer championship(0.67) | 2002 florida gators football team↔2000 aff championship(0.67) | 1964 washington state cougars football team↔1964 ncaa men's soccer championship(0.66) | 1972 usc trojans football team↔1972 ncaa university division men's soccer championship(0.66),200
FootballMatch_right,title,0.49933314323425293,"1899 Sewanee Tigers football team, 2005 Texas Longhorns football team, 1995 Nebraska Cornhuskers football team, 2006 Texas Longhorns football team, 2006 Colorado Buffaloes football team","Battle of Santiago (1962 FIFA World Cup), Battle of Berne (1954 FIFA World Cup), 2005 international rules series, Austria v Switzerland (1954 FIFA World Cup), 2001 Germany v England football match",2011 campbell fighting camels football team↔2011 conference premier play-off final(0.63) | 1992 pepperdine waves baseball team↔1989 misl all-star game(0.63) | 2002 canisius golden griffins football team↔2010â11 w-league grand final(0.63) | 2009 villanova wildcats football team↔2009 conference premier play-off final(0.62) | 2013 georgia state panthers baseball team↔2009 wps all-star game(0.62) | 2011 notre dame fighting irish football team↔2011 all-ireland minor hurling championship(0.61) | 2010 wayne state warriors football team↔2010 wps all-star game(0.60) | 1999 canisius golden griffins football team↔2010 conference premier play-off final(0.60) | 1966 notre dame fighting irish football team↔shamrock rovers xi v brazil(0.60) | 2004 east carolina pirates football team↔2008 conference premier play-off final(0.60),53
