candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
Case_left,title,0.8410877585411072,"Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade","Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade",62 cases of jam v. united states↔62 cases of jam v. united states(1.00) | slaughter-house cases↔slaughter-house cases(1.00) | holden v. hardy↔holden v. hardy(1.00) | wong sun v. united states↔wong sun v. united states(1.00) | ex parte joins↔ex parte joins(1.00) | ontario v. quon↔ontario v. quon(1.00) | christensen v. harris county↔christensen v. harris county(1.00) | kramer v. union free school district no. 15↔kramer v. union free school district no. 15(1.00) | berger v. new york↔berger v. new york(1.00) | albertson v. subversive activities control board↔albertson v. subversive activities control board(1.00),200
UnitOfWork_left,title,0.8384995460510254,"Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade","Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade",kramer v. union free school district no. 15↔kramer v. union free school district no. 15(1.00) | gunn v. university committee to end the war in viet nam↔gunn v. university committee to end the war in viet nam(1.00) | falbo v. united states↔falbo v. united states(1.00) | ontario v. quon↔ontario v. quon(1.00) | 62 cases of jam v. united states↔62 cases of jam v. united states(1.00) | preston v. ferrer↔preston v. ferrer(1.00) | ex parte joins↔ex parte joins(1.00) | holden v. hardy↔holden v. hardy(1.00) | ginsberg v. new york↔ginsberg v. new york(1.00) | o'connor v. donaldson↔o'connor v. donaldson(1.00),200
Case_right,title,0.8253233432769775,"Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade","Heart of Atlanta Motel, Inc. v. United States, NAACP v. Alabama, Santa Clara County v. Southern Pacific Railroad Co., Connecticut General Life Insurance Co. v. Johnson, Brushaber v. Union Pacific Railroad Co.","forest grove school district v. t. a.↔forest grove school district v. t.a.(1.00) | baldwin v. g. a. f. seelig, inc.↔baldwin v. g.a.f. seelig, inc.(1.00) | goodyear dunlop tires operations, s. a. v. brown↔goodyear dunlop tires operations, s.a. v. brown(1.00) | ex parte bain↔ex parte bain(1.00) | ransom v. fia card services, n. a.↔ransom v. fia card services, n.a.(1.00) | florida v. j. l.↔florida v. j.l.(1.00) | pacific gas & electric co. v. state energy resources conservation and development commission↔pacific gas & electric co. v. state energy resources conservation & development commission(1.00) | baldwin v. fish and game commission of montana↔baldwin v. fish & game commission of montana(1.00) | hurley v. irish-american gay, lesbian, and bisexual group of boston↔hurley v. irish-american gay, lesbian, & bisexual group of boston(1.00) | pfizer, inc. v. government of india↔pfizer inc. v. government of india(1.00)",200
UnitOfWork_right,title,0.8253233432769775,"Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade","Heart of Atlanta Motel, Inc. v. United States, NAACP v. Alabama, Santa Clara County v. Southern Pacific Railroad Co., Connecticut General Life Insurance Co. v. Johnson, Brushaber v. Union Pacific Railroad Co.","forest grove school district v. t. a.↔forest grove school district v. t.a.(1.00) | goodyear dunlop tires operations, s. a. v. brown↔goodyear dunlop tires operations, s.a. v. brown(1.00) | baldwin v. g. a. f. seelig, inc.↔baldwin v. g.a.f. seelig, inc.(1.00) | florida v. j. l.↔florida v. j.l.(1.00) | ex parte bain↔ex parte bain(1.00) | ransom v. fia card services, n. a.↔ransom v. fia card services, n.a.(1.00) | pacific gas & electric co. v. state energy resources conservation and development commission↔pacific gas & electric co. v. state energy resources conservation & development commission(1.00) | baldwin v. fish and game commission of montana↔baldwin v. fish & game commission of montana(1.00) | hurley v. irish-american gay, lesbian, and bisexual group of boston↔hurley v. irish-american gay, lesbian, & bisexual group of boston(1.00) | pfizer, inc. v. government of india↔pfizer inc. v. government of india(1.00)",200
MemberOfParliament_right,title,0.46362876892089844,"Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade","George Stevenson (MP), Edward Jerningham Wakefield, Greville Janner, Joshua Benjamin Jeyaretnam, Roger Williams (UK politician)",united states v. hudson↔james hudson (politician)(0.68) | watson v. jones↔david watson (australian politician)(0.65) | gray v. sanders↔darryl l. gray(0.64) | wesberry v. sanders↔william sanders (politician)(0.63) | maples v. thomas↔john maples(0.63) | webb v. united states↔harry webb (politician)(0.63) | williams v. lee↔william lee martin(0.63) | paul v. virginia↔john thomas paul(0.62) | perry v. new hampshire↔george perry (british politician)(0.62) | shuttlesworth v. birmingham↔william carter (mansfield mp)(0.62),200
NCAATeamSeason_right,title,0.457663357257843,"Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade","1893 LSU football team, 1894 LSU football team, 1895 LSU football team, 1892 Alabama Cadets football team, 1894 Alabama Crimson White football team",michigan v. bryant↔1894 alabama crimson white football team(0.54) | alabama v. shelton↔1896 alabama crimson white football team(0.53) | stanford v. kentucky↔1979 ucf golden knights football team(0.52) | national association for the advancement of colored people v. alabama↔1893 alabama crimson white football team(0.52) | papachristou v. jacksonville↔2010 fiu golden panthers football team(0.51) | pace v. alabama↔1899 alabama crimson white football team(0.51) | oregon v. ice↔1964 oregon ducks football team(0.50) | national collegiate athletic association v. smith↔2011 austin peay governors football team(0.50) | j.e.b. v. alabama ex rel. t.b.↔1895 alabama crimson white football team(0.50) | patterson v. alabama↔1906 alabama crimson white football team(0.49),34
NationalFootballLeagueSeason_right,title,0.44840207695961,"Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade","1900 Homestead Library & Athletic Club football season, 2003 FC Barcelona Dragons season, 1905 Canton Athletic Club season, 1911 Canton Professionals season, 1912 Canton Professionals season",hodgson v. minnesota↔1996 minnesota fighting pike season(0.53) | balzac v. porto rico↔2003 fc barcelona dragons season(0.50) | radovich v. national football league↔1914 canton professionals season(0.47) | united states v. cleveland indians baseball company↔1905 canton athletic club season(0.46) | michigan v. bryant↔1921 detroit tigers season (nfl)(0.45) | cbocs west v. humphries↔1911 canton professionals season(0.44) | sierra club v. morton↔1900 homestead library & athletic club football season(0.43) | united states v. international boxing club of new york↔1913 canton professionals season(0.42) | minnesota v. mille lacs band of chippewa indians↔1912 canton professionals season(0.41) | herrera v. collins↔2002 fc barcelona dragons season(0.37),10
ChristianBishop_right,title,0.438541442155838,"Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade","Ealdred (archbishop of York), Saint Matthew, Bartholomew I of Constantinople, Pandulf Verraccio, William Courtenay","muehler v. mena↔george v. murry(0.69) | allen v. wright↔philip s. wright(0.64) | united states v. constantine↔neophytus v of constantinople(0.63) | gregory v. hartley↔robert a. gillies(0.62) | blake v. city and county of san francisco↔charles edward blake, sr.(0.62) | holden v. hardy↔john holden(0.62) | cheff v. schnackenberg↔gregor leonhard andreas von scherr(0.61) | presbyterian church v. hull church↔henry marshall (bishop of salford)(0.61) | the paquete habana↔pandulf verraccio(0.61) | ex parte bain↔augustine baines(0.61)",200
Legislature_right,title,0.4227883815765381,"Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade","Sejm, House of Representatives of the Netherlands, Parliament of Sweden, Diet of Japan, Storting","arizonans for official english v. arizona↔arizona legislature(0.67) | ontario v. quon↔alberta legislature(0.65) | gunn v. university committee to end the war in viet nam↔national assembly of vietnam(0.64) | superintendent v. hill↔cumberland county council(0.63) | mcintyre v. ohio elections commission↔city council of cincinnati, ohio elections(0.63) | provident institution for sav. v. mayor of jersey city↔city of york council(0.63) | communist party v. subversive activities control board↔soviet of the republic(0.61) | almendarez-torres v. united states↔congress of mexico(0.60) | sale v. haitian centers council↔chamber of deputies of haiti(0.59) | r.a.v. v. city of st. paul↔charlotte city council(0.57)",200
MemberOfParliament_left,title,0.4225509762763977,"Marbury v. Madison, Eldred v. Ashcroft, Edwards v. Aguillard, Brown v. Board of Education, Roe v. Wade","Horace Walpole, Louis Riel, Oswald Mosley, Tam Dalyell, Neil Turner (British politician)",cheff v. schnackenberg↔v. puththirasigamoney(0.74) | reed v. reed↔william samuel reed(0.70) | wyeth v. levine↔w. garfield case(0.68) | webb v. united states↔george webb (politician)(0.67) | perry v. new hampshire↔ernest perry (politician)(0.67) | watson v. jones↔judyth watson(0.66) | holden v. hardy↔edward hardy(0.66) | kennedy v. louisiana↔orvis a. kennedy(0.66) | rousey v. jacoway↔rona ambrose(0.65) | silverman v. united states↔julius silverman(0.65),200
