candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values,contributing_entities,num_contributing_entities
Race_left,title,0.8011467456817627,"Kentucky Derby, Melbourne Cup, Tour de France, Preakness Stakes, Kentucky Oaks","Kentucky Derby, Melbourne Cup, Tour de France, Preakness Stakes, Kentucky Oaks",jammed lovely stakes↔jammed lovely stakes(1.00) | fall highweight handicap↔fall highweight handicap(1.00) | bernard baruch handicap↔bernard baruch handicap(1.00) | tour de east java↔tour de east java(1.00) | princess elizabeth stakes (canada)↔princess elizabeth stakes (canada)(1.00) | racing post trophy↔racing post trophy(1.00) | uae 1000 guineas↔uae 1000 guineas(1.00) | regret stakes↔regret stakes(1.00) | turnback the alarm handicap↔turnback the alarm handicap(1.00) | kinloch brae chase↔kinloch brae chase(1.00),200
Race_right,title,0.7675954103469849,"Kentucky Derby, Melbourne Cup, Tour de France, Preakness Stakes, Kentucky Oaks","2000 Guineas Stakes, St Leger Stakes, W.S. Cox Plate, 1000 Guineas Stakes, Duchess of Cambridge Stakes",settimana internazionale di coppi e bartali↔settimana internazionale di coppi e bartali(1.00) | sajc breeders' stakes↔breeders' stakes (sajc)(0.98) | ft. lauderdale stakes↔fort lauderdale stakes(0.98) | t j smith stakes↔tj smith stakes(0.97) | le tour de filipinas↔tour de filipinas(0.96) | american 1000 guineas stakes↔1000 guineas stakes(0.96) | carlyon cup↔t.s. carlyon cup(0.95) | 1400 guineas stakes↔2000 guineas stakes(0.95) | belmont stakes↔belmont derby(0.93) | tour of faroes islands↔tour of faroe islands(0.93),175
TennisTournament_right,title,0.6653174757957458,"Kentucky Derby, Melbourne Cup, Tour de France, Preakness Stakes, Kentucky Oaks","2000 Tennis Masters Cup and ATP Tour World Championships, 2008 Challenge Bell, 2010 Aegon Championships, 2009 Challenge Bell, 1996 Challenge Bell",grand prix de vichy-auvergne↔2012 challenger banque nationale de saguenay(0.78) | prix gladiateur↔2011 challenger banque nationale de saguenay(0.78) | grand prix d'isbergues↔2012 challenger banque nationale de rimouski(0.76) | prix messidor↔2013 challenger banque nationale de rimouski(0.75) | world university cycling championship↔2011 challenger banque nationale de rimouski(0.75) | tour de serbie↔2010 challenger banque nationale de rimouski(0.75) | australian cup↔2012 commonwealth bank tournament of champions(0.75) | arkle challenge trophy↔2012 arimex challenger trophy(0.74) | aegon turf sprint stakes↔2011 aegon classic(0.72) | singapore gold cup↔2012 korea open(0.67),27
RugbyLeague_right,title,0.6521493792533875,"Kentucky Derby, Melbourne Cup, Tour de France, Preakness Stakes, Kentucky Oaks","World Rugby Sevens Series, World Club Series, Mitre 10 Cup, Pro12, League Cup (rugby league)",singapore gold cup↔saru gold cup(0.84) | new zealand cup↔oceania rugby cup(0.84) | australian cup↔anzac day cup(0.83) | liverpool city cup↔top league champions cup(0.81) | bunbury cup↔bundaberg red cup(0.81) | premier's cup↔league cup (rugby league)(0.79) | curragh cup↔the ron coote cup(0.79) | australia world cup↔world rugby nations cup(0.78) | cathay pacific gold cup↔pacific nations cup(0.77) | tattersall's cup↔tom richards cup(0.75),58
TennisTournament_left,title,0.6076489686965942,"Kentucky Derby, Melbourne Cup, Tour de France, Preakness Stakes, Kentucky Oaks","2002 US Open (tennis), 2005 Australian Open, 1999 Australian Open, 1991 French Open, 2000 Tennis Masters Cup",australian cup↔2012 viccourt cup(0.80) | japan cup↔2012 fukuoka international women's cup(0.79) | vuelta a la comunidad de madrid↔2012 torneo omnia tenis ciudad madrid(0.78) | carlyon cup↔2008 rogers cup(0.78) | istrian spring trophy↔2012 ethias trophy(0.78) | grand prix de vichy-auvergne↔2012 challenger banque nationale de granby(0.78) | singapore gold cup↔2012 samsung securities cup(0.77) | vuelta mexico telmex↔2012 challenger ciudad de guayaquil(0.77) | jra cup↔2012 empire trnava cup(0.77) | arabian world cup↔2012 qatar airways tournament of champions(0.76),200
SoccerClubSeason_right,title,0.568951427936554,"Kentucky Derby, Melbourne Cup, Tour de France, Preakness Stakes, Kentucky Oaks","2006 Australia national soccer team season, 2007 Australia national soccer team season, 2008 Australia national soccer team season, 2005 Australia national soccer team season, 2009 Australia national soccer team season",australia world cup↔2006 australia national soccer team season(0.83) | australian cup↔2008 australia national soccer team season(0.77) | ulster derby↔derry football season 2008(0.69) | geelong cup↔2009 australia national soccer team season(0.68) | jra cup↔2012 jeju united fc season(0.67) | hawkesbury gold cup↔2007 australia national soccer team season(0.65) | premio vittorio di capua↔2003 cienciano season(0.65) | liverpool city cup↔2011 orlando city sc season(0.65) | new zealand cup↔2002 australia national soccer team season(0.64) | singapore gold cup↔2012 kuala lumpur fa season(0.63),51
MotorsportSeason_right,title,0.5673166513442993,"Kentucky Derby, Melbourne Cup, Tour de France, Preakness Stakes, Kentucky Oaks","2005 GP2 Series, 1976 in NASCAR, 2004 World Rally Championship, 2005 World Rally Championship, 2003 World Rally Championship",1952 grand national↔1952 nascar grand national series(0.83) | 1953 grand national↔1953 nascar grand national series(0.81) | 1951 grand national↔1951 nascar grand national series(0.80) | 1950 grand national↔1950 nascar grand national series(0.80) | mohican mtb 100↔2013 blancpain endurance series(0.78) | 2012 grand national↔2012 international gt open(0.78) | british national road race championships↔1998 united states road racing championship(0.77) | 2011 grand national↔2011 international gt open(0.77) | 1997 grand national↔1997 north american touring car championship(0.77) | 2003 grand national↔2003 fia gt championship(0.75),200
FootballMatch_right,title,0.5658103823661804,"Kentucky Derby, Melbourne Cup, Tour de France, Preakness Stakes, Kentucky Oaks","Battle of Santiago (1962 FIFA World Cup), Battle of Berne (1954 FIFA World Cup), 2005 international rules series, Austria v Switzerland (1954 FIFA World Cup), 2001 Germany v England football match",geelong cup↔2010â11 w-league grand final(0.78) | liverpool city cup↔2011 j.league cup final(0.76) | zawawi cup↔soccer bowl 2013(0.69) | singapore gold cup↔2006 copa indonesia final(0.69) | premier's cup↔2012 conference premier play-off final(0.68) | hong kong cup↔1985 china v hong kong football match(0.68) | new zealand cup↔2013 kenyan super cup (pre-season)(0.66) | south african derby↔2009 african championship of nations final(0.65) | vuelta a el salvador↔hungary 10â1 el salvador (1982)(0.65) | japan cup↔2012 albanian supercup(0.65),53
RugbyLeague_left,title,0.5622594356536865,"Kentucky Derby, Melbourne Cup, Tour de France, Preakness Stakes, Kentucky Oaks","Devon, Rugby World Cup, Six Nations Championship, Cumbria, The Rugby Championship",australian cup↔new south wales cup(0.93) | geelong cup↔queensland cup(0.88) | new zealand cup↔new zealand national rugby sevens tournament(0.83) | australia world cup↔foru oceania cup(0.83) | launceston cup↔lansdowne cup(0.83) | premier's cup↔championship cup(0.82) | craven stakes↔craven week(0.82) | shergar cup↔itm cup(0.81) | hong kong cup↔hong kong sevens(0.81) | curragh cup↔castlereagh cup(0.80),200
BasketballTeam_right,title,0.556399405002594,"Kentucky Derby, Melbourne Cup, Tour de France, Preakness Stakes, Kentucky Oaks","New Orleans Pelicans, Charlotte Hornets, Polonia Warszawa (basketball), Asseco Gdynia, Melbourne United",trofeo franco balestra↔pallacanestro don bosco livorno(0.78) | emakumeen euskal bira↔kk vojvodina srbijagas(0.77) | geelong cup↔melbourne united(0.76) | arabian world cup↔al kuwait sc (basketball)(0.74) | euskal bizikleta↔kk olimpija(0.73) | hong kong cup↔shandong golden stars(0.73) | british columbia derby↔sporting bc(0.72) | hill 'n' dale stakes↔omaha racers(0.71) | clasico ciclistico banfoandes↔cb ciudad de algeciras(0.71) | prueba villafranca de ordizia↔halcones de xalapa(0.70),166
