title
Emirati Dirham
Afghani
Lek
Armenian Dram
Netherlands Antillian Guilder
Kwanza
Argentine Peso
Shilling
Australian Dollar
Aruban Guilder
Azerbaijanian Manat
Barbados Dollar
Taka
Belgian Franc
Bulgarian Lev
Bahraini Dinar
Brunei Dollar
Boliviano
Brazilian Real
Bahamian Dollar
Ngultrum
Canadian Dollar
Swiss Franc
Chilean Peso
Yuan Renminbi
Colombian Peso
Costa Rican Colon
Cyprus Pound
Czech Koruna
Deutsche Mark
Danish Krone
Dominican Peso
Algerian Dinar
Kroon
Egyptian Pound
Spanish Peseta
EURO
Markka
Fiji Dollar
French Franc
United Kingdom Pound
Cedi
Drachma
Quetzal
Hong Kong Dollar
Croatian Kuna
Forint
Rupiah
Irish Pound
New Israeli Shekel
Indian Rupee
Iceland Krona
Italian Lira
Jamaican Dollar
Jordanian Dinar
Yen
Kenyan Shilling
Won
Kuwaiti Dinar
Lebanese Pound
Sri Lankan Rupee
Lithuanian Litas
Latvian Lats
Moroccan Dirham
Maltese Lira
Mauritius Rupee
Rufiyaa
Mexican Peso
Malaysian Ringgit
Namibia Dollar
Naira
Netherlands Guilder
Norwegian Krone
Nepalese Rupee
New Zealand Dollar
Omani Rial
Balboa
Nuevo Sol
Philippine Peso
Pakistan Rupee
Zloty
Polish Zloty(old)
Portuguese Escudo
Guarani
Leu
Russian Ruble
Russian Ruble(old)
Saudi Riyal
Swedish Krona
Singapore Dollar
Tolar
Slovak Koruna
El Salvador Colon
Baht
Tunisian Dinar
Turkish Lira
Trinidad and Tobago Dollar
New Taiwan Dollar
US Dollar
Uruguayan Peso
Bolivar
Dong
CFA Franc BCEAO
Rand
Zimbabwe Dollar
