title
Stephen King
John Hughes
Jim Cash
James Cameron
Mark H. Baker
Oliver Stone
Dennis Lee
David Lynch
John Hughes
George Langelaan
Ken Shadie
Gregory Widen
David Seltzer
Gary Goldman
Thomas Harris
Elizabeth McNeill
Stephen King
Howard Ashman
Mike Marvin
Steve Gerber
Domonic Muir
Rodney Dangerfield
L.M. Kit Carson
James Carabatsos
Gene Roddenberry
S.S. Wilson
Umberto Eco
Kevin Alyn Elders
Dennis Feldman
Neal Jimenez
Steve Martin
Paula Gosling
Philippe Djian
Robert Bolt
Walter Tevis
Robert Mark Kamen
Nick Castle
Eric Red
David Giler
Tom McLoughlin
Paul Theroux
Judy Freudberg
Alex Cox
Ronald Shusett
H.P. Lovecraft
Jerry Leichtling
Mark Victor
Ed Naha
Gary DeVore
Ezra Sacks
Richard Fire
Clifford Green
Woody Allen
Peter Young
Luciano Vincenzoni
Ron Friedman
Sam Bernard
Fred Dekker
Richard Blake
John Fusco
Angelo Pizzo
Andrei Tarkovsky
Elliott Lewitt
Peter Markle
See-Yuen Ng
Charles Edward Pogue
Nora Ephron
Jean M. Auel
James Bruner
Diana Henstell
David Mamet
Carol Black
Savage Steve Holland
Rhet Topham
Edwin Blum
James Cresson
Neal Israel
Spike Lee
Dale Launer
Leo Garen
Elmore Leonard
Mark Medoff
Brian Grazer
Jim Jarmusch
Robert T. Megginson
Masanori Hata
E. Max Frye
Marshall Brickman
Danilo Bach
Walon Green
Daniel Petrie Jr.
David Franzoni
John Brownjohn
Raymond Briggs
James Orr
Pedro Almodàvar
John Carpenter
Ron Shelton
Kevin Tenney
Renà Fauchois
Chris Bryant
Thomas Michael Donnelly
George Arthur Bloom
Lord Byron
Lawrence Block
James Carabatsos
Gene Wilder
Ted Nicolaou
H. Rider Haggard
Neil Jordan
Rick Podell
Robert Gosnell
Lucy Irvine
Donald P. Borchers
Derek Jarman
Leos Carax
Bill Phillips
Harry Shearer
Ivan Reitman
Michael Frayn
William Mastrosimone
George Gallo
Leonard Michaels
Claude Berri
Jack Cummins
Claude Berri
John Kohn
David Himmelstein
Laurie Craig
Beth Henley
John McTiernan
Paul De Meo
Janis Allen
Gail Morgan Hickman
Stephen Tobolowsky
Becky Johnston
Moshà Mizrahi
Colin MacInnes
David Rayfiel
James Booth
John Sheppard
W.E. Johns
Evan Archerd
Tony Kayden
David Beaird
Neil Simon
Marie Riviàre
Paul Nicholas
Lee David Zlotoff
Edward Behr
Marsha Norman
Blake Edwards
Mark Griffiths
Gerard Soeteman
Alan Friedman
Casey Bishop
Mark Feldberg
John Briley
Jeffrey Delman
William Goldman
Alan Ormsby
Douglas Bowie
Alan Alda
Barney Cohen
Bill Sherwood
Peter Sauder
Rocco Urbisci
Wayne Crawford
Renny Harlin
Ross Macdonald
David Parker
Bob Weinstein
Tom Kempinski
Beth Henley
Steve Zacharias
Milton Wexler
Shel Lytton
Martin Stellman
Eliseo Subiela
Denys Arcand
Naomi Foner
Julian Bond
Richard Wesley
Linda Remy
Lizzie Borden
Bertrand Blier
Henning Carlsen
T. Michael Harry
Evan Jones
Scott Fields
Kent Stowell
Federico Fellini
Jon Boorstin
Allan Burns
Charles Davis
Tim Conway
Dezsà Magyar
Dezsà Magyar
Bruce Belland
Thom Keyes
T.L. Lankford
Arrigo Boito
Roy Kissin
Leo Fong
Glen Pitre
Claude Lelouch
Clay Borris
Malcolm Barbour
Francis Schaeffer
Bruce Beresford
Andrà Tàchinà
Jeff Segal
Charles Gormley
Leon Isaac Kennedy
Celia Gittelson
Dennis A. Pratt
Lorin Dreyfuss
Neal Jimenez
George Gately
Tom Davis
William Goldman
Clive Barker
Gustav Hasford
Eleanor Bergstein
Jan Fischer
Jim Thomas
Stephen King
Mel Brooks
Edward Neumeier
Shane Black
Oscar Fraley
Sam Raimi
David Odell
Shane Black
James Dearden
Richard Maibaum
Stanley Weiser
Tom Stoppard
Michael Swerdlick
John Updike
Stuart Birnbaum
Wes Craven
David Simkins
James Carabatsos
Peter Benchley
Gary Conway
John Hughes
Ethan Coen
William Hjortsberg
John Hughes
Edward Rugoff
Leslie Dixon
Chip Proser
John Patrick Shanley
Danilo Bach
William Dear
Mark Peploe
Mitch Markowitz
E.M. Forster
Coline Serreau
John Carpenter
Luis Valdez
Kathryn Bigelow
Wim Wenders
Bret Easton Ellis
Kenneth Fearing
Mick Garris
Nancy Meyers
Bruce Robinson
Virginia C. Andrews
James L. Brooks
Michael Nankin
Joe Shuster
Stephen King
Jeph Loeb
Edmond Rostand
Jim Cash
Dan Aykroyd
Andrea Dunbar
Dale Launer
Fred Dekker
Neal Israel
Linda Palmer
Stu Silver
Carolyn Lefcourt
Jim Kouf
Michael Barrie
Charles Bukowski
Richard Christian Matheson
Karen Blixen
Mark Frost
James Toback
Woody Allen
Robert Altman
John R. Cherry III
Louis Malle
Howard Franklin
Andrew Smith
