title
High income: nonOECD
Low income
Upper middle income
Upper middle income
High income: nonOECD
""
High income: nonOECD
Upper middle income
Lower middle income
Upper middle income
High income: nonOECD
High income: OECD
High income: OECD
Upper middle income
Low income
High income: OECD
Low income
Low income
Low income
Upper middle income
High income: nonOECD
High income: nonOECD
Upper middle income
Upper middle income
Upper middle income
High income: nonOECD
Lower middle income
Upper middle income
High income: nonOECD
High income: nonOECD
Lower middle income
Upper middle income
Low income
High income: OECD
""
High income: OECD
High income: nonOECD
High income: OECD
Upper middle income
Lower middle income
Lower middle income
Low income
Lower middle income
Upper middle income
Low income
Lower middle income
Upper middle income
""
Upper middle income
High income: nonOECD
High income: nonOECD
High income: nonOECD
High income: OECD
High income: OECD
Lower middle income
Upper middle income
High income: OECD
Upper middle income
Upper middle income
""
""
""
""
Upper middle income
Lower middle income
""
Low income
High income: OECD
High income: OECD
Low income
""
""
High income: OECD
Upper middle income
High income: OECD
High income: nonOECD
Lower middle income
Upper middle income
High income: OECD
Lower middle income
Lower middle income
Low income
Low income
Low income
High income: nonOECD
High income: OECD
Upper middle income
High income: nonOECD
Lower middle income
High income: nonOECD
Lower middle income
""
High income: nonOECD
Lower middle income
""
High income: nonOECD
Low income
Upper middle income
Lower middle income
High income: nonOECD
Lower middle income
High income: OECD
Upper middle income
Upper middle income
High income: OECD
High income: OECD
High income: OECD
Upper middle income
Upper middle income
High income: OECD
Upper middle income
Low income
Lower middle income
Low income
Lower middle income
High income: nonOECD
High income: OECD
Lower middle income
High income: nonOECD
""
Lower middle income
Upper middle income
Low income
Upper middle income
Upper middle income
""
""
""
High income: nonOECD
Lower middle income
""
""
Lower middle income
High income: nonOECD
High income: OECD
High income: nonOECD
High income: nonOECD
High income: nonOECD
Lower middle income
High income: nonOECD
Lower middle income
Low income
Upper middle income
""
Upper middle income
Upper middle income
""
Upper middle income
Low income
High income: nonOECD
Low income
""
Upper middle income
Lower middle income
High income: nonOECD
Low income
Lower middle income
Upper middle income
Low income
Upper middle income
""
Upper middle income
High income: nonOECD
Low income
Lower middle income
Lower middle income
High income: OECD
""
High income: OECD
Low income
High income: OECD
""
""
High income: nonOECD
""
Lower middle income
Upper middle income
Upper middle income
Lower middle income
Upper middle income
Lower middle income
High income: OECD
High income: nonOECD
Low income
High income: OECD
Lower middle income
Lower middle income
""
High income: nonOECD
High income: nonOECD
Upper middle income
High income: nonOECD
Low income
""
High income: nonOECD
Lower middle income
Lower middle income
High income: nonOECD
Lower middle income
Low income
Lower middle income
High income: nonOECD
Low income
Upper middle income
""
Lower middle income
""
""
Lower middle income
Upper middle income
High income: OECD
High income: OECD
High income: OECD
Lower middle income
High income: nonOECD
Upper middle income
Lower middle income
High income: nonOECD
Low income
Low income
Upper middle income
Low income
Upper middle income
Lower middle income
Upper middle income
High income: nonOECD
Upper middle income
Upper middle income
Upper middle income
Low income
Low income
Lower middle income
""
High income: nonOECD
High income: OECD
Lower middle income
Upper middle income
Upper middle income
High income: nonOECD
Lower middle income
Lower middle income
""
Lower middle income
Lower middle income
Upper middle income
Lower middle income
Low income
