title
"20,664"
"2,240"
"18,978"
"16,135"
"11,247"
"7,983"
"20,823"
"12,402"
"13,833"
"16,760"
"20,578"
"16,171"
"41,081"
"18,956"
"32,665"
"26,586"
"41,066"
"73,370"
"22,319"
"15,309"
"42,982"
"17,951"
"38,783"
"39,575"
"30,869"
"45,692"
"13,430"
"10,570"
"44,466"
"29,433"
"33,579"
"34,519"
"47,385"
"52,108"
"18,260"
"26,057"
"25,913"
"10,492"
"21,372"
"49,165"
"7,777"
"31,294"
"40,472"
"20,800"
"45,049"
"21,298"
"10,125"
"44,916"
"25,088"
"17,359"
"39,154"
"13,401"
"9,391"
"35,419"
"39,164"
"37,038"
"24,089"
"18,340"
"13,914"
"45,111"
"25,662"
"26,723"
"36,929"
"26,182"
"22,566"
"39,144"
"18,743"
"28,741"
"23,167"
"54,372"
"44,336"
"24,412"
"27,228"
"33,463"
"52,989"
"31,833"
"20,599"
"46,204"
"61,120"
"7,076"
"12,735"
"16,245"
"43,076"
"44,789"
"36,794"
"21,475"
"21,783"
"40,451"
"23,342"
"22,609"
"33,108"
"27,901"
"3,030"
"11,518"
"6,247"
"32,706"
"22,072"
"27,266"
"25,357"
"45,377"
"31,219"
"25,438"
"16,279"
"39,124"
"6,667"
"36,352"
"23,116"
"33,427"
"32,537"
"9,481"
"17,799"
"29,542"
"11,090"
"26,652"
"26,842"
"12,006"
"35,894"
"26,218"
"10,654"
"21,093"
"27,254"
"23,863"
"38,080"
"33,186"
"30,773"
"9,587"
"16,857"
"20,024"
"16,058"
"61,390"
"20,783"
"18,400"
"16,963"
"66,872"
"33,547"
"31,919"
"21,812"
"23,025"
"11,017"
"12,657"
"35,365"
"10,629"
"11,636"
"16,935"
"34,569"
"21,451"
"3,215"
"14,978"
"30,375"
776
"22,622"
"26,235"
"29,699"
558
"46,683"
"30,236"
"31,877"
"36,965"
"10,730"
"12,104"
"38,853"
"32,309"
"24,082"
"16,853"
"23,057"
"24,875"
"14,645"
"12,399"
"65,819"
"44,801"
"20,388"
"16,927"
"19,575"
"9,824"
"46,642"
"27,255"
"27,185"
"60,818"
"32,821"
"18,783"
"22,965"
"34,871"
"38,111"
"12,195"
"9,265"
"8,917"
"19,677"
923
"29,235"
"43,835"
"22,414"
"15,195"
"10,823"
"42,698"
"26,385"
"28,521"
"17,744"
"25,501"
"15,166"
"23,488"
"12,197"
"9,213"
"4,654"
"22,691"
"30,234"
"17,747"
"16,340"
"4,127"
"29,865"
"61,204"
"28,560"
"14,007"
"9,234"
"46,214"
"2,362"
"2,265"
"16,137"
"33,885"
"18,196"
"32,853"
"30,365"
"2,610"
"12,659"
"8,033"
"11,387"
"3,352"
"7,142"
"28,945"
"28,726"
"27,194"
"15,971"
"14,107"
"12,122"
"15,054"
"5,716"
"11,371"
"8,449"
"33,519"
"8,235"
"18,642"
"16,317"
"34,120"
"45,169"
"32,838"
"5,375"
"11,491"
"22,541"
"3,226"
"7,584"
"7,675"
"22,272"
"22,111"
"11,387"
"20,268"
"27,031"
"9,209"
"2,566"
"29,214"
"23,306"
"71,318"
"28,434"
"13,125"
"17,735"
"25,849"
"18,035"
"2,005"
"2,895"
"83,214"
"16,445"
"15,196"
"16,844"
"10,833"
"20,063"
"11,923"
"29,250"
"2,966"
"26,521"
"38,520"
"26,412"
"13,825"
"43,015"
"21,281"
"29,377"
"9,924"
"9,503"
"15,149"
"32,259"
"29,576"
"22,143"
"22,292"
"18,166"
"10,086"
879
"26,004"
"20,236"
"20,566"
"9,189"
"24,308"
"13,911"
"53,603"
"9,752"
"18,022"
"4,128"
"19,382"
"24,201"
"10,887"
"47,141"
"31,919"
"9,340"
"12,920"
"30,231"
"22,100"
"35,814"
"56,379"
"17,785"
"3,737"
"7,523"
"15,676"
"3,198"
"3,639"
"22,102"
"8,532"
"22,757"
"12,904"
"15,140"
"25,541"
"9,291"
"11,185"
"3,228"
"67,857"
"41,411"
"20,888"
"39,305"
"2,879"
"25,907"
"1,142"
"13,089"
"45,451"
