title
Train
Eminem
Kesha
Lady Gaga
Bruno Mars
Justin Bieber
Taio Cruz
OneRepublic
Alicia Keys
Rihanna
Flo Rida
Bruno Mars
Mike Posner
Lady Gaga
Far East Movement
Usher
Sean Kingston
The Black Eyed Peas
Lady Gaga
Kesha
The Black Eyed Peas
Adam Lambert
Kesha
Maroon 5
OneRepublic
Neon Trees
Selena Gomez & The Scene
Enrique Iglesias
Katy Perry
Katy Perry
Britney Spears
3OH!3
Kesha
The Black Eyed Peas
Alicia Keys
David Guetta
Christina Aguilera
Adam Lambert
The Black Eyed Peas
Florence + The Machine
Christina Aguilera
Alicia Keys
Rihanna
Shakira
Christina Aguilera
Christina Aguilera
Tinie Tempah
Usher
T.I.
Taio Cruz
Martin Solveig
Christina Perri
Adele
Pitbull
Bruno Mars
Adele
Beyonc�
Maroon 5
Beyonc�
Bruno Mars
Hot Chelle Rae
Avril Lavigne
Lady Gaga
Kanye West
Bruno Mars
Beyonc�
LMFAO
Kesha
Jessie J
OneRepublic
The Black Eyed Peas
Jennifer Lopez
Rihanna
Chris Brown
David Guetta
LMFAO
Lady Gaga
Katy Perry
Britney Spears
Britney Spears
Kesha
Lady Gaga
Lady Gaga
Enrique Iglesias
Mike Posner
Rihanna
Lady Gaga
Beyonc�
Britney Spears
Jennifer Lopez
Jennifer Lopez
Rihanna
Rihanna
Tinie Tempah
Christina Perri
T.I.
Sleeping At Last
Nicki Minaj
P!nk
Jennifer Lopez
Nicki Minaj
Katy Perry
Katy Perry
Nicki Minaj
David Guetta
Bruno Mars
Coldplay
Maroon 5
One Direction
Taylor Swift
Carly Rae Jepsen
Selena Gomez & The Scene
Adele
Taylor Swift
Kelly Clarkson
P!nk
Nicki Minaj
Maroon 5
Owl City
The Wanted
Justin Bieber
Pitbull
fun.
Justin Bieber
Katy Perry
Jessie J
Rihanna
Katy Perry
Katy Perry
Jennifer Lopez
Chris Brown
Ellie Goulding
fun.
Rihanna
Pitbull
Rihanna
Gym Class Heroes
Bruno Mars
P!nk
Kelly Clarkson
Avicii
One Direction
P!nk
The Script
Katy Perry
Miley Cyrus
Swedish House Mafia
Daft Punk
Miley Cyrus
James Arthur
Robin Thicke
Demi Lovato
Taylor Swift
Kesha
Zedd
Lana Del Rey
Calvin Harris
Neon Trees
Drake
One Direction
One Direction
Calvin Harris
Daft Punk
Britney Spears
Sara Bareilles
Macklemore & Ryan Lewis
Pitbull
Labrinth
Ne-Yo
Macklemore & Ryan Lewis
OneRepublic
Ariana Grande
