title
James Gunn
Ridley Scott
M. Night Shyamalan
Christophe Lourdelet
David Ayer
Yimou Zhang
Damien Chazelle
Sean Foley
James Gray
Morten Tyldum
David Yates
Theodore Melfi
Gareth Edwards
Ron Clements
Nacho Vigalondo
Chris Renaud
Mel Gibson
Paul Greengrass
Garth Davis
Denis Villeneuve
Stephen Gaghan
Kenneth Lonergan
Ben Young
Walt Dohrn
Roland Emmerich
Dominique Abel
S.S. Rajamouli
Phillip Guzman
Jon Lucas
Justin Kurzel
John Hamburg
Tom Ford
Bryan Singer
Tim Miller
Paul W.S. Anderson
Anthony Russo
Christopher Nolan
Scott Derrickson
Antoine Fuqua
Patrick Read Johnson
Greg Tiernan
Barry Jenkins
Shawn Burkett
John Lee Hancock
Ricardo de Montreuil
Rob Marshall
John Madden
Scott Hicks
Justin Lin
Sean Penn
J.J. Abrams
Anna Foerster
Garry Marshall
Chad Stahelski
Christopher Nolan
Martin Scorsese
Fede Alvarez
Thea Sharrock
Lone Scherfig
Clint Eastwood
Zack Snyder
André Øvredal
Tate Taylor
Sam Taylor-Johnson
Christopher Nolan
Matthew Vaughn
Peter Berg
George Miller
Robin Swicord
Peter Berg
Terry George
Robert Zemeckis
J.A. Bayona
David Frankel
Byron Howard
Gore Verbinski
Joss Whedon
Quentin Tarantino
Gore Verbinski
Paul Feig
Christopher Nolan
Matt Ross
Martin Scorsese
David Fincher
James Wan
Colin Trevorrow
Ben Affleck
James Cameron
Quentin Tarantino
Gavin O'Connor
Denis Villeneuve
Duncan Jones
Tate Taylor
Todd Phillips
Joss Whedon
Shane Black
Makoto Shinkai
Jeremy Gillespie
Olivier Assayas
Martin Scorsese
Brian Helgeland
Kenneth Branagh
Ridley Scott
Oriol Paulo
Guy Ritchie
David Mackenzie
Taylor Hackford
David Yates
Katie Holmes
Alex Garland
Greg McLean
Steve McQueen
Ana Lily Amirpour
Zack Snyder
David Yates
Josh Gordon
Nicolas Winding Refn
Nitesh Tiwari
Dan Trachtenberg
Andrew Stanton
Tim Burton
Neil Burger
Jake Szymanski
Todor Chapkanov
Christopher Nolan
Jon Favreau
Michael Bay
Henry Joost
Phyllida Lloyd
Alejandro González Iñárritu
Denzel Washington
Rob Marshall
Jaume Collet-Serra
Damien Chazelle
Justin Lin
Derek Cianfrance
Ethan Coen
Baz Luhrmann
Martin Scorsese
Martin Koolhoven
J.J. Abrams
Thor Freudenthal
Adam McKay
Lenny Abrahamson
Quentin Tarantino
Chan-wook Park
Kelly Fremon Craig
Zack Snyder
Greg Mottola
Ron Howard
Steven Spielberg
Gary Ross
Elizabeth Wood
Denis Villeneuve
David Lynch
Colin Strause
Guillermo del Toro
Glenn Ficarra
Edgar Wright
Edgar Wright
Fabio Guaglione
Ben Wheatley
Bryan Singer
Edward Zwick
Martin Campbell
Catherine Hardwicke
Jon M. Chu
Simon Curtis
Michael Bay
Sam Mendes
Dan Gilroy
