title
Rob Reiner
John Hughes
Tony Scott
James Cameron
Randal Kleiser
Oliver Stone
Jim Henson
David Lynch
Howard Deutch
David Cronenberg
Peter Faiman
Russell Mulcahy
David Seltzer
John Carpenter
Michael Mann
Adrian Lyne
Stephen King
Frank Oz
Mike Marvin
Willard Huyck
Stephen Herek
Alan Metter
Tobe Hooper
Clint Eastwood
Leonard Nimoy
John Badham
Jean-Jacques Annaud
Sidney J. Furie
Michael Ritchie
Tim Hunter
John Landis
George P. Cosmatos
Jean-Jacques Beineix
Roland Joffà
Martin Scorsese
John G. Avildsen
Nick Castle
Robert Harmon
Richard Benjamin
Tom McLoughlin
Peter Weir
Don Bluth
Alex Cox
John Guillermin
Stuart Gordon
Francis Ford Coppola
Brian Gibson
John Carl Buechler
Peter Hyams
Michael Ritchie
John McNaughton
Harry Winer
Woody Allen
Ron Clements
John Irvin
Nelson Shin
Hal Needham
Fred Dekker
Tobe Hooper
Walter Hill
David Anspaugh
Andrei Tarkovsky
James Foley
Peter Markle
Corey Yuen
Anthony Perkins
Mike Nichols
Michael Chapman
Menahem Golan
Wes Craven
Edward Zwick
Steve Miner
Savage Steve Holland
Charles Martin Smith
Ron Howard
Sidney Lumet
Jerry Paris
Spike Lee
Jim Abrahams
Paul Michael Glaser
John Frankenheimer
Randa Haines
Mark L. Lester
Jim Jarmusch
Robert Mandel
Masanori Hata
Jonathan Demme
Marshall Brickman
Fred Walton
Alan Johnson
Jim McBride
Penny Marshall
Roman Polanski
Jimmy T. Murakami
Jeff Kanew
Pedro Almodàvar
Harley Cokeliss
Roger Spottiswoode
Kevin Tenney
Paul Mazursky
Trevor Nunn
Thomas Michael Donnelly
Mike Joens
Ken Russell
Hal Ashby
Richard Pearce
Gene Wilder
Ted Nicolaou
Gary Nelson
Neil Jordan
Garry Marshall
J. Lee Thompson
Nicolas Roeg
Richard Wenk
Derek Jarman
Leos Carax
Duncan Gibbins
Harold Ramis
Ivan Reitman
Christopher Morahan
Robert M. Young
Brian De Palma
Peter Medak
Claude Berri
Tom DeSimone
Claude Berri
Jim Goddard
Sidney Lumet
Jerry Kramer
Bruce Beresford
John McTiernan
Peter Manoogian
George Mendeluk
J. Lee Thompson
David Byrne
Prince
Moshà Mizrahi
Julien Temple
Bertrand Tavernier
Sam Firstenberg
Paul Lynch
John Hough
Albert Magnoli
Richard Tuggle
David Beaird
Gene Saks
àric Rohmer
Paul Nicholas
Richard Franklin
Bob Swaim
Tom Moore
Blake Edwards
Mark Griffiths
Fons Rademakers
Paul Schneider
Janet Greek
Stuart Rosenberg
Daryl Duke
Jeffrey Delman
Dick Richards
Robert Mandel
Charles Jarrott
Alan Alda
William Fruet
Bill Sherwood
Dale Schott
Richard Pryor
Andrew Lane
Renny Harlin
Michelle Manning
Nadia Tass
Bob Weinstein
Andrey Konchalovskiy
Evelyn Purcell
John Byrum
Blake Edwards
Hal Needham
David Drury
Eliseo Subiela
Denys Arcand
Jack Fisk
Simon Langton
Jerrold Freedman
Eugene Corr
Lizzie Borden
Bertrand Blier
Henning Carlsen
Raju Patel
Tim Burstall
Albert Pyun
Carroll Ballard
Federico Fellini
Alan J. Pakula
Allan Burns
Gary Hudson
Paul Bartel
Michael Dinner
Joe Roth
Bert Convy
Zoran Perisic
Fred Olen Ray
Franco Zeffirelli
Rob Nilsson
Frank Harris
Glen Pitre
Claude Lelouch
Clay Borris
Gideon Amir
Francis Schaeffer
Bruce Beresford
Andrà Tàchinà
Don Lusk
Charles Gormley
Dominic Orlando
Robert M. Young
Gary Grillo
Filippo Ottoni
Christopher Cain
Bruno Bianchi
Dennis Klein
Rob Reiner
Clive Barker
Stanley Kubrick
Emile Ardolino
Joel Schumacher
John McTiernan
Paul Michael Glaser
Mel Brooks
Paul Verhoeven
Richard Donner
Brian De Palma
Sam Raimi
Gary Goddard
Fred Dekker
Adrian Lyne
John Glen
Oliver Stone
Steven Spielberg
Steve Rash
George Miller
Carl Reiner
Chuck Russell
Chris Columbus
John Irvin
Joseph Sargent
Menahem Golan
John Hughes
Joel Coen
Alan Parker
Howard Deutch
Michael Gottlieb
Garry Marshall
Joe Dante
Norman Jewison
Tony Scott
William Dear
Bernardo Bertolucci
Barry Levinson
James Ivory
Leonard Nimoy
John Carpenter
Luis Valdez
Kathryn Bigelow
Wim Wenders
Marek Kanievska
Roger Donaldson
Matthew Robbins
Charles Shyer
Bruce Robinson
Jeffrey Bloom
James L. Brooks
Tibor Takàcs
Sidney J. Furie
Michael Gornick
Christopher Leitch
Fred Schepisi
Herbert Ross
Tom Mankiewicz
Alan Clarke
Blake Edwards
Ethan Wiley
Jim Drake
Rod Amateau
Danny DeVito
Joseph Ruben
Jack Sholder
Joe Dante
Barbet Schroeder
