candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
movies,country,0.6470469832420349,248832,0.6470469832420349
USA_cars_datasets,country,0.6470469832420349,248832,0.6470469832420349
movie_metadata,country,0.6470469832420349,248832,0.6470469832420349
us_companies,country,0.6418473720550537,128547,0.6418473720550537
us_companies_copy,country,0.6418473720550537,4617,0.6418473720550537
UKDebate,country,0.6339280009269714,248832,0.6339280009269714
cwurData,country,0.6327565312385559,248832,0.6327565312385559
MoviesOnStreamingPlatforms_updated,Country,0.625831127166748,248832,0.625831127166748
netflix_titles,country,0.625831127166748,248832,0.625831127166748
world-cities,country,0.6257021427154541,248832,0.6257021427154541
acquisitions,Country,0.6194987297058105,211410,0.6194987297058105
Word_University_Rank_2020,Country,0.6069405674934387,248832,0.6069405674934387
whr2015,Country,0.6058551669120789,38394,0.6058551669120789
gender_development,Country,0.6011336445808411,47385,0.6011336445808411
countries_of_the_world,Country,0.5967696309089661,55161,0.5967696309089661
World_countries_env_vars,Country,0.592176079750061,59049,0.592176079750061
who_suicide_statistics,country,0.5725817084312439,248832,0.5725817084312439
edu,country,0.5669239163398743,248832,0.5669239163398743
countries_metadatacountries,CountryName,0.5597007274627686,60021,0.5597007274627686
countries_data,CountryName,0.5385300517082214,248832,0.5385300517082214
directory,Country,0.5074577927589417,248832,0.5074577927589417
hfi_cc_2018,countries,0.4924130439758301,248832,0.4924130439758301
fifa_ranking,country_full,0.47423216700553894,248832,0.47423216700553894
fifa_ranking,country_abrv,0.43903806805610657,248832,0.43903806805610657
AdventureWorks2014_CountryRegion,Name,0.43694114685058594,57834,0.43694114685058594
world_country,Name,0.4365899860858917,58077,0.4365899860858917
Cars93,Origin,0.43454474210739136,22599,0.43454474210739136
countries_and_continents,name,0.4330366551876068,60507,0.4330366551876068
world_country,Region,0.4250645935535431,58077,0.4250645935535431
hfi_cc_2018,region,0.421648234128952,248832,0.421648234128952
countries_and_continents,ISO4217-currency_country_name,0.4190405607223511,57105,0.4190405607223511
world_city,CountryCode,0.4149726629257202,248832,0.4149726629257202
whr2015,Region,0.4136897325515747,38394,0.4136897325515747
world_countryLanguage,CountryCode,0.41262826323509216,239112,0.41262826323509216
countries_metadatacountries,CountryCode,0.4111289381980896,60021,0.4111289381980896
countries_target,CountryCode,0.4111289381980896,60021,0.4111289381980896
countries_data,CountryCode,0.4106743037700653,248832,0.4106743037700653
language,countrycodes,0.40787839889526367,248832,0.40787839889526367
countries_of_the_world,Region,0.4012623131275177,55161,0.4012623131275177
countries_and_continents,official_name_en,0.397224485874176,58563,0.397224485874176
countries_metadatacountries,Region,0.3939674198627472,52002,0.3939674198627472
booking,city,0.37855055928230286,222588,0.37855055928230286
AdventureWorks2014_stateprovince,CountryRegionCode,0.37689605355262756,43983,0.37689605355262756
UKDebate,region,0.3761761486530304,248832,0.3761761486530304
AdventureWorks2014_salesTerritory,CountryRegionCode,0.37566035985946655,2430,0.37566035985946655
AdventureWorks2014_CountryRegionCurrency,CountryRegionCode,0.37332677841186523,26244,0.37332677841186523
AdventureWorks2014_CountryRegion,CountryRegionCode,0.3707033097743988,57591,0.3707033097743988
SpellingStates,state,0.36037662625312805,12393,0.36037662625312805
USA_cars_datasets,state,0.35874229669570923,248832,0.35874229669570923
countries_and_continents,official_name_fr,0.356916606426239,58563,0.356916606426239
