query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
UKDebate.csv,country,1,UKDebate,country,0.9999999403953552,1024000,0.9999999403953552
UKDebate.csv,country,1,movies,country,0.8524879217147827,1024000,0.8524879217147827
UKDebate.csv,country,1,USA_cars_datasets,country,0.8524879217147827,1024000,0.8524879217147827
UKDebate.csv,country,1,movie_metadata,country,0.8524879217147827,1024000,0.8524879217147827
UKDebate.csv,country,1,MoviesOnStreamingPlatforms_updated,Country,0.8474786281585693,1024000,0.8474786281585693
UKDebate.csv,country,1,netflix_titles,country,0.8474786281585693,1024000,0.8474786281585693
UKDebate.csv,country,1,world-cities,country,0.8471223711967468,1024000,0.8471223711967468
UKDebate.csv,country,1,us_companies,country,0.8399497270584106,529000,0.8399497270584106
UKDebate.csv,country,1,us_companies_copy,country,0.8399495482444763,19000,0.8399495482444763
UKDebate.csv,country,1,cwurData,country,0.8006796836853027,1024000,0.8006796836853027
UKDebate.csv,country,1,acquisitions,Country,0.7983323931694031,870000,0.7983323931694031
UKDebate.csv,country,1,Word_University_Rank_2020,Country,0.7374292612075806,1024000,0.7374292612075806
UKDebate.csv,country,1,whr2015,Country,0.658711314201355,158000,0.658711314201355
UKDebate.csv,country,1,who_suicide_statistics,country,0.6514686942100525,1024000,0.6514686942100525
UKDebate.csv,country,1,gender_development,Country,0.6460761427879333,195000,0.6460761427879333
UKDebate.csv,country,1,edu,country,0.641823410987854,1024000,0.641823410987854
UKDebate.csv,country,1,countries_of_the_world,Country,0.6397207975387573,227000,0.6397207975387573
UKDebate.csv,country,1,World_countries_env_vars,Country,0.6339280009269714,243000,0.6339280009269714
UKDebate.csv,country,1,UKDebate,region,0.6199876666069031,1024000,0.6199876666069031
UKDebate.csv,country,1,countries_data,CountryName,0.6047369837760925,1024000,0.6047369837760925
UKDebate.csv,country,1,countries_metadatacountries,CountryName,0.5896984934806824,247000,0.5896984934806824
UKDebate.csv,country,1,directory,Country,0.5854042172431946,1024000,0.5854042172431946
UKDebate.csv,country,1,Cars93,Origin,0.5527353286743164,93000,0.5527353286743164
UKDebate.csv,country,1,hfi_cc_2018,countries,0.5101890563964844,1024000,0.5101890563964844
UKDebate.csv,country,1,language,countrycodes,0.47530725598335266,1024000,0.47530725598335266
UKDebate.csv,country,1,fifa_ranking,country_abrv,0.4747121334075928,1024000,0.4747121334075928
UKDebate.csv,country,1,countries_metadatacountries,CountryCode,0.47396865487098694,247000,0.47396865487098694
UKDebate.csv,country,1,countries_target,CountryCode,0.47396865487098694,247000,0.47396865487098694
UKDebate.csv,country,1,world_countryLanguage,CountryCode,0.47396785020828247,984000,0.47396785020828247
UKDebate.csv,country,1,AdventureWorks2014_salesTerritory,CountryRegionCode,0.4699154794216156,10000,0.4699154794216156
UKDebate.csv,country,1,world_city,CountryCode,0.46959689259529114,1024000,0.46959689259529114
UKDebate.csv,country,1,countries_data,CountryCode,0.462520569562912,1024000,0.462520569562912
UKDebate.csv,country,1,fifa_ranking,country_full,0.46210071444511414,1024000,0.46210071444511414
UKDebate.csv,country,1,SpellingStates,state,0.45551061630249023,51000,0.45551061630249023
UKDebate.csv,country,1,AdventureWorks2014_stateprovince,CountryRegionCode,0.44996869564056396,181000,0.44996869564056396
UKDebate.csv,country,1,USA_cars_datasets,state,0.44802501797676086,1024000,0.44802501797676086
UKDebate.csv,country,1,google_books_1299,language,0.4423826038837433,1024000,0.4423826038837433
UKDebate.csv,country,1,movie_metadata,language,0.4423826038837433,1024000,0.4423826038837433
UKDebate.csv,country,1,MoviesOnStreamingPlatforms_updated,Language,0.44055452942848206,1024000,0.44055452942848206
UKDebate.csv,country,1,AdventureWorks2014_CountryRegionCurrency,CountryRegionCode,0.43298763036727905,108000,0.43298763036727905
UKDebate.csv,country,1,AdventureWorks2014_CountryRegion,CountryRegionCode,0.42909711599349976,237000,0.42909711599349976
UKDebate.csv,country,1,hfi_cc_2018,region,0.42575162649154663,1024000,0.42575162649154663
UKDebate.csv,country,1,us_companies,city,0.4238238036632538,496000,0.4238238036632538
UKDebate.csv,country,1,Minimum_Wage_Data,State,0.4231567084789276,1024000,0.4231567084789276
UKDebate.csv,country,1,Reveal_EEO1_for_2016,year,0.41601553559303284,1024000,0.41601553559303284
UKDebate.csv,country,1,world_country,Name,0.4156549870967865,239000,0.4156549870967865
UKDebate.csv,country,1,AdventureWorks2014_CountryRegion,Name,0.41541969776153564,238000,0.41541969776153564
UKDebate.csv,country,1,countries_and_continents,name,0.4112376272678375,249000,0.4112376272678375
UKDebate.csv,country,1,countries_and_continents,ISO4217-currency_country_name,0.41002318263053894,235000,0.41002318263053894
UKDebate.csv,country,1,billboard_lyrics_1964-2015,Year,0.40921133756637573,1024000,0.40921133756637573
USA_cars_datasets.csv,country,2,movies,country,0.9993531703948975,1024000,0.9993531703948975
USA_cars_datasets.csv,country,2,USA_cars_datasets,country,0.9993531703948975,1024000,0.9993531703948975
USA_cars_datasets.csv,country,2,movie_metadata,country,0.9993531703948975,1024000,0.9993531703948975
USA_cars_datasets.csv,country,2,us_companies,country,0.9846076369285583,529000,0.9846076369285583
USA_cars_datasets.csv,country,2,us_companies_copy,country,0.9846073985099792,19000,0.9846073985099792
USA_cars_datasets.csv,country,2,MoviesOnStreamingPlatforms_updated,Country,0.9702521562576294,1024000,0.9702521562576294
USA_cars_datasets.csv,country,2,netflix_titles,country,0.9702521562576294,1024000,0.9702521562576294
USA_cars_datasets.csv,country,2,world-cities,country,0.9698212146759033,1024000,0.9698212146759033
USA_cars_datasets.csv,country,2,acquisitions,Country,0.9102480411529541,870000,0.9102480411529541
USA_cars_datasets.csv,country,2,cwurData,country,0.9011005759239197,1024000,0.9011005759239197
USA_cars_datasets.csv,country,2,UKDebate,country,0.8521918654441833,1024000,0.8521918654441833
USA_cars_datasets.csv,country,2,Word_University_Rank_2020,Country,0.7776690125465393,1024000,0.7776690125465393
USA_cars_datasets.csv,country,2,who_suicide_statistics,country,0.7145692706108093,1024000,0.7145692706108093
USA_cars_datasets.csv,country,2,edu,country,0.6845216155052185,1024000,0.6845216155052185
USA_cars_datasets.csv,country,2,whr2015,Country,0.6763032078742981,158000,0.6763032078742981
USA_cars_datasets.csv,country,2,gender_development,Country,0.6605498194694519,195000,0.6605498194694519
USA_cars_datasets.csv,country,2,countries_of_the_world,Country,0.6547751426696777,227000,0.6547751426696777
USA_cars_datasets.csv,country,2,Cars93,Origin,0.6534830927848816,93000,0.6534830927848816
USA_cars_datasets.csv,country,2,World_countries_env_vars,Country,0.6469095349311829,243000,0.6469095349311829
USA_cars_datasets.csv,country,2,directory,Country,0.6439377665519714,1024000,0.6439377665519714
USA_cars_datasets.csv,country,2,countries_data,CountryName,0.6330322027206421,1024000,0.6330322027206421
USA_cars_datasets.csv,country,2,countries_metadatacountries,CountryName,0.5935956239700317,247000,0.5935956239700317
USA_cars_datasets.csv,country,2,USA_cars_datasets,state,0.5476762652397156,1024000,0.5476762652397156
USA_cars_datasets.csv,country,2,SpellingStates,state,0.5398687124252319,51000,0.5398687124252319
USA_cars_datasets.csv,country,2,AdventureWorks2014_salesTerritory,CountryRegionCode,0.5294074416160583,10000,0.5294074416160583
USA_cars_datasets.csv,country,2,Minimum_Wage_Data,State,0.528177797794342,1024000,0.528177797794342
USA_cars_datasets.csv,country,2,hfi_cc_2018,countries,0.5112332701683044,1024000,0.5112332701683044
USA_cars_datasets.csv,country,2,world_city,CountryCode,0.510300874710083,1024000,0.510300874710083
USA_cars_datasets.csv,country,2,fifa_ranking,country_abrv,0.5095293521881104,1024000,0.5095293521881104
USA_cars_datasets.csv,country,2,countries_data,CountryCode,0.5061555504798889,1024000,0.5061555504798889
USA_cars_datasets.csv,country,2,world_countryLanguage,CountryCode,0.5023782253265381,984000,0.5023782253265381
USA_cars_datasets.csv,country,2,language,countrycodes,0.502173662185669,1024000,0.502173662185669
USA_cars_datasets.csv,country,2,us_companies,state,0.5010399222373962,529000,0.5010399222373962
USA_cars_datasets.csv,country,2,countries_metadatacountries,CountryCode,0.5003161430358887,247000,0.5003161430358887
USA_cars_datasets.csv,country,2,countries_target,CountryCode,0.5003161430358887,247000,0.5003161430358887
USA_cars_datasets.csv,country,2,us_companies,city,0.4990500807762146,496000,0.4990500807762146
USA_cars_datasets.csv,country,2,fifa_ranking,country_full,0.4965553879737854,1024000,0.4965553879737854
USA_cars_datasets.csv,country,2,UKDebate,region,0.49495962262153625,1024000,0.49495962262153625
USA_cars_datasets.csv,country,2,AdventureWorks2014_stateprovince,CountryRegionCode,0.49325186014175415,181000,0.49325186014175415
USA_cars_datasets.csv,country,2,google_books_dataset,language,0.4806068539619446,1024000,0.4806068539619446
USA_cars_datasets.csv,country,2,us_companies_copy,state,0.4797740578651428,19000,0.4797740578651428
USA_cars_datasets.csv,country,2,us_companies_copy,city,0.47779035568237305,19000,0.47779035568237305
USA_cars_datasets.csv,country,2,Reveal_EEO1_for_2016,year,0.468612939119339,1024000,0.468612939119339
USA_cars_datasets.csv,country,2,MoviesOnStreamingPlatforms_updated,Year,0.4636593461036682,1024000,0.4636593461036682
USA_cars_datasets.csv,country,2,AdventureWorks2014_CountryRegion,CountryRegionCode,0.4611312747001648,237000,0.4611312747001648
USA_cars_datasets.csv,country,2,AdventureWorks2014_CountryRegionCurrency,CountryRegionCode,0.46084508299827576,108000,0.46084508299827576
USA_cars_datasets.csv,country,2,tv_shows,Year,0.4588685929775238,1024000,0.4588685929775238
USA_cars_datasets.csv,country,2,USA_cars_datasets,year,0.45787155628204346,1024000,0.45787155628204346
USA_cars_datasets.csv,country,2,google_books_1299,language,0.45698195695877075,1024000,0.45698195695877075
USA_cars_datasets.csv,country,2,movie_metadata,language,0.45698195695877075,1024000,0.45698195695877075
who_suicide_statistics.csv,country,3,movies,country,0.6732752919197083,1024000,0.6732752919197083
who_suicide_statistics.csv,country,3,USA_cars_datasets,country,0.6732752919197083,1024000,0.6732752919197083
who_suicide_statistics.csv,country,3,movie_metadata,country,0.6732752919197083,1024000,0.6732752919197083
who_suicide_statistics.csv,country,3,us_companies,country,0.668591320514679,529000,0.668591320514679
who_suicide_statistics.csv,country,3,us_companies_copy,country,0.6685912609100342,19000,0.6685912609100342
who_suicide_statistics.csv,country,3,UKDebate,country,0.6578806042671204,1024000,0.6578806042671204
who_suicide_statistics.csv,country,3,cwurData,country,0.6555661559104919,1024000,0.6555661559104919
who_suicide_statistics.csv,country,3,MoviesOnStreamingPlatforms_updated,Country,0.652629554271698,1024000,0.652629554271698
who_suicide_statistics.csv,country,3,netflix_titles,country,0.652629554271698,1024000,0.652629554271698
who_suicide_statistics.csv,country,3,world-cities,country,0.6524813175201416,1024000,0.6524813175201416
who_suicide_statistics.csv,country,3,acquisitions,Country,0.6421055197715759,870000,0.6421055197715759
who_suicide_statistics.csv,country,3,Word_University_Rank_2020,Country,0.6305114030838013,1024000,0.6305114030838013
who_suicide_statistics.csv,country,3,whr2015,Country,0.6124627590179443,158000,0.6124627590179443
who_suicide_statistics.csv,country,3,gender_development,Country,0.6051251888275146,195000,0.6051251888275146
who_suicide_statistics.csv,country,3,countries_of_the_world,Country,0.600448727607727,227000,0.600448727607727
who_suicide_statistics.csv,country,3,World_countries_env_vars,Country,0.5952879190444946,243000,0.5952879190444946
who_suicide_statistics.csv,country,3,who_suicide_statistics,country,0.5933206677436829,1024000,0.5933206677436829
who_suicide_statistics.csv,country,3,edu,country,0.5769712924957275,1024000,0.5769712924957275
who_suicide_statistics.csv,country,3,countries_metadatacountries,CountryName,0.5594035387039185,247000,0.5594035387039185
who_suicide_statistics.csv,country,3,countries_data,CountryName,0.5465682148933411,1024000,0.5465682148933411
who_suicide_statistics.csv,country,3,directory,Country,0.5166468024253845,1024000,0.5166468024253845
who_suicide_statistics.csv,country,3,hfi_cc_2018,countries,0.49615198373794556,1024000,0.49615198373794556
who_suicide_statistics.csv,country,3,fifa_ranking,country_full,0.4692508280277252,1024000,0.4692508280277252
