candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
world_country,Name,0.5511608719825745,57121,0.5511608719825745
countries_and_continents,name,0.550616979598999,59511,0.550616979598999
AdventureWorks2014_CountryRegion,Name,0.5501472353935242,56882,0.5501472353935242
countries_metadatacountries,CountryName,0.4894128441810608,59033,0.4894128441810608
AdventureWorks2014_salesTerritory,Name,0.4861143231391907,2390,0.4861143231391907
countries_data,CountryName,0.45347684621810913,244736,0.45347684621810913
us_companies_copy,country,0.44917169213294983,4541,0.44917169213294983
us_companies,country,0.44917163252830505,126431,0.44917163252830505
movies,country,0.4403991997241974,244736,0.4403991997241974
USA_cars_datasets,country,0.4403991997241974,244736,0.4403991997241974
movie_metadata,country,0.4403991997241974,244736,0.4403991997241974
countries_of_the_world,Country,0.4384978711605072,54253,0.4384978711605072
gender_development,Country,0.4378662705421448,46605,0.4378662705421448
whr2015,Country,0.43737637996673584,37762,0.43737637996673584
who_suicide_statistics,country,0.4367133378982544,244736,0.4367133378982544
World_countries_env_vars,Country,0.4365899860858917,58077,0.4365899860858917
acquisitions,Country,0.43556034564971924,207930,0.43556034564971924
AdventureWorks2014_culture,Name,0.43504413962364197,1912,0.43504413962364197
world_country,LocalName,0.4348248839378357,57121,0.4348248839378357
cwurData,country,0.4338848888874054,244736,0.4338848888874054
AdventureWorks2014_stateprovince,Name,0.4330289661884308,43259,0.4330289661884308
Word_University_Rank_2020,Country,0.4184926748275757,244736,0.4184926748275757
UKDebate,country,0.4156550467014313,244736,0.4156550467014313
world_city,Name,0.4126071631908417,244736,0.4126071631908417
language,Name,0.41237184405326843,244736,0.41237184405326843
edu,country,0.4103885889053345,244736,0.4103885889053345
MoviesOnStreamingPlatforms_updated,Country,0.40894290804862976,244736,0.40894290804862976
netflix_titles,country,0.40894290804862976,244736,0.40894290804862976
world-cities,country,0.40893810987472534,244736,0.40893810987472534
AdventureWorks2014_currency,Name,0.40813741087913513,25095,0.40813741087913513
most_frequent_names,Name,0.4060138165950775,244736,0.4060138165950775
world-cities,name,0.40564700961112976,244736,0.40564700961112976
countries_and_continents,official_name_en,0.4054025113582611,57599,0.4054025113582611
directory,Country,0.40116268396377563,244736,0.40116268396377563
countries_and_continents,official_name_fr,0.399069607257843,57599,0.399069607257843
imdb_ijs_actors,lastname,0.398044615983963,244736,0.398044615983963
imdb_ijs_directors,lastname,0.39694979786872864,244736,0.39694979786872864
world-cities,geonameid,0.3918416202068329,244736,0.3918416202068329
countries_and_continents,Geoname_ID,0.3907761573791504,59511,0.3907761573791504
fifa_ranking,country_full,0.37879058718681335,244736,0.37879058718681335
world_city,CountryCode,0.37676772475242615,244736,0.37676772475242615
AdventureWorks2014_shift,Name,0.37405169010162354,717,0.37405169010162354
imdb_ijs_directors,firstname,0.3735818862915039,244736,0.3735818862915039
world_countryLanguage,CountryCode,0.37174901366233826,235176,0.37174901366233826
wikipedia-iso-country-codes,English_short_name_lower_case,0.3708856403827667,58794,0.3708856403827667
imdb_ijs_actors,firstname,0.369036465883255,244736,0.369036465883255
countries_metadatacountries,CountryCode,0.36854860186576843,59033,0.36854860186576843
countries_target,CountryCode,0.36854860186576843,59033,0.36854860186576843
countries_data,CountryCode,0.3677942454814911,244736,0.3677942454814911
google_books_dataset,language,0.3654518723487854,244736,0.3654518723487854
