candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
UKDebate,country,0.9999999403953552,1024000,0.9999999403953552
movies,country,0.8524879217147827,1024000,0.8524879217147827
USA_cars_datasets,country,0.8524879217147827,1024000,0.8524879217147827
movie_metadata,country,0.8524879217147827,1024000,0.8524879217147827
MoviesOnStreamingPlatforms_updated,Country,0.8474786281585693,1024000,0.8474786281585693
netflix_titles,country,0.8474786281585693,1024000,0.8474786281585693
world-cities,country,0.8471223711967468,1024000,0.8471223711967468
us_companies,country,0.8399497270584106,529000,0.8399497270584106
us_companies_copy,country,0.8399495482444763,19000,0.8399495482444763
cwurData,country,0.8006796836853027,1024000,0.8006796836853027
acquisitions,Country,0.7983323931694031,870000,0.7983323931694031
Word_University_Rank_2020,Country,0.7374292612075806,1024000,0.7374292612075806
whr2015,Country,0.658711314201355,158000,0.658711314201355
who_suicide_statistics,country,0.6514686942100525,1024000,0.6514686942100525
gender_development,Country,0.6460761427879333,195000,0.6460761427879333
edu,country,0.641823410987854,1024000,0.641823410987854
countries_of_the_world,Country,0.6397207975387573,227000,0.6397207975387573
World_countries_env_vars,Country,0.6339280009269714,243000,0.6339280009269714
UKDebate,region,0.6199876666069031,1024000,0.6199876666069031
countries_data,CountryName,0.6047369837760925,1024000,0.6047369837760925
countries_metadatacountries,CountryName,0.5896984934806824,247000,0.5896984934806824
directory,Country,0.5854042172431946,1024000,0.5854042172431946
Cars93,Origin,0.5527353286743164,93000,0.5527353286743164
hfi_cc_2018,countries,0.5101890563964844,1024000,0.5101890563964844
language,countrycodes,0.47530725598335266,1024000,0.47530725598335266
fifa_ranking,country_abrv,0.4747121334075928,1024000,0.4747121334075928
countries_metadatacountries,CountryCode,0.47396865487098694,247000,0.47396865487098694
countries_target,CountryCode,0.47396865487098694,247000,0.47396865487098694
world_countryLanguage,CountryCode,0.47396785020828247,984000,0.47396785020828247
AdventureWorks2014_salesTerritory,CountryRegionCode,0.4699154794216156,10000,0.4699154794216156
world_city,CountryCode,0.46959689259529114,1024000,0.46959689259529114
countries_data,CountryCode,0.462520569562912,1024000,0.462520569562912
fifa_ranking,country_full,0.46210071444511414,1024000,0.46210071444511414
SpellingStates,state,0.45551061630249023,51000,0.45551061630249023
AdventureWorks2014_stateprovince,CountryRegionCode,0.44996869564056396,181000,0.44996869564056396
USA_cars_datasets,state,0.44802501797676086,1024000,0.44802501797676086
google_books_1299,language,0.4423826038837433,1024000,0.4423826038837433
movie_metadata,language,0.4423826038837433,1024000,0.4423826038837433
MoviesOnStreamingPlatforms_updated,Language,0.44055452942848206,1024000,0.44055452942848206
AdventureWorks2014_CountryRegionCurrency,CountryRegionCode,0.43298763036727905,108000,0.43298763036727905
AdventureWorks2014_CountryRegion,CountryRegionCode,0.42909711599349976,237000,0.42909711599349976
hfi_cc_2018,region,0.42575162649154663,1024000,0.42575162649154663
us_companies,city,0.4238238036632538,496000,0.4238238036632538
Minimum_Wage_Data,State,0.4231567084789276,1024000,0.4231567084789276
Reveal_EEO1_for_2016,year,0.41601553559303284,1024000,0.41601553559303284
world_country,Name,0.4156549870967865,239000,0.4156549870967865
AdventureWorks2014_CountryRegion,Name,0.41541969776153564,238000,0.41541969776153564
countries_and_continents,name,0.4112376272678375,249000,0.4112376272678375
countries_and_continents,ISO4217-currency_country_name,0.41002318263053894,235000,0.41002318263053894
billboard_lyrics_1964-2015,Year,0.40921133756637573,1024000,0.40921133756637573
