query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,query_sample_values,candidate_sample_values
AJ-beatles-songs_source_Title,title,1,AJ-beatles-songs_target_Title,title,0.6599381566047668,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","""12-Bar Original"", ""Across the Universe"", ""Act Naturally"", ""Ain't She Sweet"", ""All I've Got to Do"""
AJ-beatles-songs_source_Title,title,1,target_058318,title,0.5811954140663147,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Honey Don't, Put Your Cat Clothes On, Blue Suede Shoes, That's All Right, Boppin' the Blues"
AJ-beatles-songs_source_Title,title,1,target_072738,title,0.579098641872406,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","YELLOW SUBMARINE/ELEANOR RIGBY, NEEDLE IN A HAYSTACK, STEP BACK/CARA-LYN, LADY GODIVA, SORRY"
AJ-beatles-songs_source_Title,title,1,target_083279,title,0.5750149488449097,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","(Ain't That) Good News (Les Paul feat. Sam Cooke & Jeff Beck), (Ain't That) Good News, (I Love You) For Sentimental Reasons, (Somebody) Ease My Troublin' Mind, A Change Is Gonna Come"
AJ-beatles-songs_source_Title,title,1,target_047079,title,0.5723273754119873,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Your Love Is Like A River, Save A Life, The Rock Won't Move, Write Your Story, Miracles"
AJ-beatles-songs_source_Title,title,1,target_088516,title,0.572014570236206,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","A Little Less Conversation, ABC, Aeroplane, Ain't No Mountain High Enough, Ain't No Other Man"
AJ-beatles-songs_source_Title,title,1,target_043308,title,0.5715727210044861,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Hey Miss Tina, Sonnyland, I Won't Go On, Do You Love Me, Just A Feeling"
AJ-beatles-songs_source_Title,title,1,target_001729,title,0.5710709095001221,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Kingdom, All Eyes On You, Hold On, I Feel So Alive, Write Your Story"
AJ-beatles-songs_source_Title,title,1,target_083423,title,0.5709967017173767,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Hypnotized, Ten Little Women, Come Marry Me, Oh Baby! Look At Me, Don't Do Me This Way"
AJ-beatles-songs_source_Title,title,1,target_023037,title,0.5709453821182251,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Rose Garden, Behind Closed Doors, For the Good Times, Before the Next Teardrop Falls, Harper Valley P.T.A."
AJ-beatles-songs_source_Title,title,1,target_047969,title,0.5707892775535583,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","A Hard Day's Night, The First Cut Is the Deepest, Winning a Battle, Losing the War, No Man's Land, Shake Your Groove Thing"
AJ-beatles-songs_source_Title,title,1,target_063831,title,0.5706870555877686,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","I Walked Away, The Sun Went Down, Look Me in the Eye, Glamour Girl, Evil Hearted Woman"
AJ-beatles-songs_source_Title,title,1,target_033508,title,0.5700647830963135,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Help Me Find It, Music, Swallow The Ocean (Coming Alive), Sitting With Me, What Are You Waiting For"
AJ-beatles-songs_source_Title,title,1,target_054873,title,0.5697084665298462,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Wheels - Cha Cha, Moody River, You're so Square (Baby I Don't Care), Valley of Tears, The Miracle of You"
AJ-beatles-songs_source_Title,title,1,target_055511,title,0.5696528553962708,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Walking On The Stars, Save A Life, In Christ Alone, My God, I'm Good"
AJ-beatles-songs_source_Title,title,1,target_010986,title,0.5695288777351379,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","What Makes You So Adorable, Love Locked Out Ver, Over the Blue, Its All Forgotten Now, You Couldn't Be Cuter"
AJ-beatles-songs_source_Title,title,1,target_022664,title,0.5691054463386536,"A Beginning, A Day In The Life, A Hard Day's Night, A Little Rhyme, A Shot Of Rhythm And Blues","Strange Fruit, God Bless the Child, Summertime, Lover Man (Oh, Where Can You Be?), I've Got My Love to Keep Me Warm"
