query_table,query_column,query_index,candidate_table,candidate_column,similarity_score,semantic_matches,semantic_density
AdventureWorks2014_CountryRegion.csv,Name,1,AdventureWorks2014_CountryRegion,Name,15.932773109243698,3792,15.932773109243698
AdventureWorks2014_CountryRegion.csv,Name,1,AdventureWorks2014_salesTerritory,Name,5.8,58,5.8
AdventureWorks2014_CountryRegion.csv,Name,1,AdventureWorks2014_culture,Name,1.0,8,1.0
AdventureWorks2014_salesTerritory.csv,Name,2,AdventureWorks2014_CountryRegion,Name,5.8,58,5.8
AdventureWorks2014_salesTerritory.csv,Name,2,AdventureWorks2014_salesTerritory,Name,2.4,24,2.4
countries_and_continents.csv,name,4,AdventureWorks2014_CountryRegion,Name,16.747899159663866,3986,16.747899159663866
countries_and_continents.csv,name,4,AdventureWorks2014_salesTerritory,Name,5.4,54,5.4
countries_and_continents.csv,name,4,AdventureWorks2014_culture,Name,1.125,9,1.125
countries_and_continents.csv,official_name_en,5,AdventureWorks2014_CountryRegion,Name,0.9705882352941176,231,0.9705882352941176
countries_data.csv,CountryName,8,AdventureWorks2014_CountryRegion,Name,18.810924369747898,4477,18.810924369747898
countries_data.csv,CountryName,8,AdventureWorks2014_salesTerritory,Name,3.6,36,3.6
countries_metadatacountries.csv,CountryName,9,AdventureWorks2014_CountryRegion,Name,4.8277310924369745,1149,4.8277310924369745
countries_metadatacountries.csv,CountryName,9,AdventureWorks2014_salesTerritory,Name,0.9,9,0.9
countries_of_the_world.csv,Country,10,AdventureWorks2014_CountryRegion,Name,1.5814977973568283,359,1.5814977973568283
cwurData.csv,country,11,AdventureWorks2014_salesTerritory,Name,14.1,141,14.1
cwurData.csv,country,11,AdventureWorks2014_CountryRegion,Name,2.8445378151260505,677,2.8445378151260505
edu.csv,country,12,AdventureWorks2014_CountryRegion,Name,5.945378151260504,1415,5.945378151260504
edu.csv,country,12,AdventureWorks2014_salesTerritory,Name,0.9,9,0.9
fifa_ranking.csv,country_full,13,AdventureWorks2014_CountryRegion,Name,3.546218487394958,844,3.546218487394958
fifa_ranking.csv,country_full,13,AdventureWorks2014_salesTerritory,Name,1.3,13,1.3
gender_development.csv,Country,14,AdventureWorks2014_CountryRegion,Name,1.6923076923076923,330,1.6923076923076923
hfi_cc_2018.csv,countries,15,AdventureWorks2014_CountryRegion,Name,3.802521008403361,905,3.802521008403361
hfi_cc_2018.csv,countries,15,AdventureWorks2014_salesTerritory,Name,1.1,11,1.1
movie_metadata.csv,country,16,AdventureWorks2014_salesTerritory,Name,9.1,91,9.1
movies.csv,country,17,AdventureWorks2014_salesTerritory,Name,10.7,107,10.7
movies.csv,country,17,AdventureWorks2014_CountryRegion,Name,0.773109243697479,184,0.773109243697479
MoviesOnStreamingPlatforms_updated.csv,Country,18,AdventureWorks2014_salesTerritory,Name,10.1,101,10.1
MoviesOnStreamingPlatforms_updated.csv,Country,18,AdventureWorks2014_CountryRegion,Name,1.3067226890756303,311,1.3067226890756303
netflix_titles.csv,country,19,AdventureWorks2014_salesTerritory,Name,6.5,65,6.5
netflix_titles.csv,country,19,AdventureWorks2014_CountryRegion,Name,2.138655462184874,509,2.138655462184874
who_suicide_statistics.csv,country,43,AdventureWorks2014_CountryRegion,Name,5.436974789915967,1294,5.436974789915967
who_suicide_statistics.csv,country,43,AdventureWorks2014_salesTerritory,Name,3.1,31,3.1
whr2015.csv,Country,44,AdventureWorks2014_CountryRegion,Name,1.8101265822784811,286,1.8101265822784811
Word_University_Rank_2020.csv,Country,46,AdventureWorks2014_salesTerritory,Name,12.2,122,12.2
Word_University_Rank_2020.csv,Country,46,AdventureWorks2014_CountryRegion,Name,3.6554621848739495,870,3.6554621848739495
World_countries_env_vars.csv,Country,47,AdventureWorks2014_CountryRegion,Name,1.5546218487394958,370,1.5546218487394958
world_country.csv,Name,48,AdventureWorks2014_CountryRegion,Name,16.138655462184875,3841,16.138655462184875
world_country.csv,Name,48,AdventureWorks2014_salesTerritory,Name,5.7,57,5.7
world_country.csv,Name,48,AdventureWorks2014_culture,Name,1.125,9,1.125
world_country.csv,LocalName,49,AdventureWorks2014_CountryRegion,Name,1.5924369747899159,379,1.5924369747899159
world_country.csv,LocalName,49,AdventureWorks2014_culture,Name,0.75,6,0.75
world-cities.csv,country,50,AdventureWorks2014_salesTerritory,Name,9.0,90,9.0
world-cities.csv,country,50,AdventureWorks2014_CountryRegion,Name,4.676470588235294,1113,4.676470588235294
