candidate_table,candidate_column,similarity_score
SoccerTournament_left,title,0.5996283681744385
SoccerTournament_right,title,0.5876035496812769
Tournament_right,title,0.5845086555877494
TennisTournament_left,title,0.5837570383818097
TennisTournament_right,title,0.5485087848369404
FootballMatch_left,title,0.5417564565468063
SportsLeague_right,title,0.5313579029874784
SoccerLeague_right,title,0.5277863235301211
FootballLeagueSeason_right,title,0.5231304646229643
RugbyLeague_right,title,0.5212939342494205
RugbyLeague_left,title,0.519976113343268
SoccerLeague_left,title,0.519346517141605
MotorsportSeason_right,title,0.516721876991126
MotorsportSeason_left,title,0.5139415820453408
SportsLeague_left,title,0.513143956731185
FootballLeagueSeason_left,title,0.5124871534383162
FootballMatch_right,title,0.5066491279468067
SoccerClubSeason_left,title,0.5041976920484862
Race_right,title,0.49752616395231825
NationalFootballLeagueSeason_left,title,0.4934154898281317
SoccerClubSeason_right,title,0.49195636337579857
NCAATeamSeason_left,title,0.47788894109447644
Race_left,title,0.47683641665080456
BasketballTeam_right,title,0.47527149862747636
Award_left,title,0.4721481936831944
Award_right,title,0.4690445701131568
Stadium_right,title,0.4652421409833738
SportFacility_right,title,0.4646929587778813
TelevisionStation_left,title,0.4644085133504408
BasketballTeam_left,title,0.4632775393123809
TelevisionStation_right,title,0.4580055839726778
Venue_right,title,0.45575844419082284
Election_left,title,0.45470868173387397
Magazine_right,title,0.4546045252282268
Drug_right,id,0.4543094031605062
GivenName_right,id,0.45394676889649194
Country_left,title,0.4534854375780988
ClericalAdministrativeRegion_right,id,0.45305411620629893
Race_right,id,0.45303993994561076
Legislature_right,id,0.45298013633127965
ShoppingMall_left,id,0.4529606739741212
BasketballTeam_right,id,0.45295979604945824
Monarch_right,id,0.4527575220332314
SoccerLeague_right,id,0.4527575220332314
ShoppingMall_right,id,0.4526969727902674
Magazine_left,title,0.4526288308620295
SoccerTournament_right,id,0.45245366387695185
Country_right,id,0.45245366387695185
Artwork_right,id,0.4524535539777724
FootballLeagueSeason_right,id,0.45229676024303694
