candidate_table,candidate_column,similarity_score
Stadium_left,title,0.5568000972270966
Stadium_right,title,0.5559219419956207
SportFacility_right,title,0.5514196753501892
Venue_right,title,0.5203698128461838
Venue_left,title,0.5059286057949066
ShoppingMall_right,title,0.5053852051496506
RugbyLeague_left,title,0.502278208732605
ShoppingMall_left,title,0.5009501576423645
SoccerLeague_right,title,0.5005297362804413
SportsLeague_right,title,0.49463970959186554
Tournament_left,title,0.490036740899086
SoccerLeague_left,title,0.48964785039424896
Race_right,title,0.48837654292583466
Tournament_right,title,0.48705726861953735
RailwayLine_left,title,0.48704491555690765
RugbyLeague_right,title,0.4865441471338272
SportsLeague_left,title,0.4853970557451248
RailwayLine_right,title,0.48476073145866394
BasketballTeam_right,title,0.48434898257255554
BasketballTeam_left,title,0.48292867839336395
TelevisionStation_right,title,0.4811452776193619
Wrestler_right,title,0.4801589250564575
Hospital_left,title,0.48004503548145294
Wrestler_left,title,0.4758807271718979
TelevisionStation_left,title,0.47469115257263184
Museum_right,title,0.4744972586631775
Race_left,title,0.4736306816339493
GovernmentAgency_right,title,0.4735220968723297
HistoricBuilding_left,title,0.4731077700853348
NationalFootballLeagueSeason_left,title,0.4724090248346329
GivenName_left,title,0.4712828993797302
FootballLeagueSeason_left,title,0.47112616896629333
Magazine_left,title,0.47072798013687134
Museum_left,title,0.4695846140384674
Hospital_right,title,0.46916647255420685
EthnicGroup_right,title,0.4687059372663498
Magazine_right,title,0.46726734936237335
Country_right,title,0.46717752516269684
Reptile_left,title,0.46608714759349823
GivenName_right,title,0.46594129502773285
GovernmentAgency_left,title,0.46473880112171173
EthnicGroup_left,title,0.464269757270813
MemberOfParliament_left,title,0.46395446360111237
FootballMatch_left,title,0.4635200500488281
Award_left,title,0.46197326481342316
Amphibian_left,title,0.4618404060602188
ChristianBishop_right,title,0.4616186320781708
FootballLeagueSeason_right,title,0.46118323504924774
Artwork_left,title,0.4594663977622986
Country_left,title,0.4591927230358124
